date,January,February,March,April,May,June,July,August,September,October,November,December
1950,61.1,57.4,56.7,63.4,75.4,79.2,80.1,80.5,76.1,69.3,54.8,48.1
1951,50.7,53.0,59.7,63.6,73.5,80.5,82.5,84.8,77.6,69.1,53.8,54.9
1952,58.3,55.8,57.2,63.1,73.1,81.9,82.3,82.7,75.6,60.5,55.2,50.1
1953,53.2,52.4,64.2,65.4,75.5,83.3,81.3,80.9,77.0,68.6,55.6,48.4
1954,52.0,57.2,57.6,70.2,69.4,80.8,83.6,83.6,79.0,69.2,55.6,51.6
1955,49.4,52.8,62.4,69.3,75.7,76.8,81.0,80.7,79.0,66.6,56.6,51.9
1956,48.1,56.6,58.5,65.1,75.7,78.2,82.3,81.5,76.0,69.1,56.3,56.9
1957,53.0,59.6,57.5,67.4,74.7,79.6,82.6,81.2,74.8,63.7,58.0,52.7
1958,45.3,45.2,54.5,66.1,74.0,80.5,82.1,80.7,78.1,66.4,58.8,47.6
1959,46.4,53.1,56.5,64.6,75.5,79.1,81.0,81.3,77.7,69.4,53.8,51.2
1960,47.6,46.4,51.8,67.3,71.4,80.5,83.5,80.6,77.1,69.1,58.8,47.4
1961,43.6,54.6,62.1,63.0,72.2,76.6,79.7,79.1,76.4,65.8,56.7,51.0
1962,45.3,59.9,54.5,64.4,75.2,79.0,83.6,83.6,78.0,70.4,55.0,49.0
1963,43.2,46.9,62.1,70.3,75.0,80.5,81.8,82.1,77.1,70.7,58.4,42.3
1964,46.8,47.2,57.9,68.8,74.8,79.8,81.6,82.3,77.0,63.8,61.0,51.8
1965,52.1,50.4,54.0,70.4,74.6,79.0,82.2,80.4,77.6,65.6,63.5,52.2
1966,44.1,49.1,57.3,67.0,73.6,77.8,83.1,79.6,75.9,64.4,60.2,50.0
1967,48.6,48.8,62.4,71.5,71.8,79.7,79.4,78.9,73.2,65.0,57.1,52.6
1968,47.0,44.6,55.2,67.6,72.8,79.4,80.3,80.5,74.0,67.7,54.7,48.6
1969,50.4,50.9,51.7,66.6,72.8,79.9,83.6,80.9,76.0,68.2,55.8,50.7
1970,43.6,49.6,56.1,68.8,72.6,78.5,80.5,81.6,79.0,65.0,53.4,55.4
1971,50.9,51.5,55.8,64.9,70.9,80.2,81.2,79.6,77.2,70.5,56.8,58.3
1972,53.2,52.6,60.2,67.5,72.7,79.9,79.8,81.1,80.2,67.4,53.2,50.0
