date,January,February,March,April,May,June,July,August,September,October,November,December
1979,36.5,42.3,47.9,56.4,64.1,74.2,79.7,75.6,75.3,63.8,46.2,43.8
1980,44.1,47.6,47.6,56.2,61.4,75.0,81.4,77.9,72.6,60.8,50.5,47.7
1981,45.8,47.3,48.9,60.6,65.3,78.6,80.7,79.2,72.8,59.1,52.4,45.2
1982,41.0,45.6,49.2,56.8,64.2,72.2,78.5,78.2,72.0,58.2,48.2,40.8
1983,42.6,45.2,48.8,51.3,64.0,72.4,79.3,77.2,74.8,61.5,49.2,44.1
1984,42.4,44.1,51.0,55.2,70.9,74.1,78.7,76.8,73.4,56.5,48.7,41.5
1985,40.4,42.6,49.4,60.0,66.7,76.9,80.7,78.8,67.7,60.7,47.7,43.0
1986,47.5,47.8,54.2,58.5,66.6,76.6,77.6,79.4,68.0,58.6,50.0,42.1
1987,39.9,44.3,47.4,60.6,65.1,76.3,77.6,77.0,71.3,64.8,48.4,39.1
1988,40.3,47.2,50.3,57.1,65.4,76.2,80.9,77.4,70.4,66.2,50.0,41.0
1989,39.4,45.8,55.5,64.0,67.7,75.6,81.7,77.3,73.1,61.1,51.1,42.4
1990,40.8,42.7,52.0,59.8,64.9,78.3,79.3,76.0,73.1,62.0,50.3,37.4
1991,40.7,49.2,45.8,55.5,63.2,71.6,79.3,78.5,72.3,64.1,49.0,41.8
1992,39.6,47.1,50.2,61.2,66.7,73.5,78.1,77.5,73.3,63.8,45.7,38.4
1993,43.5,44.5,51.8,58.6,67.3,74.2,78.3,77.5,71.8,61.0,47.2,41.9
1994,43.2,43.3,52.9,58.2,65.2,79.2,81.3,81.3,73.7,59.6,45.5,43.2
1995,42.1,50.9,51.3,54.9,61.7,72.1,80.3,81.4,74.6,63.1,55.0,44.7
1996,44.2,50.1,51.9,59.9,69.6,78.0,82.3,80.2,70.3,60.8,51.0,44.2
1997,42.0,44.7,55.0,56.2,70.5,73.8,79.4,79.1,75.0,60.2,51.0,39.4
1998,43.8,42.0,49.0,52.7,63.0,71.8,81.2,80.4,73.6,60.5,50.6,42.7
1999,45.4,48.0,53.0,53.2,65.3,74.5,78.3,77.8,72.6,64.2,55.1,42.0
2000,45.8,48.4,50.5,61.9,71.2,77.8,81.5,79.4,74.9,60.2,43.8,44.7
2001,40.3,44.2,51.8,57.5,70.8,77.5,79.8,79.1,75.6,64.7,52.9,40.2
2002,42.3,46.2,49.8,62.0,67.0,78.8,82.3,79.8,73.6,60.0,51.3,41.0
2003,48.8,45.5,50.6,55.6,68.3,76.3,83.8,80.0,74.8,67.3,48.8,43.0
2004,42.8,42.1,58.1,57.9,68.4,75.9,80.1,77.7,71.8,60.0,47.3,42.8
2005,45.1,46.2,49.9,57.2,67.9,74.4,82.7,77.5,73.4,62.8,52.6,43.9
2006,44.1,47.8,48.3,59.0,70.0,79.5,82.3,77.9,69.8,60.2,52.8,41.8
2007,39.0,46.7,54.5,59.3,68.4,77.3,82.0,80.5,73.8,62.4,55.3,39.9
2008,39.8,45.0,51.8,58.0,63.6,77.3,80.4,79.3,73.6,62.9,53.3,42.4
2009,45.2,46.6,52.5,57.0,70.8,73.0,82.8,79.7,74.1,59.4,52.9,39.0
2010,42.2,44.3,49.2,56.1,63.1,75.9,81.8,79.0,75.4,62.7,48.3,46.7
2011,41.5,41.7,53.3,58.9,63.2,75.7,80.8,82.2,74.6,62.8,49.4,39.9
2012,45.3,45.6,51.6,60.6,69.3,78.7,80.0,80.5,73.7,63.8,53.8,42.4
2013,38.6,42.2,54.8,59.4,67.4,79.5,81.0,78.5,72.4,58.8,51.3,41.5
2014,46.5,50.0,53.9,59.1,66.8,77.7,81.4,76.5,74.2,64.9,51.7,44.3
2015,45.1,52.0,56.3,58.4,62.9,78.4,78.6,80.6,75.0,64.5,48.3,40.9
2016,41.8,50.6,54.9,58.5,64.6,80.3,82.4,77.5,71.6,66.1,53.1,44.7
2017,42.3,49.4,56.6,59.9,66.1,79.8,81.5,79.1,72.4,65.1,57.6,46.6
2018,47.6,46.7,52.3,62.9,68.5,78.6,82.3,80.2,76.0,59.9,49.4,42.8
2019,42.4,40.9,51.7,60.3,60.7,75.2,81.9,81.9,73.8,60.0,52.1,42.2
2020,43.7,45.9,51.0,59.3,70.5,76.8,82.8,84.1,75.6,66.2,53.5,42.0
2021,42.6,46.5,49.5,61.2,68.0,80.7,81.4,79.5,74.8,60.0,55.8,45.6
