date,January,February,March,April,May,June,July,August,September,October,November,December
1950,2.1,18.6,23.2,37.0,51.9,65.4,67.8,66.8,59.4,51.0,28.4,19.3
1951,13.6,23.6,19.5,40.9,56.6,59.3,70.0,67.7,55.0,45.1,28.1,11.0
1952,11.6,23.0,21.9,47.7,56.4,69.4,72.2,70.2,64.4,45.7,31.6,22.7
1953,21.6,22.1,32.0,38.6,53.5,67.2,71.3,71.3,61.1,53.8,37.1,23.5
1954,11.6,36.4,26.3,45.3,52.6,64.6,75.7,70.5,60.6,45.4,38.9,25.0
1955,18.9,14.0,27.8,51.6,60.8,63.3,76.4,75.1,61.3,50.0,21.7,11.9
1956,13.2,14.9,29.3,38.9,56.8,72.4,70.5,69.0,59.9,52.7,31.7,25.4
1957,7.6,22.2,30.4,41.9,54.1,63.4,75.1,70.6,57.6,46.6,32.3,29.0
1958,24.3,16.9,27.9,44.2,60.3,61.9,67.7,72.8,62.7,49.8,33.1,18.7
1959,12.5,13.9,35.0,44.0,55.0,70.2,72.8,74.6,58.9,42.6,24.4,28.5
1960,15.5,14.4,20.5,45.2,55.8,64.0,74.3,71.2,61.6,49.3,33.3,19.0
1961,18.1,25.3,36.3,40.6,53.9,68.7,71.4,74.0,56.2,48.8,31.8,16.0
1962,13.8,17.2,24.1,46.0,58.1,64.5,68.6,70.0,58.1,50.7,37.2,23.4
1963,7.6,23.4,37.9,45.6,56.4,69.0,73.8,71.6,63.9,57.2,36.2,15.0
1964,22.3,25.2,26.1,46.0,59.1,66.0,75.6,67.8,58.4,48.6,30.2,12.9
1965,13.6,18.1,19.2,44.8,56.6,65.0,71.8,69.5,49.6,51.6,33.0,27.3
1966,6.5,14.5,35.1,39.6,55.4,66.7,77.1,66.8,59.7,47.6,29.2,21.4
1967,20.3,18.4,34.1,44.6,51.2,62.9,70.3,69.4,61.0,47.6,32.0,18.9
1968,15.7,20.2,38.4,44.1,51.7,65.6,70.9,68.8,59.4,49.0,32.6,13.9
1969,7.2,19.3,22.1,48.7,58.7,60.5,71.5,74.0,63.5,41.5,34.8,21.8
1970,8.9,23.8,25.4,41.2,57.6,68.3,74.0,72.8,60.6,45.0,30.2,15.9
1971,9.7,17.7,30.2,46.5,54.2,68.8,68.8,73.0,59.0,47.7,32.5,16.6
1972,10.0,15.8,32.0,43.2,57.3,66.2,68.8,70.3,59.8,44.5,29.6,13.3
1973,19.0,24.3,37.7,43.5,55.3,66.8,72.3,74.7,57.5,51.2,30.5,18.8
1974,15.8,25.2,33.8,46.4,54.3,66.1,77.4,67.1,57.2,50.5,33.6,24.0
1975,18.8,14.7,25.1,39.3,56.7,65.0,76.0,70.8,57.7,49.4,32.0,22.4
1976,16.6,30.5,31.7,48.7,56.4,68.3,74.8,73.9,62.3,43.6,27.3,19.7
1977,6.4,28.0,34.5,50.7,63.4,69.2,74.3,66.2,60.6,47.5,30.0,15.8
1978,2.7,9.4,30.2,43.8,56.9,66.0,71.2,70.3,65.4,48.6,27.6,13.9
1979,2.1,8.2,29.5,42.1,53.0,65.8,71.3,68.5,64.4,48.2,29.6,28.2
1980,15.9,20.2,28.9,48.8,59.3,68.4,75.3,70.0,61.3,46.6,37.0,23.1
1981,25.0,25.6,37.7,51.7,55.4,66.0,73.1,70.1,61.9,46.9,37.8,19.2
1982,4.1,18.9,30.2,42.0,56.3,61.6,72.9,70.9,59.4,46.5,28.8,24.6
1983,25.2,30.0,32.6,39.9,52.4,64.4,75.2,77.1,60.8,47.9,32.3,2.0
1984,19.8,30.4,28.7,43.6,54.5,65.6,72.5,73.8,55.9,46.7,33.6,15.5
1985,13.4,17.9,34.7,50.2,61.6,62.6,73.8,67.2,56.8,46.6,17.5,12.8
1986,23.2,17.1,39.0,44.6,56.5,68.7,72.5,67.7,56.5,48.2,28.4,26.9
1987,25.8,31.7,32.0,51.5,61.6,69.4,74.8,67.6,60.6,44.8,37.2,25.6
1988,13.3,18.6,34.3,46.4,61.2,75.3,75.1,72.8,59.8,46.5,33.2,24.0
1989,23.4,10.4,27.4,46.1,56.7,64.9,75.8,72.1,60.3,48.7,32.3,13.1
1990,28.5,25.1,36.0,45.0,54.2,67.5,71.0,71.7,65.0,47.3,36.7,15.1
1991,14.2,30.9,35.8,47.4,58.1,69.3,72.4,72.8,60.8,45.5,26.7,27.3
1992,27.4,31.3,38.3,44.3,59.0,63.7,64.2,64.9,59.8,47.7,29.4,17.2
1993,13.0,13.7,32.5,43.2,56.1,61.6,66.7,68.0,55.0,46.0,28.2,23.6
1994,9.8,12.2,36.2,45.1,60.3,67.5,68.8,69.0,62.5,49.5,34.0,23.4
1995,19.2,26.0,31.1,39.1,52.5,65.6,71.6,73.7,59.5,46.4,29.8,21.9
1996,10.3,23.1,24.2,42.4,52.2,67.4,69.6,71.2,58.8,46.9,22.0,11.5
1997,10.6,22.8,31.9,39.5,53.1,68.0,71.4,69.4,63.1,49.7,30.0,28.0
1998,19.3,32.7,26.4,46.9,59.3,61.7,73.4,72.2,66.9,48.4,36.0,25.6
1999,17.6,32.9,36.8,44.7,55.9,65.1,73.3,71.0,57.1,47.8,42.4,29.1
2000,21.1,30.1,39.3,45.0,58.1,64.4,73.0,73.2,62.3,50.1,24.4,10.5
2001,22.7,12.4,29.8,46.1,57.8,66.0,74.6,73.4,62.1,47.5,40.8,24.7
2002,24.1,29.6,22.2,44.5,52.4,70.4,77.3,70.4,62.7,39.5,34.5,27.3
2003,19.8,18.8,32.1,47.9,55.0,63.9,74.4,74.8,60.0,51.8,27.6,26.6
2004,16.1,22.9,38.4,47.9,55.6,62.1,70.8,66.1,63.1,48.8,36.6,27.2
2005,16.8,29.3,34.9,48.2,54.0,67.9,74.4,71.0,65.5,49.2,36.8,20.1
2006,32.2,23.3,32.4,50.2,58.2,69.1,78.2,72.2,56.8,44.4,33.7,27.0
2007,20.1,15.2,40.2,42.9,60.0,68.2,76.5,71.4,62.6,50.2,34.9,19.4
2008,16.2,19.1,32.2,42.1,53.0,63.8,72.7,71.2,60.3,47.2,34.2,14.1
2009,16.7,23.4,30.0,42.3,55.8,63.2,67.9,67.4,63.0,39.5,40.0,13.5
2010,14.8,14.6,36.3,49.3,54.2,65.9,72.4,73.6,59.1,51.6,32.1,17.7
2011,13.0,16.3,27.3,43.1,53.0,64.7,75.9,71.6,59.9,51.3,34.4,26.8
2012,25.4,25.7,47.0,50.2,58.3,70.4,78.7,71.0,62.6,45.6,34.9,21.4
2013,19.4,23.8,28.1,36.9,55.9,65.3,71.8,71.6,65.8,44.3,32.1,13.5
2014,18.3,13.9,29.4,43.4,55.6,64.2,69.5,69.3,60.5,50.3,25.6,24.2
2015,22.7,19.5,39.0,47.7,53.8,67.6,72.1,69.8,65.9,51.6,36.4,24.3
2016,19.8,31.2,40.1,46.3,56.7,70.7,73.0,71.0,62.4,51.6,42.0,15.4
2017,16.5,29.4,35.5,46.1,56.0,68.1,76.0,67.4,61.8,48.0,34.7,21.7
2018,18.1,11.6,30.4,36.7,62.1,69.3,72.2,69.9,61.5,43.2,29.3,25.3
2019,18.0,6.1,25.1,44.2,50.4,66.3,72.1,68.2,63.1,40.2,31.1,23.3
2020,20.1,23.5,36.4,42.0,54.2,70.3,73.5,72.6,60.4,41.2,38.6,28.3
