,date,January,February,March,April,May,June,July,August,September,October,November,December,State
0,1950,11.4,15.3,22.2,34.7,53.1,63.7,65.4,61.9,57.2,50.8,26.8,11.2,Wisconsin
1,1951,9.5,16.0,23.2,40.3,58.0,60.7,67.2,63.0,54.5,46.4,23.3,16.0,Wisconsin
2,1952,14.0,21.6,24.8,45.8,53.9,65.9,69.9,65.0,58.5,41.0,33.5,22.8,Wisconsin
3,1953,17.5,17.4,29.2,39.0,54.6,66.1,68.4,68.1,58.4,52.4,36.4,21.5,Wisconsin
4,1954,12.2,27.7,26.0,44.4,49.1,66.6,68.8,65.0,57.5,45.6,34.4,20.7,Wisconsin
5,1955,12.9,15.0,24.7,49.4,57.9,63.5,73.8,71.1,59.0,48.1,26.4,13.1,Wisconsin
6,1956,14.8,15.2,23.8,39.4,53.5,67.1,65.3,66.1,55.2,52.6,31.4,20.8,Wisconsin
7,1957,7.2,19.3,28.2,43.8,53.2,63.9,70.4,66.1,56.0,45.0,31.1,21.7,Wisconsin
8,1958,17.6,12.7,29.6,44.0,54.7,59.3,66.3,66.7,58.9,49.3,33.5,11.6,Wisconsin
9,1959,6.5,12.2,26.6,42.9,58.6,65.7,68.0,70.5,59.6,42.8,23.0,26.5,Wisconsin
10,1960,16.6,17.8,18.5,44.4,53.4,61.4,67.0,67.9,59.8,46.8,34.4,16.6,Wisconsin
11,1961,13.0,24.0,31.5,38.9,52.0,64.5,68.0,67.9,58.7,48.5,31.7,16.1,Wisconsin
12,1962,8.7,13.3,27.1,41.6,58.9,63.3,65.3,66.2,55.0,49.1,33.4,17.6,Wisconsin
13,1963,3.1,10.1,30.4,45.3,52.8,66.2,69.8,64.8,58.6,56.2,37.0,10.3,Wisconsin
14,1964,19.7,20.6,26.4,43.9,59.4,64.7,71.0,64.2,56.8,45.2,35.0,14.3,Wisconsin
15,1965,10.4,12.6,20.8,40.0,58.1,62.6,66.4,64.6,54.0,47.5,32.3,25.7,Wisconsin
16,1966,5.3,16.9,32.2,39.8,50.0,65.3,71.2,64.5,56.9,46.0,31.4,18.2,Wisconsin
17,1967,16.1,9.8,28.4,42.9,49.2,64.3,66.1,62.6,56.7,45.2,28.9,20.5,Wisconsin
18,1968,13.7,14.2,36.0,45.2,51.8,63.6,67.6,66.7,58.4,48.9,32.3,17.7,Wisconsin
19,1969,11.0,18.5,23.7,44.9,55.5,57.4,67.8,69.0,58.1,44.0,30.8,19.6,Wisconsin
20,1970,6.2,14.8,25.1,43.9,55.2,65.8,70.4,67.3,58.4,48.6,31.3,18.1,Wisconsin
21,1971,6.2,15.3,24.6,42.4,51.6,67.8,65.4,64.2,60.2,53.3,32.7,20.5,Wisconsin
22,1972,7.4,11.8,23.9,38.4,58.1,62.2,66.6,66.3,56.8,43.0,31.1,13.8,Wisconsin
23,1973,17.4,19.8,37.6,41.6,51.0,65.8,69.5,68.8,57.9,52.3,32.6,17.5,Wisconsin
24,1974,13.5,15.4,28.4,44.3,51.3,61.0,70.7,64.8,53.2,46.5,33.9,23.2,Wisconsin
25,1975,15.6,16.8,22.8,36.8,58.4,64.4,70.2,67.0,53.9,49.3,37.0,19.2,Wisconsin
26,1976,10.0,24.1,29.7,46.0,52.7,66.6,70.0,66.4,56.6,41.4,24.7,8.4,Wisconsin
27,1977,0.6,18.7,35.8,48.9,63.0,63.1,71.0,62.8,58.1,45.8,31.6,15.8,Wisconsin
28,1978,7.7,9.9,26.0,41.4,56.5,63.5,66.9,67.0,61.8,45.9,30.8,14.4,Wisconsin
29,1979,2.5,8.3,27.7,39.6,51.8,63.0,68.2,64.7,59.3,44.4,31.2,24.2,Wisconsin
30,1980,13.6,14.1,24.8,44.7,57.5,63.1,70.3,67.4,57.2,42.2,33.3,17.6,Wisconsin
31,1981,15.1,21.3,33.0,45.6,53.2,64.4,68.2,66.7,56.2,43.6,35.7,18.6,Wisconsin
32,1982,3.3,14.6,26.9,39.0,59.2,58.8,69.6,64.7,56.7,47.9,31.1,25.4,Wisconsin
33,1983,18.7,25.2,31.5,39.5,49.9,64.5,72.8,71.0,59.1,47.0,34.2,6.9,Wisconsin
34,1984,11.2,27.2,23.7,44.5,51.9,65.8,67.6,69.2,55.9,49.5,32.2,20.2,Wisconsin
35,1985,10.2,14.6,34.1,47.9,58.6,61.2,67.9,64.1,58.0,46.2,26.6,7.5,Wisconsin
36,1986,14.7,15.7,32.1,47.8,57.2,63.9,70.1,63.2,58.1,46.6,28.0,22.1,Wisconsin
37,1987,19.4,27.1,35.1,48.5,58.4,68.0,71.8,66.2,59.2,41.2,36.1,24.8,Wisconsin
38,1988,9.8,12.6,30.5,44.0,59.5,68.2,72.4,70.9,59.3,41.2,33.9,18.8,Wisconsin
39,1989,21.1,10.0,25.0,41.3,54.2,62.7,70.3,66.9,57.3,47.8,28.2,8.5,Wisconsin
