date,January,February,March,April,May,June,July,August,September,October,November,December
1975,41.3,42.3,45.1,55.7,68.5,73.2,75.9,76.7,66.2,59.8,49.4,39.6
1976,33.4,47.1,53.0,57.6,61.1,71.6,74.8,73.0,66.6,52.8,39.7,35.5
1977,23.1,37.9,52.3,60.8,68.8,74.1,79.1,76.9,71.8,55.1,50.0,37.4
1978,26.8,28.9,45.1,59.5,64.8,73.9,77.8,76.4,72.7,55.9,52.2,39.8
1979,29.2,33.5,49.7,57.5,64.7,71.9,75.2,74.9,68.3,57.8,47.5,39.9
1980,38.8,33.9,44.6,55.8,65.6,73.4,80.7,79.6,73.3,55.6,46.6,39.1
1981,32.3,40.0,45.5,62.8,62.6,75.7,78.0,74.5,66.8,56.7,48.9,36.4
1982,32.8,39.5,51.4,53.7,69.2,71.5,77.8,74.3,67.5,58.6,49.3,45.8
1983,36.2,40.6,48.0,51.7,63.4,71.8,78.3,79.6,69.7,60.1,47.9,32.9
1984,32.0,42.7,45.7,56.2,63.1,75.1,74.7,75.0,67.1,64.6,45.6,48.2
1985,28.5,36.2,51.4,59.8,66.4,73.1,76.5,74.8,68.3,62.8,55.5,33.8
1986,35.9,43.6,49.1,59.1,67.2,75.3,80.1,74.6,72.3,59.6,49.9,39.3
1987,35.9,42.0,50.3,55.0,71.0,75.0,77.6,78.4,69.3,52.5,50.7,42.6
1988,32.8,37.8,48.5,57.2,64.5,73.7,77.2,78.2,69.7,52.4,49.3,39.6
1989,42.8,38.2,51.1,56.4,62.8,72.2,76.0,75.0,68.4,58.4,48.2,29.4
1990,43.8,48.0,51.3,56.0,64.0,73.9,76.3,76.0,71.4,57.7,51.7,43.0
1991,38.4,42.7,50.8,60.9,70.2,74.2,78.1,75.5,70.2,59.5,45.4,43.2
1992,38.6,45.1,48.3,57.2,63.4,70.4,76.9,71.8,68.6,56.6,47.8,39.2
1993,40.9,38.4,45.1,54.6,65.4,73.5,80.5,77.3,68.3,56.8,46.1,39.2
1994,32.0,41.8,48.2,60.2,61.9,75.4,75.8,73.9,66.9,58.9,52.8,43.7
1995,38.2,39.0,51.8,58.7,66.2,72.0,77.3,79.4,68.2,58.4,42.8,37.3
1996,35.8,39.1,43.5,54.5,68.6,73.4,75.6,75.0,67.5,58.5,44.5,42.7
1997,37.0,45.0,52.9,53.0,61.5,70.9,77.5,74.2,69.6,57.7,43.9,38.9
1998,42.6,44.4,48.4,56.8,69.5,75.8,78.0,76.4,74.4,61.6,50.7,43.3
1999,42.0,44.7,44.8,61.4,65.8,74.4,79.4,77.0,69.3,58.4,52.8,41.5
2000,37.8,45.4,52.5,55.3,68.8,74.1,76.8,77.1,69.6,61.1,46.9,30.6
2001,34.3,44.7,44.6,61.3,66.9,71.9,77.1,76.7,67.6,56.5,53.0,44.4
2002,40.3,40.5,48.3,60.9,64.2,74.9,78.8,77.8,73.3,60.9,45.3,39.5
2003,32.2,38.5,51.3,59.4,66.5,70.6,76.2,77.1,68.1,58.5,52.8,38.9
2004,36.9,39.4,52.7,57.2,70.1,73.7,75.6,72.2,69.6,62.8,53.0,38.7
2005,42.8,44.4,47.0,57.9,63.3,74.0,78.0,78.9,72.6,59.3,50.4,36.4
2006,45.0,38.5,49.6,63.2,65.0,73.2,78.0,79.2,67.2,56.1,48.4,43.3
2007,40.2,35.9,56.4,55.2,68.7,75.2,76.2,82.6,73.0,63.2,48.2,44.5
2008,36.4,42.2,48.8,57.2,64.8,75.4,76.8,75.2,71.2,57.9,45.2,40.4
2009,35.3,42.3,50.3,57.2,66.4,75.6,73.7,74.9,70.6,56.2,50.5,37.9
2010,32.8,33.7,47.2,60.9,69.1,78.4,79.8,79.8,71.6,59.2,49.8,32.7
2011,33.9,43.1,50.6,61.0,65.7,76.5,80.0,77.8,68.1,56.8,51.0,42.8
2012,42.4,44.5,59.8,60.0,70.4,73.6,80.5,75.6,69.1,56.7,45.8,45.6
2013,41.0,40.8,42.7,56.8,65.0,74.2,74.8,74.7,70.7,59.5,44.8,40.4
2014,30.0,38.3,45.0,58.6,67.3,74.8,73.4,75.9,70.7,60.2,42.4,42.8
2015,36.1,31.4,49.0,60.1,68.0,75.9,78.3,74.2,70.9,59.7,53.5,51.3
2016,34.8,42.5,53.9,59.5,65.3,76.5,79.8,79.0,74.1,64.6,52.7,40.9
2017,44.9,48.9,51.1,63.1,66.6,73.0,78.1,74.6,69.1,60.8,49.9,39.5
2018,32.9,48.5,48.2,52.9,72.3,76.5,78.1,76.5,74.9,61.0,44.4,42.7
2019,39.4,46.7,46.9,59.3,70.1,73.4,77.8,76.9,76.4,61.7,44.2,45.2
2020,43.0,43.3,54.7,55.4,64.0,73.5,79.2,76.4,69.9,60.4,51.9,39.5
2021,39.7,37.4,53.6,56.2,64.1,74.0,77.0,77.2,69.6,63.4,45.6,50.4
