date,January,February,March,April,May,June,July,August,September,October,November,December
1950,48.4,43.7,45.4,53.8,69.0,73.3,74.2,72.1,67.5,62.4,41.7,33.6
1951,39.1,41.4,48.2,54.8,65.5,74.0,77.5,77.8,69.6,60.2,41.6,41.8
1952,43.9,43.9,47.2,56.5,66.9,80.3,79.8,77.1,67.8,52.3,46.0,39.8
1953,43.1,42.7,51.0,54.8,69.4,78.3,77.3,76.3,70.0,60.7,46.0,37.7
1954,38.8,46.0,47.0,62.9,61.1,75.3,80.8,79.4,73.8,59.8,45.4,38.1
1955,36.6,40.9,50.1,61.5,68.8,68.9,78.7,77.8,73.0,57.6,45.0,37.7
1956,34.2,45.6,48.2,55.7,68.4,73.2,77.4,76.7,67.9,61.6,46.0,47.8
1957,37.3,46.9,46.8,61.0,67.7,74.9,76.7,75.2,70.1,54.7,47.8,42.8
1958,33.5,29.8,42.9,57.3,66.3,73.5,77.5,75.2,69.7,57.3,49.7,34.8
1959,35.4,41.3,46.2,57.8,69.5,72.3,76.4,77.2,71.1,60.4,44.5,41.3
1960,38.4,36.1,35.0,59.6,63.3,73.1,76.3,76.9,71.1,59.9,46.8,33.6
1961,32.3,45.1,51.1,53.1,62.4,70.6,74.9,74.1,70.8,57.7,48.8,39.5
1962,34.5,45.6,44.1,54.1,72.5,73.1,76.4,76.2,68.4,60.8,46.0,34.8
1963,30.4,33.1,52.3,60.0,65.6,73.3,74.8,75.0,68.4,62.6,48.1,29.0
1964,36.6,35.8,47.7,60.4,67.6,74.9,75.9,74.4,69.1,55.0,50.9,41.0
1965,38.8,38.4,42.4,60.9,69.5,72.6,75.9,75.3,70.8,56.6,50.5,41.4
1966,31.4,39.0,48.2,56.9,64.1,71.9,78.6,73.9,67.7,55.1,49.0,38.5
1967,39.4,35.9,53.3,61.9,63.6,73.0,72.7,71.4,65.1,57.3,43.7,42.9
1968,34.2,31.9,47.1,58.2,64.6,73.4,76.4,77.6,67.8,58.0,47.0,36.5
1969,35.5,38.6,40.6,58.9,66.2,74.1,79.3,74.4,68.0,58.0,44.2,35.6
1970,29.7,37.2,45.8,59.6,67.2,72.0,75.3,76.3,73.9,59.3,45.6,42.8
1971,35.8,37.9,43.5,56.8,62.1,75.4,75.0,74.1,71.9,64.5,47.4,47.4
1972,40.0,38.8,47.8,58.5,65.1,70.6,75.0,75.1,72.2,57.0,45.1,41.1
1973,35.9,38.0,54.8,55.4,62.6,74.6,77.2,74.9,72.6,62.2,51.3,39.7
1974,44.6,41.1,53.6,57.2,67.0,69.1,76.3,74.5,65.4,55.7,48.0,39.7
