date,January,February,March,April,May,June,July,August,September,October,November,December
1950,46.7,38.7,41.6,51.6,63.6,70.6,72.8,71.7,65.2,58.7,43.4,32.7
1951,37.4,38.2,44.0,53.2,62.4,71.2,75.0,73.4,67.1,59.0,41.0,38.5
1952,40.2,39.6,43.5,54.8,63.4,75.4,76.9,73.1,65.8,52.7,46.1,37.0
1953,39.9,40.9,45.9,53.8,68.4,72.3,76.0,73.9,67.1,58.4,45.3,38.4
1954,36.0,41.8,44.2,58.8,59.6,71.5,75.1,73.8,70.2,58.7,42.4,35.0
1955,33.1,37.2,47.4,57.6,65.1,66.6,77.6,75.4,67.6,56.6,43.4,32.3
1956,32.6,40.7,43.5,52.0,63.2,70.8,74.4,73.0,64.9,57.9,44.6,45.8
1957,33.7,41.3,44.0,57.8,65.1,72.6,74.6,71.8,68.6,51.8,46.8,39.5
1958,31.1,29.5,39.6,54.2,62.7,69.0,76.2,72.7,66.0,55.1,48.1,31.3
1959,33.4,38.6,43.7,56.2,66.6,71.0,74.8,75.9,68.1,58.2,44.4,38.9
1960,36.4,35.6,32.1,58.0,61.3,70.6,73.4,74.8,67.5,56.7,46.3,30.5
1961,29.6,39.2,47.7,49.3,59.5,69.1,74.0,73.3,70.0,56.0,47.9,35.6
1962,33.4,37.4,41.3,52.6,67.1,69.9,71.7,72.0,64.0,57.6,43.0,31.9
1963,30.8,29.9,47.9,55.7,62.0,70.0,73.2,72.2,64.1,57.6,47.0,28.7
1964,34.8,33.6,45.0,53.9,64.3,71.7,74.0,71.4,65.8,51.7,48.7,39.5
1965,34.3,35.8,41.1,53.2,67.5,68.8,73.4,73.2,68.6,53.8,46.4,39.2
1966,29.8,34.5,45.2,50.8,62.2,69.9,75.6,72.6,64.6,53.5,45.9,35.4
1967,38.3,32.7,45.5,56.3,58.2,69.2,72.4,71.2,62.2,54.1,41.4,39.1
1968,30.2,30.3,47.1,54.5,60.3,70.6,74.6,74.9,66.0,56.9,46.5,33.9
1969,31.5,34.8,39.5,55.8,63.5,72.2,75.4,71.8,65.3,55.4,43.1,33.1
1970,28.2,35.6,41.3,54.6,65.1,71.2,74.3,73.4,70.9,58.4,45.8,38.4
1971,31.4,36.3,41.4,52.2,60.3,71.9,73.1,71.7,68.9,61.4,45.0,45.0
1972,38.1,34.4,44.4,53.1,61.3,66.6,73.6,72.1,67.5,53.1,43.9,42.1
1973,35.2,34.9,49.6,53.2,60.5,72.7,74.3,74.0,69.5,58.0,48.0,37.6
1974,43.5,37.4,48.2,55.6,62.9,67.3,73.4,72.6,64.8,53.2,46.0,38.3
1975,38.0,39.4,42.4,50.6,65.1,70.7,73.1,75.1,65.4,58.8,49.4,37.1
1976,32.0,44.6,49.5,55.6,61.0,70.6,73.0,71.2,64.8,51.0,39.5,33.1
1977,22.8,35.7,49.7,57.2,65.1,68.7,76.8,75.1,69.3,53.3,47.9,35.4
1978,27.8,27.6,41.7,54.3,61.2,70.7,73.3,75.2,69.1,54.2,48.8,39.2
1979,32.0,27.7,47.0,54.4,62.7,67.4,72.6,73.3,66.4,54.4,49.1,38.9
1980,34.9,31.6,42.0,54.8,63.5,69.2,76.2,76.0,70.7,54.1,43.4,36.4
1981,29.2,38.2,41.5,57.9,60.6,73.6,74.8,71.1,65.2,53.0,45.5,33.4
1982,28.3,38.0,45.0,51.5,66.2,69.4,74.7,71.0,65.3,56.0,48.2,42.6
1983,34.0,36.1,46.1,50.8,61.2,70.0,75.5,75.9,67.1,56.2,46.4,34.1
1984,30.8,41.5,41.0,51.8,61.7,72.6,72.3,73.3,64.1,62.7,43.4,45.1
1985,29.5,36.3,47.2,58.2,64.4,69.8,73.7,71.9,66.8,59.2,53.6,34.2
1986,33.6,37.5,45.4,56.0,63.8,72.7,77.4,71.5,67.6,58.1,46.6,37.6
1987,32.7,35.5,45.1,51.4,65.5,72.8,77.4,75.4,68.0,50.5,48.3,39.9
1988,29.5,36.4,45.5,53.2,62.3,69.8,76.0,76.3,65.2,50.0,46.3,36.5
1989,39.5,37.5,45.7,52.6,60.4,72.9,74.6,72.5,67.1,56.8,45.8,27.0
