date,January,February,March,April,May,June,July,August,September,October,November,December
1990,42.0,44.4,49.3,54.2,62.2,70.8,75.6,73.2,66.4,58.5,49.3,42.7
1991,37.1,41.0,47.4,56.4,68.6,71.8,76.9,73.9,67.4,56.8,45.3,41.1
1992,37.4,40.4,44.2,54.1,59.2,67.5,75.6,70.4,66.8,53.4,46.6,37.4
1993,38.8,34.8,41.3,52.8,64.2,71.0,78.2,74.7,68.4,54.8,46.3,35.4
1994,29.4,37.5,45.2,58.6,59.3,73.6,76.0,71.7,65.1,54.6,50.4,42.2
1995,37.3,34.9,47.7,54.6,62.6,70.6,76.3,76.1,66.1,58.0,41.9,33.7
1996,32.9,36.1,40.5,54.4,62.9,72.1,73.3,72.2,66.2,56.3,41.0,40.3
1997,35.2,41.6,48.0,50.8,58.8,68.6,75.3,72.1,66.4,55.9,43.3,38.0
1998,40.7,41.5,45.4,55.6,65.5,71.7,75.3,74.6,71.6,57.4,47.4,42.6
1999,39.0,40.0,42.3,56.1,62.9,70.7,77.6,74.8,66.0,54.7,51.4,39.7
2000,34.0,41.5,49.6,53.9,65.7,72.6,72.3,72.4,65.7,57.4,43.6,30.1
2001,34.3,41.2,42.0,56.6,63.0,71.5,71.9,75.0,64.8,55.2,51.2,43.4
2002,39.2,40.5,46.3,57.7,62.0,72.9,76.6,75.8,69.4,57.5,44.8,36.0
2003,31.1,34.8,48.0,54.7,61.7,68.9,74.5,75.5,66.7,55.2,51.5,36.8
2004,32.1,36.3,47.8,55.4,68.9,70.8,74.6,71.8,67.9,57.3,49.5,38.2
2005,37.7,39.3,41.8,55.0,59.8,71.8,77.1,76.3,70.4,58.2,48.7,35.1
2006,42.4,37.4,46.1,58.0,61.1,70.7,75.9,76.5,64.8,54.2,48.7,43.1
2007,39.9,31.9,49.2,53.4,64.4,71.9,73.8,77.5,69.4,62.5,46.2,41.5
2008,36.0,40.3,46.8,55.9,61.3,74.0,74.6,72.3,68.2,54.8,44.1,40.2
2009,32.6,38.9,45.1,55.4,64.1,71.6,71.9,75.2,66.6,55.3,49.5,35.7
2010,32.7,31.9,47.4,58.6,66.2,76.0,77.9,76.0,70.0,58.0,46.3,30.1
2011,32.1,40.9,46.0,58.2,64.8,73.4,77.8,74.9,68.2,55.5,49.4,42.6
2012,38.9,41.8,55.2,55.6,67.3,70.2,78.7,74.0,66.9,56.4,42.7,42.9
2013,38.5,36.8,40.1,56.0,62.5,72.2,75.6,71.8,66.3,57.6,43.7,40.3
2014,29.4,37.0,40.7,55.0,65.2,72.5,73.4,71.3,68.1,57.8,42.1,40.8
2015,33.8,28.9,44.2,55.9,67.1,73.7,75.3,73.2,69.3,56.3,51.1,49.6
2016,33.1,38.4,51.8,55.1,61.9,71.8,77.3,77.0,71.8,59.8,48.3,39.1
2017,40.1,46.0,45.9,60.6,63.4,71.2,76.8,72.8,67.4,60.2,46.1,37.2
2018,31.8,45.2,41.2,52.2,69.7,73.1,75.1,75.2,72.8,59.0,43.8,39.7
2019,36.3,41.8,43.9,58.1,68.9,71.2,77.1,74.7,72.5,60.6,43.1,41.5
2020,40.6,42.4,51.7,53.3,60.5,71.3,78.7,75.5,66.4,59.0,51.3,38.4
2021,36.6,36.7,48.6,55.3,62.3,72.0,75.9,76.4,68.5,62.4,44.6,45.9
