date,January,February,March,April,May,June,July,August,September,October,November,December
1950,22.0,19.3,24.0,35.0,53.4,63.0,65.2,62.4,57.1,50.9,30.7,19.6
1951,18.8,20.7,28.9,41.3,56.7,61.7,67.0,63.1,56.1,48.5,27.2,22.0
1952,21.4,23.1,27.4,44.9,52.8,65.9,70.2,65.6,59.5,42.1,36.4,28.2
1953,23.0,23.7,31.7,39.6,54.7,65.4,68.7,67.8,58.8,51.4,38.8,27.3
1954,17.8,28.1,27.0,44.1,49.2,66.2,66.8,64.7,58.5,47.9,36.5,23.7
1955,19.1,20.2,27.7,49.0,56.9,63.9,73.6,71.4,58.8,50.0,31.1,20.4
1956,19.8,20.4,25.3,39.6,51.4,65.4,65.0,65.4,55.1,52.3,35.1,26.5
1957,13.8,22.6,29.5,43.6,52.6,63.8,68.4,65.0,56.9,45.8,34.8,26.6
1958,20.4,15.9,30.9,44.1,52.5,58.6,66.6,65.7,58.5,49.4,36.4,15.6
1959,13.1,16.0,27.3,42.2,58.2,65.4,68.5,71.0,61.1,45.4,28.6,28.4
1960,21.4,20.6,20.0,44.1,53.6,61.4,65.9,66.7,60.6,47.6,37.6,19.5
1961,15.8,24.1,32.4,39.4,50.8,62.4,67.6,66.4,62.5,49.7,35.4,23.0
1962,14.7,15.2,29.0,41.8,59.0,63.1,65.4,65.7,56.0,49.1,34.8,21.1
1963,9.9,11.4,30.0,44.0,51.8,65.0,68.7,63.4,57.2,55.7,39.8,17.7
1964,23.5,21.9,28.8,44.0,58.2,63.9,69.6,63.1,57.7,45.4,38.4,21.8
1965,17.2,18.2,23.5,39.3,57.7,61.8,64.6,64.0,57.4,46.7,35.6,29.4
1966,14.5,21.6,33.1,39.9,48.6,65.2,70.6,64.9,57.3,46.4,34.7,23.2
1967,22.2,14.7,28.8,43.0,48.5,65.4,65.6,62.8,57.1,46.7,31.0,25.6
1968,17.0,16.7,33.8,45.5,51.0,62.7,66.9,66.4,60.7,49.7,35.2,22.5
1969,19.0,21.4,26.5,43.9,53.5,58.5,67.5,68.8,59.2,46.1,33.7,23.0
1970,13.2,17.9,25.6,43.3,54.6,63.9,69.3,67.0,59.3,50.1,35.4,23.4
1971,14.5,19.8,25.8,40.7,51.6,67.0,65.5,64.4,61.5,54.8,35.1,27.2
1972,16.4,16.9,24.8,38.0,56.3,60.0,66.7,65.1,57.5,43.5,33.4,22.1
1973,22.9,19.7,38.1,43.0,50.5,65.3,68.4,68.9,59.0,52.5,36.0,23.1
1974,19.8,16.5,29.2,43.6,50.5,61.4,68.9,65.8,54.5,45.6,36.4,26.9
1975,22.2,22.0,26.7,36.8,58.7,64.5,69.1,66.9,54.2,49.8,40.6,23.8
1976,14.9,26.1,32.1,45.0,51.1,66.2,67.9,65.3,56.7,42.7,28.8,14.8
1977,8.6,19.2,35.7,46.5,60.9,61.2,70.1,63.2,58.9,46.0,35.9,21.8
1978,15.1,12.6,25.0,40.0,55.8,62.4,66.4,66.7,60.8,46.3,35.5,22.0
1979,12.3,10.6,31.6,40.2,52.0,62.7,67.3,63.9,59.3,45.8,35.3,27.8
1980,19.6,17.2,26.3,42.6,56.2,60.3,68.5,68.3,58.0,42.8,34.2,20.2
1981,15.8,23.8,32.2,45.0,52.2,63.7,68.0,66.5,56.2,43.3,36.9,24.7
1982,11.2,17.2,27.6,38.2,59.6,58.5,68.6,63.3,57.6,49.5,36.0,31.2
1983,22.5,26.6,32.7,39.6,49.2,63.9,72.2,69.9,60.2,47.6,36.6,15.7
1984,13.4,29.0,23.9,44.0,50.5,65.6,66.9,68.8,56.6,50.3,35.6,27.1
1985,16.0,18.0,32.8,46.7,56.5,60.0,66.8,64.7,59.9,48.1,34.3,17.7
1986,19.2,19.4,32.3,46.8,56.6,61.5,69.4,63.3,58.8,47.3,32.1,26.8
1987,22.5,25.8,34.6,46.7,57.9,67.2,71.4,66.6,59.8,43.1,38.0,28.9
1988,17.6,17.0,29.8,43.1,57.3,65.9,71.5,69.8,58.6,42.5,37.4,23.7
1989,25.5,16.3,26.6,40.6,53.4,62.5,69.5,66.0,57.8,48.3,31.6,13.4
1990,27.6,23.7,33.3,45.0,51.5,63.5,67.3,65.9,58.9,46.3,39.1,25.9
1991,17.4,25.2,33.4,46.7,60.0,67.3,68.7,68.1,56.8,48.0,32.6,25.9
1992,22.9,25.1,29.0,40.2,54.5,60.3,63.0,62.3,57.1,45.3,33.9,26.6
1993,21.4,17.9,29.0,40.4,53.9,61.4,69.1,68.3,54.0,44.7,33.8,25.1
1994,9.5,14.2,30.5,43.3,52.8,65.0,67.5,63.7,60.6,49.8,39.1,30.3
1995,22.9,19.1,33.3,38.9,53.3,67.4,69.4,71.4,56.4,49.5,28.7,20.2
1996,16.7,19.0,25.0,38.3,51.2,64.3,64.8,67.4,59.5,47.7,30.5,25.6
1997,17.5,23.5,29.6,40.4,47.4,65.6,67.4,63.1,58.5,47.3,33.1,29.0
1998,24.8,32.0,32.8,45.7,60.4,63.8,68.8,69.0,62.6,50.1,39.2,29.8
1999,17.7,27.3,30.4,45.8,57.7,66.4,71.8,65.3,59.7,46.4,41.0,26.9
2000,19.3,26.5,38.8,42.4,56.6,63.5,66.1,66.1,58.0,50.8,36.2,15.9
2001,23.4,22.1,29.4,46.1,57.2,64.4,68.4,69.6,57.7,47.8,43.6,31.9
2002,27.5,27.4,27.4,43.4,49.7,65.6,72.4,68.0,63.3,44.5,33.7,26.0
2003,16.7,16.3,29.3,41.4,52.8,62.1,67.8,68.8,59.5,46.6,37.7,28.6
2004,14.3,22.6,34.5,44.2,53.8,62.0,66.4,63.2,63.3,49.0,38.2,23.5
2005,18.0,25.2,27.3,46.4,52.0,69.4,70.4,68.9,63.7,50.6,37.5,23.1
2006,29.9,22.5,32.4,47.5,56.1,64.3,71.4,67.7,57.3,44.7,38.9,31.5
2007,24.1,15.2,34.8,41.8,57.8,67.1,68.0,68.8,61.8,54.4,35.2,24.1
