date,January,February,March,April,May,June,July,August,September,October,November,December
2008,22.8,18.2,27.0,45.7,51.2,64.8,68.3,66.5,60.6,46.8,35.7,20.8
2009,12.6,22.9,31.6,43.1,53.7,62.5,63.5,65.4,60.8,44.6,41.0,23.6
2010,21.3,23.1,37.6,49.0,58.3,64.9,71.4,70.7,58.1,49.9,37.8,22.8
2011,16.9,21.3,28.8,42.0,55.0,64.2,72.7,68.3,58.7,49.7,39.9,29.9
2012,25.1,28.4,44.7,43.9,59.0,66.5,73.5,67.5,58.4,47.5,36.2,30.4
2013,23.0,20.9,27.8,39.5,56.5,63.8,68.8,66.6,59.5,48.8,34.2,19.3
2014,12.3,12.7,21.0,41.2,54.6,65.2,64.8,66.0,58.8,47.5,30.3,28.2
2015,16.6,8.0,28.6,43.2,57.2,62.5,67.9,66.9,64.6,48.9,41.3,35.6
2016,22.3,25.3,36.1,40.8,55.4,64.7,70.3,70.8,63.5,51.6,42.6,25.0
2017,25.2,29.9,30.7,47.2,53.0,65.3,68.5,65.2,62.6,52.5,34.5,20.9
2018,20.0,23.0,29.6,35.2,60.2,65.2,70.5,69.8,62.4,45.9,30.8,28.7
2019,16.8,19.9,27.5,42.5,51.8,62.5,70.9,66.3,62.3,47.5,30.8,28.4
2020,27.0,23.7,35.0,40.2,53.2,66.0,72.5,68.6,58.2,44.4,41.1,28.6
2021,25.0,17.4,36.8,45.1,54.0,67.7,68.7,71.0,61.4,55.2,36.3,30.1
