date,January,February,March,April,May,June,July,August,September,October,November,December
1950,29.0,37.2,40.0,50.9,63.3,74.5,72.9,71.4,65.9,61.3,39.6,16.9
1951,28.7,35.6,38.1,50.0,63.6,68.3,76.4,77.3,64.5,54.7,37.4,18.6
1952,33.2,38.2,37.3,51.2,63.5,81.2,80.0,78.8,70.1,54.0,40.0,24.4
1953,35.3,38.4,46.2,50.1,62.7,80.7,78.3,76.6,71.4,59.8,43.4,26.7
1954,28.4,44.9,40.0,59.0,59.3,76.6,85.1,80.9,74.5,57.2,46.2,26.2
1955,30.5,29.0,41.4,59.0,66.0,70.0,82.6,79.4,71.1,57.7,38.3,18.5
1956,28.0,31.3,43.6,51.2,68.3,78.0,79.5,80.0,72.2,62.2,41.4,26.4
1957,23.7,37.8,41.3,50.9,61.4,71.4,81.2,78.8,64.9,54.1,39.7,29.3
1958,32.0,29.2,31.9,50.9,65.8,73.0,75.6,76.6,69.7,57.4,44.5,19.3
1959,25.1,31.8,43.2,52.6,65.4,75.2,75.3,79.9,67.5,52.4,37.6,31.2
1960,27.2,25.5,31.4,56.5,62.5,72.5,76.2,77.5,70.2,58.2,43.4,22.3
1961,30.0,36.3,43.2,50.1,61.0,72.2,77.5,75.2,64.0,56.5,39.1,18.2
1962,24.0,35.5,39.3,53.2,71.1,71.7,77.1,77.7,65.9,59.2,43.3,23.1
1963,20.1,36.0,46.7,57.6,66.3,76.6,81.2,78.8,71.2,65.5,45.2,13.1
1964,33.9,32.4,39.6,55.4,67.6,73.0,82.3,75.5,68.3,56.0,44.2,20.2
1965,32.5,31.0,32.6,57.2,66.8,72.2,78.5,75.6,64.7,58.0,46.9,31.8
1966,24.6,30.5,46.1,50.9,64.2,73.9,82.6,73.4,66.2,55.6,43.7,22.8
1967,31.8,34.7,47.2,57.3,60.7,71.5,74.7,73.3,65.1,56.4,41.3,25.9
1968,29.1,32.6,46.4,53.5,59.2,74.6,77.8,76.2,67.2,57.9,39.9,20.7
1969,27.7,33.6,34.0,55.3,64.5,69.7,80.3,76.8,69.2,51.5,42.9,21.5
1970,25.8,37.5,37.3,52.6,67.6,72.6,79.0,80.3,67.5,52.3,40.5,23.3
1971,26.9,29.5,41.2,54.5,61.4,76.5,76.1,75.5,68.0,58.7,43.2,25.6
1972,27.4,34.5,47.8,54.7,62.8,74.1,76.0,75.3,68.6,53.9,37.2,17.0
1973,27.7,34.6,45.4,50.4,61.2,74.4,77.8,78.0,65.1,59.0,43.6,20.1
1974,24.5,37.8,46.7,55.4,66.7,71.8,82.2,73.2,61.7,58.1,42.2,25.4
1975,31.8,28.8,37.9,52.7,64.0,71.9,78.1,78.9,64.8,58.4,42.3,26.1
1976,30.8,43.4,43.9,55.7,59.9,72.7,78.3,77.6,68.0,50.5,37.2,17.6
1977,21.0,38.7,46.3,57.3,67.7,76.0,80.9,75.4,70.0,56.8,42.8,19.7
1978,19.1,21.2,41.2,55.9,61.9,74.3,81.2,77.3,72.2,56.6,41.8,19.3
1979,15.0,24.5,43.6,52.7,61.5,72.6,77.8,75.5,69.9,59.2,39.0,29.0
1980,28.9,29.0,38.8,52.2,62.6,76.8,85.5,80.6,70.9,55.6,44.4,24.2
1981,33.1,36.7,45.3,61.4,60.3,75.8,79.2,74.8,68.9,54.9,45.3,21.6
1982,24.6,28.7,43.2,51.4,63.9,68.1,78.8,77.9,68.4,55.9,40.8,28.7
1983,31.0,35.5,41.8,46.8,59.4,70.3,81.3,83.8,71.1,57.6,43.7,7.6
1984,26.8,39.7,38.5,49.0,62.2,74.4,78.7,79.5,66.8,54.6,43.4,25.7
1985,23.4,28.2,46.5,57.5,65.6,71.1,79.0,74.6,66.6,55.0,35.9,11.4
1986,37.8,35.5,49.8,56.9,64.3,75.8,80.7,74.4,70.4,55.4,39.3,26.0
1987,31.0,40.0,43.8,55.0,67.2,74.8,78.2,76.0,67.5,53.6,44.9,28.1
1988,25.4,32.2,43.1,52.4,66.2,77.2,78.1,79.2,68.5,53.7,44.5,25.4
1989,36.2,24.6,43.8,57.2,64.0,69.4,77.1,75.0,64.5,57.6,43.3,13.8
1990,36.1,36.1,45.3,52.7,60.4,76.8,77.7,77.0,71.9,56.1,48.0,19.8
1991,26.0,41.8,46.8,55.8,67.0,76.2,80.1,77.0,68.3,56.8,36.3,27.1
1992,36.4,41.7,47.8,54.6,62.7,68.7,75.5,70.9,67.9,56.4,37.8,24.0
1993,24.8,28.1,41.0,50.0,62.3,71.6,77.6,76.9,63.5,53.6,38.3,25.5
