date,January,February,March,April,May,June,July,August,September,October,November,December
1994,28.8,29.9,47.2,53.4,64.7,77.0,75.8,76.9,68.0,57.5,43.8,27.0
1995,31.2,39.2,43.3,50.4,57.3,70.4,78.1,80.2,66.2,56.2,42.1,23.9
1996,27.0,36.2,37.8,53.5,65.2,74.4,76.8,74.5,65.0,56.3,38.2,19.6
1997,28.6,34.8,46.6,48.6,60.7,72.3,78.2,75.1,69.9,56.8,40.2,27.4
1998,32.6,39.6,38.2,51.9,67.9,73.6,79.6,77.9,74.4,58.5,47.1,29.4
1999,31.7,42.8,42.8,53.5,63.1,71.0,80.4,77.5,65.4,56.5,50.4,27.0
2000,33.3,41.0,46.3,53.8,66.5,72.0,79.0,83.0,71.1,59.4,36.8,10.0
2001,31.0,30.4,41.1,58.3,65.1,72.9,83.0,79.0,67.9,56.2,49.2,30.7
2002,33.8,35.9,39.2,56.4,62.1,76.9,80.7,78.4,70.4,50.5,42.4,28.9
2003,31.8,31.3,44.2,56.1,62.9,70.4,81.8,80.2,65.1,58.3,42.2,28.2
2004,30.4,31.8,49.2,54.9,66.9,71.2,75.2,72.7,70.8,57.8,44.2,26.6
2005,29.9,39.2,44.7,55.0,64.1,74.7,78.7,77.3,72.2,57.7,46.4,19.5
2006,41.3,34.5,45.6,59.6,65.8,75.8,81.1,78.8,64.4,55.1,44.6,31.1
2007,27.0,30.0,52.3,50.9,65.9,72.3,78.0,81.5,70.5,59.1,44.1,20.3
2008,30.0,32.3,43.2,50.5,63.0,73.8,78.6,75.2,66.4,55.4,44.6,17.6
2009,31.4,39.7,44.4,52.1,63.0,74.4,75.6,74.4,65.3,48.8,47.6,19.8
2010,27.2,29.9,44.2,57.8,62.1,77.0,79.6,79.7,70.8,59.1,43.6,19.1
2011,27.3,30.2,44.1,55.2,62.6,76.8,84.9,80.9,66.2,57.5,43.7,29.1
2012,36.1,37.1,55.5,59.2,69.0,77.5,84.4,76.5,68.2,54.0,46.5,27.7
2013,32.3,33.6,40.3,48.4,63.3,75.2,77.2,76.5,72.1,55.2,41.3,17.4
2014,29.6,27.8,40.6,54.0,64.7,73.6,75.4,78.3,68.2,58.9,38.5,28.2
2015,32.1,31.2,46.8,56.4,61.7,75.8,78.9,75.2,74.2,59.2,46.5,33.0
2016,32.0,40.8,49.7,56.3,61.6,77.5,79.7,76.4,70.8,61.5,49.9,22.9
2017,33.0,43.1,48.9,55.6,62.2,75.1,80.1,73.1,70.5,57.6,45.2,24.4
2018,29.9,31.9,45.9,47.6,71.1,78.2,78.7,75.7,70.1,53.6,38.2,28.0
2019,31.3,27.9,39.4,55.4,60.5,72.4,78.6,77.1,75.2,51.1,40.2,29.2
2020,34.0,34.9,47.9,52.7,61.7,77.7,79.2,76.4,66.3,52.6,48.1,27.2
2021,34.1,24.0,48.0,52.4,61.9,75.8,77.7,79.0,73.3,59.0,46.7,31.9
