,date,January,February,March,April,May,June,July,August,September,October,November,December,State
0,1950,14.0,26.1,27.0,37.1,43.3,55.8,61.2,60.7,51.9,47.0,29.4,26.5,Wyoming
1,1951,16.2,25.4,24.7,36.3,49.1,51.5,64.4,61.8,50.9,40.3,26.7,17.0,Wyoming
2,1952,17.9,21.2,22.9,41.5,49.7,60.1,64.0,63.6,56.9,44.9,23.7,22.6,Wyoming
3,1953,29.1,23.0,32.4,34.6,44.2,59.0,67.6,64.0,56.2,45.5,34.5,22.2,Wyoming
4,1954,23.0,32.0,24.8,41.5,49.4,57.2,69.2,63.2,55.9,42.0,35.4,22.5,Wyoming
5,1955,17.6,17.1,22.7,38.0,49.5,55.4,66.3,66.1,54.3,44.6,23.2,22.2,Wyoming
6,1956,21.7,16.8,28.6,37.4,51.2,62.1,64.6,61.2,55.5,44.6,26.2,23.6,Wyoming
7,1957,11.0,27.3,30.4,35.8,47.9,56.4,65.8,64.4,52.0,42.4,24.8,26.6,Wyoming
8,1958,21.7,27.1,25.4,36.4,54.2,58.0,61.4,65.6,55.2,44.5,29.9,24.4,Wyoming
9,1959,19.8,19.9,29.1,38.4,46.2,61.5,65.0,64.2,51.9,40.6,26.3,25.2,Wyoming
10,1960,18.3,16.3,29.6,40.8,49.4,59.4,67.3,62.8,56.0,43.3,29.0,20.2,Wyoming
11,1961,21.4,27.6,31.9,37.2,49.5,61.8,65.7,66.2,47.7,40.4,25.0,17.3,Wyoming
12,1962,11.6,22.7,25.4,42.3,49.8,57.0,62.7,62.0,53.9,46.1,34.2,25.5,Wyoming
13,1963,10.9,29.8,30.5,38.0,50.7,58.0,66.2,64.8,58.5,49.3,33.0,20.1,Wyoming
14,1964,18.5,18.1,22.5,37.4,49.2,55.5,68.1,61.1,52.4,44.1,28.0,19.7,Wyoming
15,1965,24.6,21.1,18.6,40.8,46.2,55.9,64.4,61.3,44.6,46.8,34.5,24.1,Wyoming
16,1966,17.7,19.3,31.2,36.2,51.4,57.2,68.9,62.0,56.6,41.0,31.7,21.3,Wyoming
17,1967,23.4,24.0,32.1,38.0,45.4,54.2,64.6,63.7,55.6,44.2,29.0,15.6,Wyoming
18,1968,18.0,25.5,33.1,34.7,45.2,56.8,64.5,59.6,52.0,43.4,27.7,17.2,Wyoming
19,1969,20.6,22.5,23.5,42.6,51.9,53.3,65.3,66.6,57.4,35.0,30.6,23.8,Wyoming
20,1970,20.3,28.4,25.8,32.8,49.0,58.1,65.6,66.4,50.1,37.5,29.9,20.0,Wyoming
21,1971,21.3,22.2,27.7,38.1,47.4,58.7,63.0,66.7,49.9,39.4,27.4,18.2,Wyoming
