,date,January,February,March,April,May,June,July,August,September,October,November,December,State
22,1972,16.1,24.7,35.6,39.0,48.2,59.7,62.0,62.9,51.8,41.5,26.5,14.0,Wyoming
23,1973,14.7,20.2,28.1,33.4,47.4,58.1,63.7,64.5,51.2,44.7,28.4,23.6,Wyoming
24,1974,16.2,24.4,32.5,39.4,47.9,60.6,66.8,60.0,51.1,44.4,30.7,20.6,Wyoming
25,1975,18.5,19.2,27.7,33.0,45.0,54.1,66.7,61.7,52.2,42.6,27.6,24.8,Wyoming
26,1976,19.5,25.8,26.8,39.9,50.2,56.3,67.1,62.2,54.9,40.2,29.7,23.4,Wyoming
27,1977,16.0,27.3,27.8,42.5,49.5,63.0,65.8,61.1,54.8,44.2,29.4,22.6,Wyoming
28,1978,16.7,19.9,32.7,40.8,46.2,57.6,64.5,60.9,54.4,43.9,24.0,11.0,Wyoming
29,1979,4.6,20.0,30.6,39.0,47.4,57.8,65.6,62.7,57.9,45.1,23.7,25.5,Wyoming
30,1980,16.2,24.1,28.1,40.1,48.8,59.3,66.8,61.4,54.8,42.6,31.0,30.1,Wyoming
31,1981,27.8,26.1,34.1,44.1,47.7,58.7,65.9,64.0,57.1,40.7,34.3,24.3,Wyoming
32,1982,17.0,21.6,31.0,35.9,46.6,55.1,64.3,66.3,52.5,40.3,26.8,20.6,Wyoming
33,1983,26.2,27.5,32.0,34.2,44.5,56.1,65.4,68.0,54.8,44.7,28.5,9.1,Wyoming
34,1984,18.0,22.7,29.3,35.2,49.0,56.6,66.2,65.5,50.6,37.8,30.2,17.6,Wyoming
35,1985,14.2,17.2,29.3,42.7,51.9,58.2,67.1,61.9,49.3,41.2,19.1,18.0,Wyoming
36,1986,25.2,24.3,38.4,40.0,47.6,62.3,63.2,64.2,49.9,42.3,28.3,22.2,Wyoming
37,1987,19.8,26.9,29.9,45.0,52.7,60.1,64.4,60.9,54.6,43.8,31.5,20.5,Wyoming
38,1988,16.7,23.9,29.2,42.2,50.8,66.4,68.4,64.8,53.4,47.4,29.1,21.3,Wyoming
39,1989,21.0,12.7,32.2,41.6,49.5,57.0,68.6,63.1,53.9,42.7,32.3,19.5,Wyoming
40,1990,24.0,22.7,32.0,41.5,46.6,59.5,64.9,64.4,59.3,42.1,32.5,12.7,Wyoming
41,1991,16.9,30.7,31.8,37.6,48.5,59.2,65.6,65.7,54.5,41.8,25.9,22.4,Wyoming
42,1992,22.5,30.2,36.7,44.5,52.7,58.5,60.8,62.1,54.5,45.3,25.8,16.3,Wyoming
43,1993,16.3,16.0,32.0,38.4,50.8,54.3,58.9,60.4,51.5,41.2,23.9,22.9,Wyoming
44,1994,23.5,20.0,34.4,40.8,53.9,61.1,65.1,66.2,57.0,41.5,26.1,25.3,Wyoming
45,1995,22.3,28.1,31.3,36.9,44.4,55.4,63.5,66.2,54.1,40.2,33.0,24.7,Wyoming
46,1996,17.4,24.2,27.9,39.8,47.1,60.6,66.2,64.8,52.3,41.8,29.1,21.3,Wyoming
47,1997,18.8,22.1,32.9,34.2,49.5,60.0,64.2,63.7,56.4,42.8,28.8,21.0,Wyoming
48,1998,22.7,26.4,28.4,39.5,50.4,52.4,68.0,65.2,59.9,43.2,33.1,21.3,Wyoming
49,1999,24.6,28.0,34.4,36.5,46.7,56.7,66.0,64.9,51.0,45.0,38.8,25.2,Wyoming
50,2000,24.0,29.4,33.4,42.5,51.3,58.3,68.2,67.4,54.1,43.1,19.8,19.0,Wyoming
51,2001,20.9,19.8,32.5,41.1,51.3,59.9,68.6,67.6,58.1,43.1,34.3,21.2,Wyoming
52,2002,20.2,22.9,24.8,40.1,47.7,61.3,69.8,62.6,55.2,37.4,29.6,24.9,Wyoming
53,2003,28.0,20.2,32.0,42.7,49.8,56.1,70.2,68.1,52.9,47.0,24.8,24.8,Wyoming
54,2004,20.8,23.4,36.5,42.2,49.4,56.6,64.6,60.8,54.2,43.6,31.0,25.8,Wyoming
55,2005,24.6,26.6,32.5,40.3,47.9,57.2,68.0,62.8,55.6,45.1,32.9,20.6,Wyoming
56,2006,26.9,21.3,30.2,43.5,51.2,62.6,70.1,64.5,51.9,40.6,31.6,23.7,Wyoming
57,2007,16.5,24.8,37.6,40.5,51.1,61.0,70.7,66.4,55.6,44.2,33.1,18.0,Wyoming
58,2008,16.2,23.4,28.4,35.7,46.8,56.4,67.0,64.4,52.8,42.9,35.3,18.9,Wyoming
59,2009,23.4,26.8,30.8,38.4,50.0,55.4,63.6,61.8,57.4,35.1,33.9,14.5,Wyoming
60,2010,22.2,21.5,34.2,39.2,44.0,57.4,65.1,64.1,56.3,47.1,28.5,23.8,Wyoming
61,2011,20.3,18.0,32.0,37.1,44.2,56.4,67.3,66.4,56.4,44.8,28.8,21.0,Wyoming
62,2012,25.1,22.7,39.4,44.7,50.0,62.8,70.0,66.6,57.5,41.6,35.0,22.1,Wyoming
63,2013,19.9,22.6,31.3,34.7,50.4,60.7,67.8,66.7,57.3,39.3,31.3,18.1,Wyoming
64,2014,23.3,20.0,32.3,39.6,50.1,56.4,66.4,62.5,55.8,46.9,27.4,24.8,Wyoming
65,2015,25.6,28.4,37.7,41.3,47.0,63.0,63.9,64.3,59.4,48.7,29.2,21.4,Wyoming
66,2016,22.7,30.1,34.5,41.8,47.9,63.8,66.8,63.5,55.4,46.5,37.1,16.8,Wyoming
67,2017,16.7,27.8,38.4,40.1,49.2,60.0,68.9,63.5,54.2,41.1,34.7,23.8,Wyoming
68,2018,25.1,19.3,32.3,39.7,52.9,60.4,67.3,63.6,57.2,41.0,28.6,21.5,Wyoming
69,2019,22.0,16.8,27.0,41.1,44.4,57.0,66.0,64.9,56.7,34.2,30.2,23.0,Wyoming
70,2020,23.8,20.2,33.1,37.6,50.3,59.7,66.6,67.7,55.5,41.2,33.1,24.5,Wyoming
71,2021,23.4,17.4,32.1,38.0,48.7,64.8,70.1,64.2,58.1,43.8,36.6,26.0,Wyoming
