,date,January,February,March,April,May,June,July,August,September,October,November,December,State
0,1950,16.8,29.4,36.0,45.8,63.4,70.2,72.0,69.2,64.5,59.3,34.6,21.5,Illinois
1,1951,21.0,29.4,36.2,48.2,63.7,68.8,74.0,71.9,62.8,55.9,33.6,28.0,Illinois
2,1952,18.8,34.7,37.4,52.0,61.6,76.9,77.3,72.6,65.6,49.2,42.2,32.6,Illinois
3,1953,33.6,34.5,41.2,48.1,63.1,76.3,76.6,74.4,67.6,58.0,42.7,31.8,Illinois
4,1954,26.5,38.9,37.1,56.7,58.1,75.5,78.6,74.4,69.6,55.0,41.6,31.5,Illinois
5,1955,18.2,29.8,39.6,58.0,64.3,67.8,79.8,76.6,68.3,54.7,36.6,27.1,Illinois
6,1956,25.3,31.2,39.8,49.6,64.0,73.3,73.9,74.0,65.6,60.2,40.4,34.0,Illinois
7,1957,13.9,34.8,39.2,52.5,61.9,71.8,76.6,73.9,64.2,51.2,39.7,35.4,Illinois
8,1958,23.1,21.0,35.9,52.0,62.6,67.2,73.0,73.6,65.8,55.6,43.7,24.1,Illinois
9,1959,26.4,28.9,39.9,51.8,66.5,72.9,74.5,77.0,67.9,52.9,33.9,35.6,Illinois
10,1960,18.6,26.1,25.3,54.5,59.4,69.6,73.2,74.5,70.0,55.0,42.0,25.9,Illinois
11,1961,24.8,33.8,42.3,46.6,57.8,70.0,74.3,72.8,68.1,55.6,40.9,27.1,Illinois
12,1962,16.7,29.6,35.6,50.5,69.4,71.7,73.2,73.1,63.4,57.3,41.0,26.3,Illinois
13,1963,17.1,22.0,43.7,54.8,60.9,73.1,74.4,71.2,66.1,63.6,44.4,18.0,Illinois
14,1964,20.4,29.3,38.3,53.8,66.7,73.0,75.7,72.3,66.3,51.6,44.6,28.1,Illinois
15,1965,26.4,28.6,30.8,52.8,67.3,71.1,73.6,71.7,65.9,53.9,43.9,37.3,Illinois
16,1966,24.9,28.8,41.9,49.0,58.0,71.0,78.5,70.8,63.3,51.8,43.0,30.2,Illinois
