,date,January,February,March,April,May,June,July,August,September,October,November,December,State
17,1967,28.3,25.2,42.3,54.1,58.0,72.0,71.7,68.2,62.9,53.4,37.6,31.4,Illinois
18,1968,21.7,25.3,43.0,52.7,59.0,72.7,74.2,74.0,65.2,54.5,40.4,28.7,Illinois
19,1969,23.9,30.6,34.1,53.2,62.4,68.6,76.1,73.0,65.4,52.8,38.4,27.4,Illinois
20,1970,26.4,27.9,36.4,53.4,65.3,70.2,75.0,73.3,68.3,54.7,39.9,32.6,Illinois
21,1971,25.2,29.0,37.1,52.0,59.0,75.7,71.9,71.6,69.2,61.3,42.1,36.2,Illinois
22,1972,21.5,27.5,39.2,50.5,63.8,69.0,73.8,72.9,67.6,51.4,37.5,26.7,Illinois
23,1973,20.7,30.7,47.3,50.8,58.8,72.4,75.6,74.2,67.6,59.1,43.4,27.8,Illinois
24,1974,20.7,31.4,43.2,54.2,60.9,67.4,76.9,71.6,61.0,53.9,41.4,31.4,Illinois
25,1975,21.4,28.5,35.3,48.4,65.2,72.3,74.0,74.6,61.8,56.3,45.9,32.1,Illinois
26,1976,24.3,38.0,45.4,54.1,58.7,70.9,75.3,70.5,63.8,48.3,33.4,23.4,Illinois
27,1977,19.0,28.6,45.7,57.6,68.9,70.7,77.6,71.8,67.4,52.0,41.8,25.9,Illinois
28,1978,27.6,16.9,33.6,52.7,60.8,72.0,75.1,73.0,70.1,52.4,43.3,29.1,Illinois
29,1979,11.2,17.4,39.5,49.1,61.4,71.9,73.7,72.6,65.7,54.3,40.4,33.8,Illinois
30,1980,21.7,22.7,35.7,50.1,63.2,70.5,78.8,77.2,67.8,51.2,41.3,30.7,Illinois
31,1981,29.2,31.3,41.0,57.3,58.2,72.8,74.8,72.0,64.5,52.5,44.0,27.3,Illinois
32,1982,20.8,24.6,39.3,47.0,67.4,66.9,75.5,71.0,64.7,55.1,42.1,37.9,Illinois
33,1983,28.4,34.2,41.0,46.8,58.9,72.1,79.1,78.9,67.0,55.4,44.4,17.3,Illinois
34,1984,20.0,36.0,33.1,50.0,59.2,74.5,73.3,74.7,64.3,57.8,41.0,35.8,Illinois
35,1985,17.3,24.4,44.5,56.7,64.5,69.1,74.3,70.5,66.7,56.2,41.6,20.9,Illinois
36,1986,25.7,28.3,43.6,55.9,64.1,72.9,77.7,69.6,69.2,55.2,37.8,31.8,Illinois
37,1987,21.2,35.6,44.4,53.2,68.2,74.6,77.3,74.3,66.6,48.7,45.7,33.9,Illinois
38,1988,21.1,25.9,40.8,52.0,64.6,73.6,77.5,78.0,67.6,48.7,42.4,31.0,Illinois
39,1989,20.8,22.3,40.2,51.4,59.5,70.5,75.5,72.8,63.3,55.8,40.7,18.0,Illinois
40,1990,26.9,35.5,44.6,50.8,59.0,71.9,74.2,72.4,67.9,52.8,46.8,30.4,Illinois
41,1991,20.9,34.2,43.9,56.0,68.6,75.1,76.3,74.7,66.4,55.6,37.3,33.5,Illinois
42,1992,26.0,37.2,42.7,51.0,61.2,68.8,73.2,68.4,64.3,53.5,40.6,30.7,Illinois
43,1993,19.1,27.0,36.8,49.2,63.2,70.5,76.6,74.9,61.6,51.8,39.6,31.4,Illinois
44,1994,28.7,27.1,41.1,53.2,60.6,73.8,73.8,70.6,65.3,56.4,46.2,35.9,Illinois
45,1995,26.6,29.8,43.3,50.1,60.1,72.3,76.4,78.8,63.3,55.4,35.6,28.2,Illinois
46,1996,24.0,30.4,34.5,48.6,61.6,71.5,72.6,73.5,64.2,54.8,34.9,30.5,Illinois
47,1997,24.1,33.6,42.9,47.6,57.6,70.6,75.1,71.0,66.3,54.9,38.6,32.0,Illinois
48,1998,27.9,40.0,40.6,52.6,67.4,71.8,75.4,74.8,70.9,56.6,45.6,35.1,Illinois
49,1999,27.1,37.4,38.3,54.3,64.1,72.2,78.6,71.7,65.2,54.5,48.4,32.6,Illinois
50,2000,25.7,37.4,46.2,51.5,65.1,70.3,73.2,74.6,66.3,58.0,38.9,17.6,Illinois
51,2001,23.0,30.9,37.1,57.6,64.8,69.8,75.9,74.6,64.4,53.8,49.9,35.8,Illinois
52,2002,23.2,34.6,37.8,53.5,59.1,73.9,78.2,75.0,69.3,52.1,39.6,32.2,Illinois
53,2003,31.4,26.4,41.6,53.5,61.1,67.9,74.8,75.3,64.1,54.5,44.8,33.8,Illinois
54,2004,22.8,30.0,45.4,54.1,65.7,70.0,72.8,68.6,67.7,55.4,45.6,31.0,Illinois
55,2005,26.5,36.1,39.0,55.4,60.9,75.0,76.3,75.6,70.7,55.7,44.5,26.0,Illinois
56,2006,27.9,30.9,41.8,57.0,62.3,71.4,77.1,74.7,63.7,51.3,44.4,35.3,Illinois
57,2007,20.7,21.7,48.0,50.2,67.6,72.7,73.3,78.2,69.8,59.9,42.2,30.2,Illinois
58,2008,19.9,26.0,39.0,51.4,59.0,73.2,74.5,71.8,67.1,54.2,41.1,26.8,Illinois
59,2009,25.0,32.5,43.6,51.4,62.8,72.7,70.3,70.9,65.9,50.1,47.2,29.1,Illinois
60,2010,28.2,25.7,43.8,58.7,64.3,74.9,77.6,76.8,67.2,56.5,43.7,24.0,Illinois
61,2011,24.0,30.2,41.6,53.1,62.1,72.9,79.9,74.8,63.6,55.2,45.8,35.9,Illinois
62,2012,26.8,35.8,55.5,54.6,68.1,72.6,81.8,73.6,64.9,52.5,41.2,36.8,Illinois
63,2013,20.2,29.9,34.3,50.2,63.9,71.5,73.1,72.8,68.6,54.5,38.8,26.2,Illinois
64,2014,27.7,19.4,34.4,52.4,63.7,73.0,70.3,73.8,64.7,54.3,34.6,33.9,Illinois
65,2015,28.7,19.4,38.3,54.3,64.9,71.7,74.2,71.9,70.4,56.0,46.6,41.1,Illinois
66,2016,25.8,33.8,47.3,53.0,62.0,74.8,75.6,75.7,70.8,59.9,48.1,28.9,Illinois
67,2017,18.5,41.1,43.2,56.5,61.9,72.7,76.1,70.5,68.8,58.1,41.9,29.8,Illinois
68,2018,30.4,31.8,39.2,44.8,70.7,74.9,75.0,74.7,70.3,54.2,35.6,34.4,Illinois
69,2019,26.3,29.3,37.3,52.5,62.5,70.9,77.4,72.8,71.6,53.7,36.2,35.6,Illinois
70,2020,27.3,31.9,44.4,49.6,60.6,73.6,77.3,72.8,65.6,52.0,47.1,33.0,Illinois
71,2021,26.6,20.7,46.2,52.5,61.1,74.1,74.6,75.5,69.6,60.2,40.9,40.1,Illinois
