,date,January,February,March,April,May,June,July,August,September,October,November,December,State
0,1950,-2.0,10.4,19.0,32.0,50.7,63.5,65.9,62.5,58.0,47.8,23.0,6.7,Minnesota
1,1951,3.0,13.1,17.1,38.0,57.5,60.2,67.3,63.2,53.0,43.5,21.1,9.0,Minnesota
2,1952,5.2,18.9,21.1,45.5,54.5,65.8,68.7,65.1,58.9,40.7,30.6,18.8,Minnesota
3,1953,10.4,13.7,26.8,37.6,53.6,65.2,68.0,68.7,56.9,51.9,33.8,14.7,Minnesota
4,1954,1.6,25.8,22.7,40.6,48.8,65.2,69.5,65.2,55.8,43.4,33.4,18.6,Minnesota
5,1955,8.0,8.1,18.4,49.0,58.8,64.3,73.2,70.8,57.2,46.6,20.3,5.8,Minnesota
6,1956,7.7,8.3,20.3,36.4,53.0,68.2,65.4,65.7,53.9,51.2,29.3,16.2,Minnesota
7,1957,1.6,13.2,24.5,41.3,53.5,62.0,72.1,66.0,54.8,44.5,28.4,18.9,Minnesota
8,1958,15.7,10.4,28.3,43.7,55.7,58.5,65.9,66.5,58.0,47.5,29.6,7.4,Minnesota
9,1959,2.2,9.0,27.9,41.6,55.7,66.4,69.4,69.9,57.3,39.9,19.2,23.2,Minnesota
10,1960,9.1,12.4,15.8,41.0,54.2,61.7,68.8,68.6,58.3,46.1,30.6,11.4,Minnesota
11,1961,7.3,19.8,31.3,36.4,52.1,66.0,67.9,69.4,56.2,46.7,28.7,10.8,Minnesota
12,1962,3.3,8.5,23.7,38.5,56.3,63.5,65.6,66.6,54.7,48.2,33.3,15.0,Minnesota
13,1963,-0.2,8.9,30.1,44.0,52.7,67.0,70.1,66.2,59.6,55.6,33.9,6.3,Minnesota
14,1964,15.0,17.5,20.3,42.8,58.3,64.1,71.5,63.5,55.3,45.2,29.9,7.0,Minnesota
15,1965,2.7,6.8,14.5,39.9,55.4,63.0,66.8,65.0,49.1,47.0,27.6,21.3,Minnesota
16,1966,-3.7,9.5,30.3,37.1,50.3,64.9,72.0,64.4,57.0,44.4,24.6,12.3,Minnesota
17,1967,9.2,4.2,26.0,40.2,48.8,62.8,66.8,64.3,57.8,43.4,27.6,15.7,Minnesota
18,1968,7.9,9.4,33.5,43.6,51.0,63.4,67.2,65.7,57.4,46.7,30.0,11.1,Minnesota
19,1969,2.7,14.0,19.0,44.1,55.4,57.3,67.9,69.8,58.1,41.0,29.2,16.0,Minnesota
20,1970,0.7,10.6,19.5,39.8,53.0,66.7,70.9,67.5,57.7,45.2,27.1,10.5,Minnesota
21,1971,-0.3,12.5,23.8,42.6,52.0,67.2,64.6,65.7,58.1,48.5,28.4,12.5,Minnesota
22,1972,0.7,5.8,22.6,38.4,58.2,63.8,65.9,66.6,54.6,41.5,27.5,6.4,Minnesota
23,1973,12.2,16.0,35.7,41.1,52.8,65.0,68.1,69.3,55.9,50.5,28.8,11.8,Minnesota
24,1974,5.2,12.1,23.5,42.1,50.6,63.3,72.3,63.6,52.8,46.3,30.2,19.8,Minnesota
25,1975,10.1,11.2,18.8,35.1,57.3,63.8,71.9,66.4,53.9,47.9,31.6,13.4,Minnesota
26,1976,6.2,21.8,25.0,46.8,54.3,67.0,70.2,68.9,57.7,39.6,22.9,5.5,Minnesota
27,1977,-3.3,17.5,32.8,48.5,63.9,65.0,70.3,61.6,56.8,45.2,26.9,9.2,Minnesota
28,1978,0.6,6.3,24.5,40.9,57.4,63.7,67.6,67.1,61.4,45.9,25.5,7.6,Minnesota
29,1979,-4.0,2.8,22.9,36.8,49.7,62.9,68.6,64.1,58.8,42.9,27.3,20.8,Minnesota
30,1980,8.6,10.8,21.4,45.9,58.8,64.2,70.2,66.1,56.1,41.6,31.9,12.9,Minnesota
31,1981,12.8,19.2,33.1,45.2,54.1,63.2,69.0,66.9,56.3,43.0,35.2,12.6,Minnesota
32,1982,-4.7,10.8,23.7,38.8,57.5,58.9,69.6,65.5,56.3,46.2,25.4,20.3,Minnesota
33,1983,14.4,21.2,29.4,39.3,51.0,63.8,72.8,72.1,58.1,44.8,30.5,-0.8,Minnesota
34,1984,8.0,24.3,21.4,44.2,52.6,64.9,68.5,70.0,53.2,47.3,29.2,12.1,Minnesota
35,1985,6.0,10.4,32.0,46.6,58.7,60.0,67.7,62.6,54.8,43.8,18.8,3.0,Minnesota
36,1986,12.9,11.3,30.2,45.2,56.4,65.1,69.8,63.2,55.7,45.2,23.5,19.4,Minnesota
37,1987,16.2,27.2,32.7,49.8,59.2,67.8,71.4,65.3,58.5,41.0,33.6,20.5,Minnesota
38,1988,4.5,7.6,28.2,42.9,61.4,70.4,72.5,69.3,57.8,40.9,28.6,14.5,Minnesota
39,1989,14.4,3.6,21.3,40.2,55.3,63.2,71.8,67.5,57.1,46.0,24.0,4.8,Minnesota
40,1990,20.3,16.6,30.5,42.5,52.3,65.4,67.6,67.4,59.8,43.6,32.2,11.3,Minnesota
41,1991,5.8,20.4,29.2,45.8,58.6,68.0,68.2,68.8,55.8,42.1,21.5,16.7,Minnesota
42,1992,17.1,22.5,29.6,39.0,57.3,61.3,61.8,62.3,55.6,43.8,26.9,13.5,Minnesota
43,1993,8.0,11.6,25.5,40.4,53.6,60.7,66.0,66.6,51.6,42.1,25.2,15.8,Minnesota
44,1994,-2.5,6.3,30.2,41.9,57.0,65.8,66.2,63.9,59.9,48.6,33.4,20.4,Minnesota
45,1995,11.8,12.8,29.0,37.1,53.1,68.4,68.4,69.5,56.0,44.1,21.1,12.3,Minnesota
46,1996,1.0,12.0,19.3,36.5,51.6,65.3,66.4,67.4,57.6,45.2,20.3,8.8,Minnesota
47,1997,4.5,15.0,24.0,38.8,49.6,67.0,68.0,64.9,59.9,46.3,24.9,23.9,Minnesota
48,1998,14.0,28.8,27.5,46.8,60.4,62.1,69.0,68.9,62.4,47.7,31.9,19.4,Minnesota
49,1999,7.6,23.2,30.4,44.7,56.8,64.4,71.3,66.3,56.4,44.2,37.6,21.4,Minnesota
50,2000,10.3,22.8,36.4,42.2,56.7,61.5,68.6,67.6,56.6,48.2,28.4,2.5,Minnesota
51,2001,16.0,6.7,24.2,43.4,56.6,65.1,70.4,69.3,57.4,44.5,40.7,22.3,Minnesota
52,2002,18.1,23.8,19.5,40.4,49.8,67.0,72.2,66.5,60.5,37.7,27.8,21.2,Minnesota
53,2003,10.1,9.9,25.8,43.4,54.3,63.6,68.8,70.2,57.9,47.0,26.6,20.6,Minnesota
54,2004,5.1,16.7,30.9,43.7,51.2,60.7,66.7,60.9,62.1,46.8,34.0,16.8,Minnesota
55,2005,7.6,20.3,26.2,47.7,52.4,67.4,70.6,66.4,61.6,47.8,32.2,16.6,Minnesota
56,2006,24.1,12.7,29.4,48.8,56.8,65.7,73.1,67.7,56.3,42.2,32.0,23.8,Minnesota
57,2007,14.5,7.7,31.7,41.2,58.7,67.2,70.6,66.5,59.2,49.4,30.4,11.6,Minnesota
58,2008,8.5,9.4,23.5,39.6,51.5,62.9,68.4,66.8,58.7,46.0,30.8,6.9,Minnesota
59,2009,2.2,15.0,26.0,41.8,53.4,62.3,64.1,64.2,62.6,39.9,37.8,12.0,Minnesota
60,2010,8.8,12.8,35.8,50.0,56.0,63.8,70.4,70.2,55.0,49.1,30.7,11.5,Minnesota
61,2011,5.0,13.2,23.6,41.6,53.6,63.4,72.7,68.2,57.5,49.9,32.9,22.7,Minnesota
62,2012,18.4,22.4,41.8,45.5,58.3,66.8,74.3,66.7,57.3,43.2,30.9,16.8,Minnesota
63,2013,11.4,13.0,20.6,34.0,53.2,63.9,69.0,67.8,61.5,44.9,27.6,5.0,Minnesota
