,date,January,February,March,April,May,June,July,August,September,October,November,December,State
0,1950,16.7,21.1,29.6,41.5,59.0,67.7,69.0,66.8,62.0,56.3,31.3,16.9,Iowa
1,1951,16.0,22.8,26.1,43.3,61.4,64.4,71.3,69.4,58.7,50.6,29.2,18.6,Iowa
2,1952,18.6,29.8,30.5,48.8,58.6,73.3,73.9,69.0,63.8,46.1,36.7,24.4,Iowa
3,1953,20.6,26.3,35.5,42.8,59.1,72.3,73.8,72.2,63.7,56.7,39.6,26.7,Iowa
4,1954,17.1,35.6,31.1,51.5,54.8,72.0,76.6,71.0,65.2,50.3,39.7,26.2,Iowa
5,1955,19.1,19.3,32.5,55.2,62.7,66.3,78.9,76.1,65.4,51.9,29.1,18.5,Iowa
6,1956,17.2,21.4,32.6,45.4,61.5,73.8,71.9,72.0,62.2,57.7,35.2,26.4,Iowa
7,1957,13.1,28.3,34.3,48.3,58.2,68.1,77.1,71.9,59.9,48.2,33.8,29.3,Iowa
8,1958,22.0,15.6,32.7,48.3,61.5,65.4,69.6,71.9,63.6,53.8,38.6,19.3,Iowa
9,1959,13.2,19.2,33.9,48.1,62.0,70.8,71.6,75.4,62.7,47.0,27.6,31.2,Iowa
10,1960,18.9,18.7,19.6,49.8,58.9,66.7,71.9,72.3,64.4,51.5,38.2,22.3,Iowa
11,1961,18.4,27.4,35.5,42.8,56.6,68.6,71.9,71.4,61.0,52.9,35.5,18.2,Iowa
12,1962,12.4,20.2,27.8,46.6,65.8,68.3,70.9,70.9,59.8,53.6,38.3,23.1,Iowa
13,1963,8.2,18.7,38.7,51.2,59.2,72.7,74.0,70.1,64.1,61.5,40.8,13.1,Iowa
14,1964,25.4,26.9,31.0,49.2,65.0,69.3,75.8,68.4,62.1,49.6,39.4,20.2,Iowa
15,1965,16.6,18.7,22.8,47.2,63.8,68.3,72.5,69.9,58.8,52.7,37.6,31.8,Iowa
16,1966,11.1,22.5,39.1,44.2,56.3,68.7,76.0,68.2,60.5,50.9,36.3,22.8,Iowa
17,1967,21.2,19.4,38.1,49.6,55.6,68.2,70.4,67.6,60.1,49.4,34.0,25.9,Iowa
18,1968,18.5,21.2,41.6,50.2,56.0,70.6,72.4,71.5,61.8,52.4,34.6,20.7,Iowa
19,1969,13.8,23.4,26.6,49.8,60.6,64.3,73.9,71.8,62.9,47.8,36.2,21.5,Iowa
20,1970,9.5,23.5,30.6,49.3,63.1,70.0,73.7,71.5,62.9,50.5,35.2,23.3,Iowa
21,1971,12.4,20.4,31.8,49.6,56.8,74.2,69.9,70.0,64.9,56.5,37.1,25.6,Iowa
22,1972,14.7,17.9,34.4,46.3,61.0,68.2,71.5,71.1,62.9,47.4,33.5,17.0,Iowa
23,1973,20.4,25.5,42.1,46.7,57.2,70.8,73.2,72.9,62.2,56.2,37.6,20.1,Iowa
24,1974,16.9,24.9,36.9,50.6,57.9,66.6,77.0,68.0,58.3,51.9,36.8,25.4,Iowa
25,1975,19.6,20.1,26.9,43.5,62.8,69.2,74.3,73.4,58.7,53.9,40.2,26.1,Iowa
26,1976,19.3,32.5,37.0,52.2,57.6,69.3,74.5,71.0,62.4,45.4,29.5,17.6,Iowa
27,1977,6.2,26.5,41.6,55.0,67.1,70.9,76.6,68.4,63.7,49.4,35.2,19.7,Iowa
28,1978,8.0,11.8,30.9,48.2,59.6,69.8,72.7,71.2,67.5,49.8,35.0,19.3,Iowa
29,1979,4.6,10.7,31.8,44.6,58.7,69.0,72.2,70.9,64.2,51.1,34.8,29.0,Iowa
30,1980,20.4,18.9,31.8,49.3,61.2,69.6,76.7,73.3,64.3,47.8,38.6,24.2,Iowa
31,1981,22.8,27.1,39.5,54.4,57.8,70.2,73.3,69.6,62.7,48.9,39.7,21.6,Iowa
32,1982,7.3,20.1,32.8,44.3,62.4,64.5,74.1,70.0,61.8,52.0,35.0,28.7,Iowa
33,1983,23.3,28.8,35.9,42.6,55.9,69.6,77.2,78.1,64.2,51.0,37.6,7.6,Iowa
34,1984,17.6,31.5,28.3,46.4,56.9,70.5,72.2,73.4,61.1,52.2,37.4,25.7,Iowa
35,1985,14.0,19.6,40.1,53.6,63.2,66.5,72.7,67.9,62.7,50.6,28.5,11.4,Iowa
36,1986,23.2,19.8,39.9,51.9,60.9,71.4,75.3,67.0,64.7,51.3,31.3,26.0,Iowa
37,1987,24.4,33.8,40.4,52.9,65.3,73.0,76.3,69.9,62.8,46.3,41.0,28.1,Iowa
38,1988,15.6,18.7,37.8,48.5,65.2,73.8,75.5,75.8,64.7,46.0,37.4,25.4,Iowa
39,1989,29.1,14.1,33.7,49.3,59.1,67.7,75.0,71.2,60.5,52.2,33.5,13.8,Iowa
40,1990,29.7,27.8,39.6,48.1,56.4,70.3,72.3,71.7,66.2,50.4,41.2,19.8,Iowa
41,1991,13.4,29.2,39.2,51.4,64.2,73.0,73.6,71.6,62.4,49.7,28.2,27.1,Iowa
42,1992,27.2,32.0,39.0,46.0,60.1,67.4,68.3,65.7,60.8,50.6,33.0,24.0,Iowa
43,1993,17.6,18.9,31.0,45.0,59.2,66.9,71.9,71.6,57.4,49.2,33.8,25.5,Iowa
44,1994,10.5,17.2,38.0,49.2,60.6,70.9,70.3,68.6,64.3,53.5,39.4,27.0,Iowa
45,1995,18.3,25.4,37.0,44.8,56.5,69.9,73.9,76.2,60.2,50.7,30.3,23.9,Iowa
46,1996,15.8,23.2,29.9,45.7,56.4,69.5,70.5,70.0,60.7,51.7,29.0,19.6,Iowa
47,1997,14.6,25.0,37.2,44.3,54.2,70.4,73.4,69.5,64.2,52.1,32.9,27.4,Iowa
48,1998,23.5,34.8,32.8,49.7,65.0,67.1,73.8,72.9,68.2,53.1,40.7,29.4,Iowa
49,1999,17.0,32.9,36.3,50.0,60.5,68.9,76.8,70.0,61.3,50.9,44.3,27.0,Iowa
50,2000,21.6,32.5,43.1,49.4,62.8,67.7,72.2,72.7,64.6,54.8,32.2,10.0,Iowa
51,2001,20.8,18.1,30.2,52.7,60.9,68.3,75.1,72.5,61.2,50.2,48.0,30.7,Iowa
52,2002,28.6,29.8,31.0,48.9,56.8,72.4,76.5,70.9,65.3,46.2,34.7,28.9,Iowa
53,2003,19.1,20.4,35.1,50.4,57.9,67.3,73.1,74.1,61.1,52.4,35.9,28.2,Iowa
54,2004,17.7,22.7,40.8,51.1,60.7,67.0,70.5,66.2,66.4,51.9,40.6,26.6,Iowa
55,2005,18.9,31.2,36.0,53.4,57.8,72.6,74.7,71.5,67.6,52.6,39.6,19.5,Iowa
56,2006,32.4,25.1,36.5,53.8,60.6,70.0,75.9,72.1,60.0,47.9,39.3,31.1,Iowa
57,2007,21.6,15.5,41.8,46.7,64.7,70.4,73.7,74.2,64.7,55.9,37.2,20.3,Iowa
58,2008,16.6,17.0,32.6,46.0,57.4,69.3,73.1,69.9,63.5,50.7,37.3,17.6,Iowa
59,2009,13.2,26.7,37.1,47.0,59.8,68.9,68.0,68.3,63.3,44.9,43.4,19.8,Iowa
60,2010,13.6,17.3,38.4,55.2,59.9,70.8,74.6,74.4,63.1,53.9,38.0,19.1,Iowa
61,2011,14.8,22.6,35.1,47.6,59.1,69.6,78.0,72.0,60.2,53.4,39.4,29.1,Iowa
62,2012,26.5,29.6,51.6,52.4,65.0,71.4,79.6,71.0,62.1,48.8,39.2,27.7,Iowa
63,2013,22.0,24.2,29.0,43.8,59.0,68.9,72.3,71.9,67.0,50.5,33.9,17.4,Iowa
64,2014,14.2,13.2,29.7,47.5,60.0,70.2,68.8,71.2,62.0,51.2,29.3,28.2,Iowa
65,2015,21.6,14.5,37.3,51.1,60.0,69.4,72.0,68.9,68.4,53.0,42.0,33.0,Iowa
66,2016,19.6,28.6,42.4,50.1,59.5,73.0,72.8,72.0,67.3,55.3,45.1,22.9,Iowa
67,2017,24.2,34.5,37.5,51.1,58.5,71.1,74.7,67.8,66.7,53.3,36.2,24.4,Iowa
68,2018,17.8,20.5,35.2,39.3,67.0,73.1,73.1,71.8,65.9,48.2,30.0,28.0,Iowa
69,2019,18.7,15.3,31.1,49.2,56.6,69.3,75.1,69.6,68.2,47.1,32.4,29.2,Iowa
70,2020,23.1,24.9,40.3,46.7,57.6,72.9,75.3,71.9,61.9,46.0,42.0,27.2,Iowa
71,2021,23.9,12.5,42.3,49.4,59.0,73.5,73.4,72.9,66.6,55.5,39.2,31.9,Iowa
