,date,January,February,March,April,May,June,July,August,September,October,November,December,State
0,1950,29.2,19.8,24.5,39.2,54.5,63.0,66.7,65.5,56.0,50.5,37.9,23.0,New_York
1,1951,23.5,23.8,32.2,43.7,55.4,62.9,68.0,64.9,58.3,50.1,31.3,25.9,New_York
2,1952,23.4,24.6,30.1,46.4,51.5,65.0,71.4,66.7,60.3,44.3,38.7,28.2,New_York
3,1953,26.2,26.5,33.6,42.7,56.3,64.7,68.7,65.9,59.6,49.8,39.7,30.8,New_York
4,1954,17.2,28.4,30.3,45.3,52.5,65.0,66.6,64.1,58.1,51.8,36.8,24.2,New_York
5,1955,17.8,22.0,30.5,47.3,57.8,63.7,72.8,70.8,58.0,50.6,34.6,18.8,New_York
6,1956,20.2,23.9,25.6,39.7,50.4,64.0,65.3,65.4,55.5,49.3,37.7,29.0,New_York
7,1957,14.5,26.0,32.1,45.4,53.7,67.0,67.1,63.6,59.5,47.0,38.4,30.2,New_York
8,1958,20.2,15.8,31.8,45.0,51.4,58.8,68.1,65.6,58.8,47.2,38.0,16.2,New_York
9,1959,18.0,18.1,28.6,44.3,57.3,64.3,69.7,70.3,63.0,49.2,35.1,27.3,New_York
10,1960,20.9,24.5,21.5,46.2,56.7,63.1,65.8,65.9,60.6,46.9,39.5,19.6,New_York
11,1961,13.9,23.0,31.0,40.0,52.2,63.0,68.0,66.6,65.8,51.4,37.2,25.2,New_York
12,1962,19.1,18.1,31.0,43.2,57.4,64.2,65.2,65.5,55.9,48.0,32.7,21.2,New_York
13,1963,17.1,14.4,31.5,42.7,52.6,64.0,68.3,62.9,54.5,53.2,41.2,17.2,New_York
14,1964,22.6,19.6,32.1,42.8,57.6,62.5,70.0,62.8,58.4,46.0,39.0,25.7,New_York
15,1965,16.8,20.8,28.1,39.1,57.5,61.7,64.8,65.6,60.0,45.9,35.1,28.7,New_York
16,1966,17.6,21.2,32.3,40.5,50.0,64.0,68.9,66.6,56.2,46.4,39.7,25.4,New_York
17,1967,26.1,16.4,27.7,42.5,47.3,67.0,67.6,65.3,57.7,48.2,32.2,27.0,New_York
18,1968,14.1,16.2,33.3,47.5,51.4,62.3,68.5,65.6,61.2,50.3,35.3,21.4,New_York
19,1969,19.6,21.6,28.4,44.7,53.5,63.1,67.3,67.7,59.6,47.2,36.4,20.7,New_York
20,1970,10.8,20.4,27.9,43.6,56.1,62.9,68.4,67.1,60.2,50.8,39.0,21.8,New_York
21,1971,14.4,22.7,27.2,39.0,52.8,64.5,66.6,65.3,62.5,54.1,34.9,28.1,New_York
22,1972,22.0,17.8,27.0,37.6,56.1,61.2,68.3,64.8,59.4,43.1,33.0,26.7,New_York
23,1973,23.9,18.7,38.7,44.8,52.0,66.2,69.3,69.7,58.8,50.2,37.6,26.6,New_York
24,1974,22.5,18.8,30.1,45.3,51.8,62.8,67.6,66.6,56.7,43.4,37.0,27.8,New_York
25,1975,24.4,24.0,28.2,36.9,59.6,64.3,69.8,66.8,55.7,50.3,42.2,23.6,New_York
26,1976,13.8,27.4,33.8,45.4,51.9,66.3,65.6,64.7,56.5,43.2,31.4,18.3,New_York
27,1977,11.0,21.7,36.6,44.6,57.4,61.0,68.4,65.5,59.1,46.0,39.4,23.2,New_York
28,1978,16.9,13.1,26.5,40.2,55.5,62.6,67.4,67.4,56.5,46.0,36.6,25.7,New_York
29,1979,19.0,10.7,35.4,42.3,55.6,62.6,68.6,65.4,58.2,47.5,40.9,29.0,New_York
30,1980,21.6,17.6,29.3,44.3,56.0,60.3,68.6,69.2,59.6,44.7,33.1,19.0,New_York
31,1981,11.9,29.4,31.8,46.0,55.2,64.0,68.5,65.7,57.3,44.1,36.5,25.4,New_York
32,1982,12.0,21.4,29.7,40.4,57.2,60.7,68.1,63.0,59.0,48.5,40.1,32.2,New_York
33,1983,22.2,25.0,34.4,41.9,52.0,64.4,69.7,67.9,60.9,48.4,37.5,21.9,New_York
34,1984,16.7,30.0,24.2,43.8,51.6,64.8,67.2,68.4,56.4,51.2,36.5,31.6,New_York
35,1985,16.1,22.8,33.0,45.6,56.3,59.5,67.0,65.6,60.7,48.9,38.9,21.8,New_York
36,1986,21.2,20.3,33.9,46.7,57.9,61.6,67.5,64.3,57.5,47.6,34.3,28.2,New_York
37,1987,20.3,18.9,34.6,47.4,56.1,65.2,70.1,64.8,58.7,45.0,37.6,29.2,New_York
38,1988,19.2,21.6,31.3,43.1,56.4,61.8,71.0,69.0,57.4,43.8,39.1,24.4,New_York
39,1989,25.6,20.8,30.3,40.3,55.0,64.7,68.2,65.6,59.1,49.1,35.8,11.1,New_York
40,1990,30.3,26.7,34.5,45.6,52.1,63.9,68.2,67.0,58.0,50.7,39.5,30.8,New_York
41,1991,21.0,27.6,34.7,47.4,60.0,65.5,68.6,68.2,57.4,50.1,37.0,27.5,New_York
42,1992,22.2,23.9,27.5,41.6,54.4,61.2,64.6,63.9,58.6,44.1,36.2,27.0,New_York
43,1993,24.3,14.9,27.6,44.2,55.2,62.4,69.6,67.8,57.6,45.6,36.4,24.5,New_York
44,1994,10.6,16.9,29.1,44.9,52.2,65.8,70.4,64.5,58.2,47.9,41.5,30.1,New_York
45,1995,27.2,18.6,35.3,39.8,53.7,66.1,70.6,68.7,56.8,52.1,33.0,20.8,New_York
46,1996,18.9,21.8,27.8,41.6,52.6,65.3,66.4,67.3,60.2,48.0,32.6,31.9,New_York
47,1997,20.0,27.3,30.1,41.0,49.8,64.9,66.9,64.9,57.8,46.9,34.5,27.8,New_York
48,1998,27.5,30.2,34.8,46.0,60.4,63.7,67.7,68.0,61.1,49.4,38.5,32.8,New_York
49,1999,20.7,27.1,30.1,44.0,57.4,66.7,71.3,65.8,62.1,46.7,42.2,28.6,New_York
50,2000,19.2,25.9,37.9,42.6,56.4,63.5,64.8,65.4,58.3,48.8,36.3,19.4,New_York
51,2001,22.4,24.7,28.0,44.4,57.0,64.8,65.9,70.0,59.4,50.1,43.1,33.4,New_York
52,2002,29.1,29.1,33.2,45.9,51.3,64.3,70.0,69.0,63.1,46.2,36.0,24.8,New_York
53,2003,14.6,18.3,31.7,41.3,53.8,62.6,68.1,69.1,60.5,46.2,40.5,27.5,New_York
54,2004,12.8,21.6,34.8,44.1,58.5,62.0,67.3,65.8,61.9,48.4,38.8,26.0,New_York
55,2005,18.6,24.1,27.6,45.9,51.0,69.1,71.1,70.1,63.2,49.7,40.5,23.8,New_York
56,2006,30.1,24.7,31.7,45.7,55.7,64.4,71.0,66.8,58.1,46.6,42.4,34.4,New_York
57,2007,25.2,16.2,30.2,41.2,56.2,65.7,66.7,67.8,62.0,54.9,35.9,25.9,New_York
58,2008,25.9,23.5,29.3,48.4,51.7,66.6,69.1,64.8,60.7,46.4,36.4,26.5,New_York
59,2009,15.0,24.7,33.1,45.8,55.1,62.1,65.2,67.9,58.4,45.9,41.8,25.2,New_York
60,2010,21.8,24.1,38.2,49.2,58.6,65.1,71.4,68.2,60.9,48.5,37.9,23.1,New_York
61,2011,18.6,21.8,30.9,45.0,58.0,65.1,71.4,67.6,62.6,49.6,43.1,31.8,New_York
62,2012,26.0,29.9,43.3,43.9,60.5,64.6,71.4,68.4,59.9,50.9,35.7,31.6,New_York
63,2013,24.3,23.3,30.6,43.4,57.2,64.0,71.2,65.8,58.3,50.8,34.4,25.4,New_York
64,2014,16.9,18.8,23.6,43.5,56.7,65.0,67.4,65.3,60.1,51.3,35.3,30.2,New_York
65,2015,16.2,9.2,25.5,43.3,61.0,63.0,68.1,67.5,65.0,47.4,42.8,39.3,New_York
66,2016,23.7,26.7,37.7,41.3,55.7,64.1,70.4,70.9,62.9,50.5,40.2,27.6,New_York
67,2017,27.9,30.6,28.2,48.8,54.0,63.9,68.1,65.6,62.3,54.8,36.2,22.6,New_York
68,2018,19.1,29.4,29.9,37.8,60.0,63.4,71.2,70.4,63.6,47.7,33.3,28.5,New_York
69,2019,19.4,24.2,29.5,44.5,54.2,62.9,71.0,66.6,60.3,50.2,32.8,27.3,New_York
70,2020,27.7,26.6,37.2,41.1,54.2,65.2,72.9,68.6,59.6,49.0,41.9,29.8,New_York
71,2021,24.0,21.7,35.0,45.7,54.7,67.1,67.7,70.4,61.8,54.8,37.0,32.7,New_York
