,date,January,February,March,April,May,June,July,August,September,October,November,December,State
0,1950,32.1,23.7,29.5,42.8,54.5,64.8,69.2,66.9,57.3,52.0,42.7,29.6,Massachusetts
1,1951,28.6,29.9,35.6,47.0,56.5,63.2,70.0,66.8,60.7,51.4,36.6,29.6,Massachusetts
2,1952,28.2,28.2,33.6,47.9,53.8,66.6,73.3,68.3,61.6,48.2,40.2,31.2,Massachusetts
3,1953,30.0,31.0,36.6,46.0,57.4,66.1,69.6,67.3,62.0,51.8,42.7,34.8,Massachusetts
4,1954,22.0,32.3,35.3,46.8,53.6,64.6,68.0,65.3,58.6,54.3,39.9,29.6,Massachusetts
5,1955,23.9,27.8,33.9,46.6,59.0,63.5,73.8,71.1,59.5,51.1,37.6,22.0,Massachusetts
6,1956,26.3,28.0,29.2,41.3,51.8,65.7,67.4,67.4,56.9,49.8,40.5,31.9,Massachusetts
7,1957,18.2,30.2,35.7,47.5,56.4,68.0,69.4,65.1,61.8,49.5,42.2,34.7,Massachusetts
8,1958,25.9,20.6,35.7,46.2,52.9,60.3,69.5,67.6,60.1,48.2,40.8,20.7,Massachusetts
9,1959,23.6,22.5,33.1,46.3,59.1,63.1,70.9,70.4,63.7,51.2,39.8,31.1,Massachusetts
10,1960,25.2,30.5,27.8,46.8,57.5,64.9,68.0,67.7,60.0,49.0,41.9,23.0,Massachusetts
11,1961,18.1,26.3,33.8,42.6,53.6,65.4,69.2,68.0,66.3,52.8,40.3,28.1,Massachusetts
12,1962,24.0,22.1,34.5,45.9,54.7,65.1,66.2,66.3,57.9,49.0,36.8,24.3,Massachusetts
13,1963,23.0,20.4,34.7,44.7,55.2,65.2,70.7,65.8,56.7,54.4,43.6,21.3,Massachusetts
14,1964,26.0,23.9,35.4,43.8,58.7,64.1,69.9,63.1,59.0,48.6,40.5,28.7,Massachusetts
15,1965,21.3,24.5,32.8,42.1,58.4,63.6,67.9,68.0,60.4,48.7,37.4,30.5,Massachusetts
16,1966,23.9,25.9,35.5,42.1,53.0,65.3,70.5,68.1,58.4,48.6,42.6,28.8,Massachusetts
17,1967,29.4,21.8,29.7,42.5,49.1,66.0,70.5,67.8,59.6,50.4,35.5,29.9,Massachusetts
18,1968,19.5,21.4,36.0,48.2,53.7,62.9,71.1,67.0,61.9,52.8,37.9,25.4,Massachusetts
