,date,January,February,March,April,May,June,July,August,September,October,November,December,State
19,1969,23.8,26.1,32.0,47.5,55.2,65.3,68.2,70.2,61.0,49.7,39.9,26.8,Massachusetts
20,1970,15.9,25.9,32.2,44.9,57.5,64.1,70.9,69.4,61.3,51.7,41.2,24.9,Massachusetts
21,1971,18.2,26.1,32.8,42.3,54.1,65.6,69.6,68.4,63.8,55.4,37.3,30.9,Massachusetts
22,1972,26.4,23.4,31.9,40.4,55.8,62.8,70.1,66.9,60.9,46.0,36.5,30.2,Massachusetts
23,1973,27.3,25.2,40.0,47.2,54.3,67.3,70.8,71.5,60.3,50.6,40.2,33.0,Massachusetts
24,1974,26.7,24.3,34.8,47.5,53.2,63.6,69.6,68.7,60.0,45.3,40.4,31.2,Massachusetts
25,1975,28.5,26.4,32.4,41.0,59.7,64.5,71.9,68.3,58.1,52.1,44.9,28.2,Massachusetts
26,1976,19.6,31.2,36.2,49.2,55.2,68.5,68.4,67.2,58.8,46.8,35.6,22.3,Massachusetts
27,1977,16.2,25.2,39.6,46.6,58.2,62.9,69.8,68.6,60.2,49.3,42.2,26.8,Massachusetts
28,1978,22.8,19.2,31.0,43.2,56.1,64.5,68.6,68.8,57.3,48.3,39.4,29.2,Massachusetts
29,1979,26.0,17.4,38.4,44.6,58.6,63.9,71.4,67.8,59.8,49.5,44.5,32.5,Massachusetts
30,1980,26.1,22.8,33.5,46.5,56.7,62.2,71.2,70.1,61.7,47.6,36.8,23.7,Massachusetts
31,1981,16.0,32.3,35.2,48.0,57.3,65.9,70.8,67.5,59.2,46.6,39.7,28.2,Massachusetts
32,1982,16.5,26.1,33.5,43.0,57.3,61.1,70.0,65.4,60.6,49.2,43.7,34.9,Massachusetts
33,1983,26.1,28.3,37.3,45.8,54.2,66.3,71.4,69.5,63.7,50.2,41.5,27.4,Massachusetts
34,1984,21.6,33.3,29.6,44.7,54.6,66.5,69.5,70.6,58.2,52.4,40.1,34.4,Massachusetts
35,1985,19.8,27.9,37.0,46.7,57.2,61.3,69.8,67.4,61.4,50.8,41.7,25.8,Massachusetts
36,1986,26.4,24.6,36.6,47.6,57.6,62.6,68.4,66.0,58.4,49.5,37.2,31.2,Massachusetts
37,1987,23.6,24.6,36.1,46.2,56.5,65.6,70.6,66.4,60.4,47.8,39.4,31.6,Massachusetts
38,1988,21.7,26.8,35.3,44.5,56.4,64.1,71.9,71.6,59.2,46.0,41.3,27.6,Massachusetts
39,1989,29.0,25.8,34.1,42.9,57.6,65.7,69.6,68.2,61.3,50.8,39.0,15.8,Massachusetts
40,1990,32.6,30.1,36.9,45.6,53.2,65.0,70.4,70.0,60.3,54.5,42.5,35.0,Massachusetts
41,1991,24.9,31.6,38.2,48.8,61.2,66.3,69.9,70.0,59.4,52.3,41.1,31.1,Massachusetts
42,1992,26.4,28.2,32.1,43.0,55.0,63.7,66.8,66.4,60.2,46.8,38.4,29.8,Massachusetts
43,1993,27.7,20.8,31.8,45.8,57.8,64.9,70.8,69.9,60.8,47.8,40.1,29.5,Massachusetts
44,1994,17.1,21.9,34.0,47.4,54.7,67.8,73.8,67.2,59.8,50.0,44.2,33.9,Massachusetts
45,1995,31.6,24.5,37.5,43.5,54.4,65.8,72.6,68.9,59.1,53.6,36.9,25.1,Massachusetts
46,1996,24.6,26.0,31.8,45.2,54.8,66.0,68.8,69.0,61.1,49.5,36.2,34.9,Massachusetts
47,1997,25.4,32.5,33.7,43.4,53.0,65.3,69.7,67.6,60.5,48.6,37.6,31.0,Massachusetts
48,1998,31.1,33.7,37.9,47.2,59.7,64.2,70.4,70.2,63.0,51.1,40.3,35.6,Massachusetts
49,1999,26.0,30.6,36.4,46.6,57.4,68.1,73.0,68.5,64.3,48.9,44.8,32.8,Massachusetts
50,2000,23.5,30.1,40.6,45.1,56.4,65.1,67.0,67.0,60.2,50.2,40.0,25.0,Massachusetts
51,2001,24.6,27.8,32.5,45.9,57.8,67.5,67.2,71.7,61.9,51.9,44.4,35.9,Massachusetts
52,2002,32.4,32.4,37.1,48.5,54.6,64.0,71.4,71.4,64.4,48.4,39.0,28.5,Massachusetts
53,2003,19.0,22.8,34.5,42.9,54.2,64.0,71.0,71.5,62.6,48.6,42.8,31.4,Massachusetts
54,2004,17.3,27.4,36.6,46.9,58.5,63.7,69.0,69.0,62.4,50.0,40.6,30.0,Massachusetts
55,2005,23.0,28.2,31.2,48.0,51.5,68.2,71.4,72.1,64.8,52.1,42.2,28.0,Massachusetts
56,2006,32.9,28.2,35.4,47.7,56.1,66.4,73.3,68.3,60.3,50.0,45.8,37.0,Massachusetts
57,2007,29.9,22.4,34.0,43.3,58.4,65.6,70.1,69.4,63.3,56.0,38.7,28.4,Massachusetts
58,2008,28.2,28.6,34.6,47.9,54.2,67.4,72.4,67.2,62.4,49.1,39.9,31.4,Massachusetts
59,2009,19.8,28.6,35.3,48.3,57.0,62.8,67.6,71.0,59.8,48.4,45.3,29.0,Massachusetts
60,2010,25.9,29.3,41.4,50.6,60.3,67.6,74.1,70.1,64.6,51.5,41.0,27.8,Massachusetts
61,2011,22.4,25.5,35.4,47.7,58.5,65.2,72.8,69.8,64.9,52.6,45.4,35.8,Massachusetts
62,2012,30.4,33.6,44.1,48.7,60.4,65.0,73.0,71.5,61.9,53.5,39.2,34.7,Massachusetts
63,2013,27.5,28.4,34.9,46.3,57.7,67.0,75.0,68.0,60.8,51.8,38.8,29.4,Massachusetts
64,2014,23.0,24.1,29.1,45.9,57.2,65.9,71.2,67.2,62.3,53.3,38.8,34.7,Massachusetts
65,2015,21.8,14.6,29.3,45.5,61.8,63.6,71.0,71.1,66.2,50.1,44.7,41.8,Massachusetts
66,2016,28.5,30.9,41.0,45.0,57.2,66.1,72.6,72.5,64.6,52.2,42.2,31.0,Massachusetts
67,2017,31.5,33.0,31.5,50.2,55.2,66.0,70.0,68.0,65.1,57.5,40.3,26.6,Massachusetts
68,2018,24.5,34.3,34.8,42.3,60.8,64.8,73.3,73.5,65.2,50.3,37.8,32.1,Massachusetts
69,2019,25.9,28.5,33.7,47.7,55.3,65.5,73.8,69.8,62.0,52.4,37.4,30.5,Massachusetts
70,2020,32.0,32.4,40.2,43.1,56.2,67.6,74.6,71.7,62.8,52.4,44.7,33.1,Massachusetts
71,2021,28.8,27.6,38.3,47.8,57.6,69.3,69.7,72.6,64.8,56.3,40.8,35.9,Massachusetts
