date,January,February,March,April,May,June,July,August,September,October,November,December
1950,66.6,62.8,63.5,65.2,76.4,81.1,79.8,80.6,78.2,73.9,60.3,54.7
1951,57.4,58.0,64.2,67.6,74.4,80.0,81.2,82.7,80.3,74.1,61.5,62.9
1952,61.1,59.7,65.4,66.9,75.6,82.1,81.8,81.2,78.8,70.6,63.4,56.6
1953,58.5,61.4,67.3,69.1,78.0,80.3,81.3,80.7,78.5,70.9,63.5,60.2
1954,59.6,60.6,62.1,72.8,73.6,80.2,81.3,82.9,80.3,71.1,61.4,55.2
1955,56.2,60.1,65.7,71.0,76.3,77.9,80.5,81.8,80.2,71.0,63.2,58.7
1956,53.0,64.0,63.2,68.0,76.6,78.7,80.7,81.6,77.2,72.2,61.7,62.4
1957,62.0,65.4,63.0,70.9,76.0,79.9,81.5,80.6,79.3,69.5,66.9,56.9
1958,51.1,50.4,61.9,69.7,74.5,80.4,81.4,81.4,80.3,70.8,68.1,57.8
1959,56.0,65.1,62.2,69.3,76.5,79.5,80.7,80.8,79.0,75.9,64.6,57.6
1960,57.1,57.4,58.7,69.9,73.3,78.7,81.5,81.0,79.1,74.2,66.6,54.3
1961,53.8,61.9,67.0,66.6,74.3,78.5,81.0,80.6,79.0,70.9,66.2,60.2
1962,57.3,64.7,61.7,67.6,76.9,79.2,82.2,81.3,78.8,72.7,60.5,55.2
1963,56.0,55.0,66.2,70.5,75.4,79.8,81.0,81.8,78.6,71.3,62.7,52.3
1964,55.9,55.0,65.3,71.2,74.8,80.3,80.4,81.0,78.5,69.6,66.7,61.9
1965,57.6,60.6,64.4,71.9,74.9,77.8,79.8,80.6,79.2,71.3,65.8,58.5
1966,54.7,58.0,61.7,68.2,75.2,77.1,81.3,80.6,78.6,72.9,62.9,56.9
1967,59.8,57.8,66.2,71.8,75.4,78.7,80.0,79.7,76.7,70.3,63.4,62.9
1968,56.8,52.6,59.9,71.7,74.9,79.1,80.5,81.1,78.4,71.8,60.7,55.8
1969,56.9,55.6,57.8,70.6,74.6,80.9,82.0,80.2,78.3,74.2,61.2,55.6
1970,52.1,55.4,63.7,72.1,74.6,78.8,81.0,81.2,80.4,73.9,59.8,60.2
1971,57.5,59.7,60.7,67.6,73.9,79.4,80.5,80.6,79.0,74.8,64.9,66.4
1972,64.1,58.6,64.6,69.9,74.2,78.6,80.5,80.9,79.5,73.2,65.2,62.1
1973,58.5,55.4,67.3,67.7,74.6,79.7,81.4,80.4,80.0,73.1,68.0,57.0
1974,68.3,59.1,67.6,69.0,75.9,78.4,79.8,80.5,79.9,69.6,64.0,58.4
1975,62.2,64.5,64.9,70.1,77.3,79.8,79.9,80.9,78.5,73.9,64.9,57.6
1976,53.9,60.8,67.6,68.9,73.9,77.6,81.1,80.5,78.1,68.6,60.2,56.5
1977,49.3,55.4,67.7,69.7,74.5,81.2,81.6,81.0,80.3,69.4,65.6,57.5
1978,52.0,51.7,61.8,69.8,76.0,80.3,81.2,81.1,79.8,72.2,68.7,62.2
1979,54.3,56.4,62.9,71.4,74.5,79.2,82.1,81.0,79.4,72.2,65.9,58.9
1980,58.1,54.7,65.6,68.8,75.3,79.8,82.6,82.2,80.5,71.8,64.0,55.8
1981,49.1,59.0,61.4,71.6,74.2,82.2,82.6,80.9,77.9,72.7,62.7,56.9
