date,January,February,March,April,May,June,July,August,September,October,November,December
1982,57.2,64.6,67.1,70.5,74.1,80.5,81.2,81.2,78.2,72.0,67.9,63.6
1983,55.0,57.8,61.1,66.2,74.3,78.8,82.2,82.2,77.9,73.6,63.6,58.5
1984,55.4,59.4,63.2,68.1,74.9,78.3,80.0,80.9,77.9,74.2,63.1,64.3
1985,52.5,60.0,66.7,69.4,76.0,81.1,80.6,81.2,78.4,76.9,70.8,56.3
1986,56.4,62.4,63.2,67.4,75.1,80.6,82.1,81.2,80.3,74.0,72.2,62.6
1987,56.2,59.9,64.1,65.0,75.5,80.7,82.3,82.9,79.6,68.2,66.4,61.2
1988,54.8,57.0,62.9,69.6,73.1,79.2,81.0,81.6,80.3,70.3,67.7,59.1
1989,63.9,61.6,67.1,69.7,75.4,80.1,81.6,81.7,79.8,72.2,65.8,52.6
1990,62.6,65.9,66.9,69.1,77.0,80.7,81.8,82.2,80.0,74.3,66.3,63.1
1991,62.0,61.6,66.2,73.3,78.2,79.9,81.7,81.7,79.7,72.6,62.4,62.1
1992,56.4,61.6,63.9,67.9,72.7,79.9,82.6,80.6,79.4,70.7,67.0,60.6
1993,63.5,58.1,62.4,65.9,73.8,80.4,82.5,82.2,79.9,73.2,65.5,56.2
1994,56.8,63.8,66.0,72.1,75.7,80.5,80.6,80.2,78.2,73.4,69.5,61.8
1995,56.6,58.9,66.5,70.4,78.3,79.2,82.2,82.4,79.9,75.0,62.8,57.3
1996,56.6,58.7,60.6,67.8,77.0,79.2,82.2,80.6,79.1,72.0,64.9,60.0
1997,59.4,64.1,70.5,68.3,74.8,78.7,81.9,81.5,79.8,72.2,63.6,58.9
1998,60.5,60.0,62.2,69.7,77.4,84.1,83.6,82.7,80.3,75.2,69.6,64.6
1999,60.7,61.9,62.6,72.8,74.6,79.3,82.2,83.1,78.9,73.2,65.7,59.0
2000,58.4,60.5,67.6,68.1,77.3,80.5,82.3,81.7,79.5,70.9,63.4,56.7
2001,53.0,65.2,64.3,70.0,74.9,80.1,81.3,81.4,77.6,71.6,67.7,64.1
2002,59.3,59.5,66.6,73.6,76.7,79.6,81.5,81.1,81.0,76.2,63.1,57.3
2003,52.2,61.2,69.8,69.4,78.1,80.1,81.4,81.1,78.9,73.5,68.6,56.1
2004,56.8,59.3,65.7,67.4,76.3,81.3,81.8,81.4,79.9,74.5,67.4,58.0
2005,60.0,60.8,63.0,66.7,74.4,79.9,83.3,83.2,80.8,73.6,67.3,57.0
2006,60.8,58.3,64.8,72.4,75.7,80.5,82.0,82.8,79.3,72.1,63.4,64.2
2007,61.3,58.1,66.3,68.4,74.9,80.0,82.4,83.7,80.5,76.2,64.8,64.4
2008,58.3,63.0,64.7,69.5,76.4,80.9,81.2,81.3,79.7,71.4,61.5,62.0
2009,57.2,57.3,65.3,69.6,76.6,81.9,81.7,82.1,80.5,75.3,66.0,60.4
2010,52.5,52.6,59.0,69.7,78.5,83.1,83.4,83.5,80.9,72.1,64.9,50.1
2011,54.9,61.8,66.5,73.0,76.2,82.1,82.6,83.7,79.7,70.5,66.4,62.8
2012,59.3,64.3,70.3,71.2,77.6,79.3,82.4,81.5,79.5,73.2,62.1,62.0
2013,64.0,61.8,59.1,71.4,74.0,81.1,80.8,82.2,80.0,74.0,67.1,64.7
2014,54.5,62.8,63.5,70.5,76.0,80.3,81.8,82.9,79.7,72.7,61.1,61.9
2015,58.6,56.5,69.5,75.1,77.5,81.7,82.8,82.4,80.0,74.4,72.2,69.6
2016,56.9,59.4,68.8,71.2,76.2,81.9,84.0,83.0,81.1,74.6,66.6,65.9
2017,62.8,65.5,66.2,72.3,77.1,80.2,82.8,82.8,80.4,74.9,67.4,61.7
2018,55.0,69.2,63.0,70.2,76.4,81.5,82.4,82.2,82.4,76.5,66.7,61.8
2019,58.4,67.5,65.7,71.2,78.8,82.3,82.8,82.9,81.9,77.9,64.9,63.9
2020,61.8,63.6,71.0,73.1,75.8,81.0,83.0,83.2,80.6,77.2,70.8,57.6
2021,58.7,63.7,67.8,69.8,76.1,80.7,81.9,82.6,79.7,75.4,63.4,66.5
