,date,January,February,March,April,May,June,July,August,September,October,November,December,State
46,1996,27.7,35.4,38.2,52.3,65.7,72.8,74.9,74.8,64.8,56.6,38.1,34.0,Missouri
47,1997,26.4,37.4,47.0,50.0,59.8,71.5,77.7,73.8,68.4,56.9,41.2,34.1,Missouri
48,1998,35.3,41.2,41.1,54.0,69.2,73.6,78.0,76.8,73.4,58.6,48.4,36.4,Missouri
49,1999,30.6,42.4,42.3,56.9,63.8,72.6,80.0,75.6,66.5,56.9,52.0,36.8,Missouri
50,2000,33.0,42.2,48.2,54.4,67.2,71.2,76.1,79.5,69.0,60.1,39.8,21.1,Missouri
51,2001,29.4,34.3,40.1,60.5,65.9,71.7,78.9,77.2,66.3,55.8,51.1,38.5,Missouri
52,2002,35.1,37.3,40.5,57.3,61.4,74.7,79.0,76.9,70.8,53.1,42.0,35.7,Missouri
53,2003,27.4,31.2,44.6,56.7,63.5,69.2,78.1,78.8,64.8,57.2,46.3,36.2,Missouri
54,2004,29.8,33.1,48.3,56.2,67.0,70.8,74.3,70.7,68.5,58.4,47.8,34.7,Missouri
55,2005,33.3,40.1,43.4,56.8,63.2,75.2,78.0,77.8,72.0,56.9,47.3,30.8,Missouri
56,2006,41.2,34.2,45.9,60.9,64.6,73.5,78.9,78.4,64.9,53.8,46.5,38.2,Missouri
57,2007,31.7,29.4,53.0,52.3,68.3,73.4,75.9,81.3,70.5,60.0,45.2,33.2,Missouri
58,2008,30.8,31.0,43.2,52.2,62.4,73.5,76.6,73.9,67.2,55.7,43.7,31.0,Missouri
59,2009,27.7,38.4,46.5,53.4,63.8,74.6,72.8,72.6,66.6,50.9,49.8,30.6,Missouri
60,2010,25.5,28.4,45.0,60.5,64.5,77.3,79.1,79.0,68.8,58.3,46.5,29.6,Missouri
61,2011,26.7,33.2,45.1,56.8,62.8,75.8,82.7,77.8,64.8,57.2,47.4,37.4,Missouri
62,2012,36.3,39.9,58.1,59.0,69.5,74.8,83.6,76.2,67.0,54.3,45.1,38.8,Missouri
63,2013,33.8,34.4,38.3,52.1,63.4,73.0,75.0,74.6,70.7,55.9,41.8,30.3,Missouri
64,2014,25.8,26.5,39.5,55.1,65.3,73.7,72.6,76.6,67.1,57.8,37.8,36.7,Missouri
65,2015,31.2,26.2,44.5,57.7,64.8,74.3,77.4,73.4,71.6,57.7,48.9,42.4,Missouri
66,2016,30.9,39.1,50.4,57.3,62.7,76.9,78.1,76.7,71.7,62.1,51.0,32.4,Missouri
67,2017,35.4,45.1,48.4,58.5,64.1,73.5,78.8,72.1,70.4,59.0,46.2,34.3,Missouri
68,2018,28.0,35.6,44.0,48.2,72.5,77.4,78.2,76.4,71.3,56.4,37.6,36.8,Missouri
69,2019,31.0,33.0,40.9,56.7,64.5,72.4,77.6,75.3,74.8,54.3,40.2,39.0,Missouri
70,2020,34.5,35.4,48.8,53.1,62.0,75.1,79.2,74.2,67.3,53.6,49.6,36.3,Missouri
71,2021,33.6,24.4,49.9,54.3,62.3,74.8,76.6,77.5,71.4,60.6,45.6,44.8,Missouri
