,date,January,February,March,April,May,June,July,August,September,October,November,December,State
0,1950,34.0,35.4,39.8,50.3,65.1,72.2,72.1,70.4,65.5,62.1,38.5,28.9,Missouri
1,1951,30.9,34.6,39.8,50.5,64.7,70.2,76.1,75.4,64.7,57.3,36.9,31.6,Missouri
2,1952,34.5,39.0,40.8,53.1,64.2,80.0,78.9,75.0,67.4,52.2,43.3,34.3,Missouri
3,1953,33.7,38.8,46.1,50.3,64.7,79.7,78.5,76.9,71.0,59.9,44.9,35.0,Missouri
4,1954,30.3,43.2,41.3,60.8,59.9,76.4,83.5,79.4,72.7,57.4,44.8,34.9,Missouri
5,1955,31.2,32.9,43.4,60.7,66.2,68.8,80.6,77.4,70.8,56.6,39.9,31.1,Missouri
6,1956,28.0,35.0,44.2,52.8,67.9,73.9,77.1,77.9,69.5,62.6,42.9,36.9,Missouri
7,1957,25.7,39.2,42.2,54.7,64.7,72.9,78.8,76.3,65.7,53.4,41.6,39.1,Missouri
8,1958,30.0,25.3,36.7,54.0,65.0,71.1,75.2,75.7,68.0,57.2,47.4,30.4,Missouri
9,1959,25.9,33.8,44.3,54.8,67.7,73.2,74.8,78.2,69.1,54.6,37.2,37.8,Missouri
10,1960,31.0,29.3,29.5,56.8,62.2,72.0,74.9,76.7,71.4,58.2,45.0,30.4,Missouri
11,1961,28.5,37.4,45.2,50.4,60.4,70.4,75.7,73.9,67.4,57.8,42.8,29.6,Missouri
12,1962,23.8,36.0,38.8,52.4,71.9,72.3,76.7,76.5,65.3,59.5,43.3,31.8,Missouri
13,1963,21.1,29.8,48.0,58.2,64.4,75.1,77.5,75.7,69.1,66.4,45.9,23.0,Missouri
14,1964,34.2,33.2,41.2,57.6,67.9,72.6,78.4,74.3,68.1,54.6,47.5,31.8,Missouri
15,1965,31.9,32.7,33.3,57.9,68.8,72.5,75.8,74.3,67.9,56.4,48.0,40.9,Missouri
16,1966,25.4,32.1,46.6,51.8,62.2,71.4,80.7,72.2,64.6,54.2,46.6,32.9,Missouri
17,1967,33.4,31.3,48.1,58.2,60.9,71.9,73.5,71.0,64.6,56.0,41.4,34.5,Missouri
18,1968,28.3,30.0,45.5,55.1,60.9,74.1,76.0,75.4,66.2,56.7,41.4,30.9,Missouri
19,1969,28.1,34.0,37.0,55.8,64.6,70.6,79.4,75.1,67.8,54.8,42.6,31.5,Missouri
20,1970,23.5,33.6,39.3,56.0,67.3,71.6,76.5,76.7,70.1,55.2,42.0,37.1,Missouri
21,1971,26.8,31.9,41.2,55.7,61.5,76.5,74.4,73.9,70.2,62.4,44.6,38.9,Missouri
22,1972,29.1,34.0,45.3,55.4,64.5,72.6,75.8,75.3,70.1,54.3,39.5,29.0,Missouri
23,1973,29.9,33.7,49.4,52.2,61.4,73.4,77.3,76.3,69.0,61.0,47.1,32.2,Missouri
24,1974,28.6,37.0,48.2,56.6,65.1,68.8,79.8,73.4,61.4,57.0,43.8,33.6,Missouri
25,1975,33.0,31.3,38.7,53.9,66.7,73.3,77.2,77.1,63.8,58.3,46.9,35.5,Missouri
26,1976,28.7,43.3,48.2,56.7,60.0,70.7,77.3,74.2,67.5,50.8,36.3,29.8,Missouri
27,1977,15.6,34.7,48.7,59.5,69.0,74.4,79.4,75.7,69.8,55.5,44.8,31.1,Missouri
28,1978,19.4,21.5,38.3,56.4,62.9,73.2,78.8,75.5,72.0,54.9,45.6,32.8,Missouri
29,1979,16.0,23.4,43.7,52.8,63.3,72.1,75.9,74.8,66.9,57.7,41.8,36.2,Missouri
30,1980,30.9,27.8,39.7,53.6,64.4,74.4,84.0,80.9,71.0,54.4,44.0,34.6,Missouri
31,1981,30.6,35.4,45.0,61.9,60.2,74.0,78.0,73.7,67.3,55.2,46.6,30.8,Missouri
32,1982,22.4,30.2,45.2,50.9,67.2,68.5,78.0,74.2,66.4,56.2,44.2,38.8,Missouri
33,1983,31.7,37.2,43.9,48.3,61.0,71.7,79.8,81.9,69.4,57.8,46.3,18.6,Missouri
34,1984,27.0,40.2,38.1,52.2,61.1,74.7,75.5,76.9,66.2,58.1,43.6,39.1,Missouri
35,1985,21.6,28.1,48.2,58.5,65.4,70.1,77.0,73.2,68.0,58.0,42.7,25.3,Missouri
36,1986,34.1,34.5,48.2,58.2,65.8,75.6,80.4,72.1,71.1,56.8,39.9,34.4,Missouri
37,1987,30.4,39.5,47.6,55.9,69.8,75.4,78.4,77.1,67.4,51.7,47.0,35.8,Missouri
38,1988,27.7,30.2,44.2,54.7,66.2,75.2,77.3,78.6,68.5,51.5,45.3,35.4,Missouri
39,1989,38.3,25.6,44.2,55.8,62.2,70.5,76.2,74.6,63.7,58.1,44.6,22.6,Missouri
40,1990,39.3,39.7,46.9,53.6,60.7,73.9,76.5,75.0,71.1,54.9,50.1,32.7,Missouri
41,1991,26.5,39.9,48.2,57.8,69.1,75.4,78.1,76.3,67.6,57.6,39.0,37.3,Missouri
42,1992,35.4,41.1,47.0,54.8,62.3,69.9,75.6,69.9,65.9,56.1,42.0,34.2,Missouri
43,1993,29.6,30.7,40.6,51.2,63.4,72.0,78.4,77.4,63.3,53.5,40.4,35.2,Missouri
44,1994,26.2,32.5,45.6,55.5,62.3,75.1,75.2,73.7,65.8,58.0,48.1,38.2,Missouri
45,1995,29.4,36.0,46.2,53.6,60.9,71.6,77.1,79.9,64.8,57.4,40.5,32.8,Missouri
