date,January,February,March,April,May,June,July,August,September,October,November,December
1950,47.0,46.0,48.7,57.8,69.8,76.3,76.9,75.5,69.8,65.8,46.2,37.6
1951,40.7,43.6,50.7,57.6,68.8,76.0,80.5,81.5,71.8,62.6,44.0,43.4
1952,46.5,47.6,49.4,57.5,68.7,81.8,82.3,80.8,71.4,55.6,48.5,41.8
1953,44.4,45.0,55.4,57.2,69.9,83.1,80.2,79.2,74.2,64.2,48.6,40.3
1954,40.6,50.0,50.4,65.8,64.6,79.5,85.4,84.8,76.9,63.5,49.6,42.3
1955,40.4,42.8,52.4,64.7,71.3,72.7,81.3,78.9,75.2,61.2,48.4,40.4
1956,37.5,45.7,50.8,58.8,72.2,75.9,81.1,81.4,72.2,65.2,48.6,47.2
1957,38.2,49.0,49.1,61.1,70.2,76.5,80.5,78.1,70.2,58.2,49.0,46.8
1958,37.9,36.3,44.4,59.4,69.0,76.1,79.7,78.6,73.1,60.5,52.0,38.1
1959,37.6,43.0,50.3,60.0,72.3,75.1,78.0,79.5,73.5,61.4,45.0,44.3
1960,39.5,38.4,39.9,62.3,66.5,75.8,79.1,79.4,74.4,63.4,50.4,37.5
1961,36.0,46.4,53.8,57.7,66.4,73.2,77.8,76.0,71.9,61.4,48.8,40.2
1962,35.3,48.3,47.1,58.3,73.9,75.4,80.4,79.5,71.4,64.6,48.8,40.7
1963,32.9,39.0,55.8,63.6,69.8,77.6,79.6,79.8,72.6,68.5,52.0,32.8
1964,40.3,40.0,50.7,63.6,70.7,77.4,81.3,78.4,71.6,58.5,53.4,42.1
1965,42.5,42.0,43.1,64.9,71.3,75.7,80.2,78.2,72.8,60.4,55.5,45.7
1966,34.7,40.8,52.1,60.1,67.3,75.1,82.4,75.6,69.8,57.9,53.4,40.9
1967,41.4,40.3,57.4,65.0,66.7,76.6,76.3,74.8,68.4,60.9,48.2,42.4
1968,37.4,37.7,49.9,60.8,67.1,76.8,78.3,79.0,69.2,60.5,47.9,39.4
1969,40.2,42.0,44.4,61.1,69.2,75.6,82.6,77.6,72.0,61.5,48.1,39.9
1970,33.7,41.7,46.9,62.7,70.2,75.6,78.4,79.3,75.4,59.4,47.9,45.4
1971,39.4,42.2,47.6,59.6,65.6,78.7,78.8,75.9,74.1,66.6,49.6,47.5
1972,40.7,44.0,52.7,61.9,68.5,76.4,77.9,79.2,75.4,60.6,44.8,38.3
1973,37.9,41.2,55.5,57.7,66.4,76.0,79.8,77.8,73.6,65.3,54.4,41.3
1974,40.6,45.3,56.9,60.8,71.1,72.1,80.8,76.8,66.0,61.0,50.1,41.7
1975,43.0,42.3,47.1,59.2,70.4,75.6,79.1,78.4,68.2,62.4,50.7,42.1
1976,38.3,51.4,55.2,61.2,63.5,72.9,78.6,76.5,70.0,55.4,42.7,39.3
1977,27.5,43.4,54.6,63.4,72.2,78.7,81.5,79.6,75.4,60.8,51.6,40.5
1978,29.4,31.7,47.2,62.8,68.1,76.4,82.7,79.7,74.7,59.9,53.1,41.1
1979,27.6,36.3,52.2,60.0,66.7,74.6,78.8,77.5,69.7,62.9,47.1,42.5
1980,40.5,38.0,47.1,58.5,68.6,78.0,85.2,84.0,76.6,59.0,48.6,41.8
1981,38.0,43.6,50.8,66.4,65.3,77.9,81.2,77.5,70.6,59.8,52.0,39.6
1982,35.3,39.5,54.9,56.9,71.0,73.7,80.4,79.4,70.9,60.8,50.3,46.5
1983,38.2,43.7,50.0,54.4,66.0,74.0,80.5,82.7,72.9,63.0,51.0,30.0
1984,34.0,45.6,48.9,58.8,66.8,77.6,78.5,77.6,70.2,63.7,48.7,50.2
1985,32.0,37.8,55.5,62.5,68.9,76.1,79.9,79.0,71.7,63.7,54.2,36.8
1986,41.3,47.0,53.9,62.5,69.4,77.6,83.5,76.7,75.3,61.5,48.5,41.0
1987,38.5,45.6,52.0,60.1,73.2,76.9,79.6,82.0,72.2,57.4,51.6,43.3
1988,34.8,41.5,50.5,60.0,68.2,76.6,79.6,80.7,73.2,57.8,51.4,42.7
1989,44.3,37.2,51.3,60.8,67.5,74.1,77.6,78.0,69.2,62.1,52.5,33.0
1990,45.6,49.3,53.4,59.6,66.1,78.0,79.9,79.2,75.4,59.2,54.7,41.7
1991,37.2,46.5,54.2,62.7,72.3,77.8,80.6,78.2,71.6,62.8,46.6,45.1
1992,40.8,48.6,52.6,60.4,66.8,73.9,79.3,74.0,70.5,61.6,48.2,42.0
1993,39.4,41.3,49.0,56.3,67.0,76.4,83.2,81.3,70.6,58.7,46.0,42.5
1994,36.6,43.0,51.9,62.7,66.2,78.8,78.1,76.2,70.2,62.4,54.2,44.4
1995,41.1,44.5,53.5,60.1,68.3,74.6,80.0,83.1,70.0,62.0,47.8,40.7
1996,38.2,44.4,46.2,58.2,72.3,76.3,79.2,77.6,70.0,61.2,46.6,44.6
1997,38.6,46.0,54.8,56.0,65.9,74.3,81.3,77.4,73.2,60.9,47.1,40.4
1998,44.3,46.5,49.6,59.7,72.7,79.9,84.0,80.9,77.9,64.1,53.7,43.9
1999,42.6,49.6,49.0,63.4,68.2,76.5,81.6,81.2,71.9,62.0,55.8,44.0
2000,41.8,49.1,54.8,59.2,70.8,75.1,80.1,83.8,73.7,63.9,46.8,31.6
2001,37.0,45.5,47.9,65.4,70.0,75.5,82.0,80.8,70.9,59.5,55.0,45.2
2002,42.5,42.3,47.9,63.6,67.0,76.6,80.6,79.9,75.2,60.5,48.2,42.7
2003,36.8,40.1,51.2,61.7,69.6,73.1,80.0,80.8,70.2,62.8,54.6,42.3
2004,41.0,40.6,55.9,60.8,70.7,75.8,77.8,75.3,73.0,65.8,54.1,41.5
2005,44.7,47.5,50.4,60.9,67.4,77.5,80.2,82.2,77.0,61.7,54.0,40.0
2006,47.5,40.8,53.4,66.5,69.9,76.3,81.2,82.1,69.7,60.1,51.5,44.9
2007,39.9,40.9,59.5,57.4,71.0,77.1,77.6,83.7,74.1,64.0,52.5,44.0
2008,39.0,43.6,51.9,58.8,68.1,77.7,80.5,77.7,71.1,60.0,48.9,41.0
2009,38.4,47.3,52.7,59.6,67.5,78.8,77.8,76.6,71.3,57.0,54.0,38.1
2010,36.5,36.5,50.5,63.4,71.3,81.6,82.0,83.9,74.8,62.7,52.0,38.9
2011,37.6,43.9,52.5,63.5,67.3,81.7,84.7,83.1,70.2,60.6,53.4,43.3
2012,44.6,47.2,62.2,64.4,73.2,78.0,84.1,80.2,73.5,59.3,50.2,46.4
2013,42.1,43.3,46.6,58.5,67.2,77.1,78.0,78.4,75.4,61.5,47.5,40.1
2014,35.2,38.8,46.5,59.6,68.1,76.7,75.4,78.7,72.6,63.7,44.9,43.8
2015,38.6,36.1,49.7,62.5,69.3,78.1,81.9,78.1,74.8,63.5,54.2,50.0
2016,39.5,46.9,55.5,62.5,67.2,78.9,82.0,80.0,75.8,67.0,55.7,42.5
2017,45.2,52.5,55.7,64.2,67.7,75.5,80.6,76.9,73.2,62.9,53.7,42.4
2018,35.7,45.9,53.9,55.2,75.0,80.1,81.8,78.8,75.0,62.6,45.8,44.2
2019,40.8,46.0,48.9,60.8,70.6,75.6,79.0,80.3,79.7,60.8,46.4,45.7
2020,43.9,44.5,56.5,58.8,66.8,76.4,81.3,77.8,71.8,59.4,54.0,42.6
2021,41.3,34.8,55.1,58.3,66.7,76.8,79.3,80.6,74.3,65.4,49.4,53.3
