date,January,February,March,April,May,June,July,August,September,October,November,December
1950,37.6,46.2,48.4,56.3,60.9,67.0,75.8,74.4,67.7,61.4,53.6,48.2
1951,42.2,44.5,48.1,55.1,61.3,68.5,74.7,73.1,70.7,58.6,49.1,40.8
1952,38.7,44.0,43.6,54.4,63.0,64.3,75.6,74.3,70.6,63.7,46.7,42.2
1953,47.0,45.3,48.1,52.7,55.4,64.5,76.2,71.8,71.0,58.9,51.2,44.0
1954,42.7,48.7,46.0,57.5,63.6,66.4,75.8,70.4,67.4,59.3,51.3,41.8
1955,38.0,41.7,48.0,49.6,59.6,67.2,71.7,74.9,69.3,61.0,48.4,45.1
1956,44.4,40.7,49.0,53.2,60.8,68.7,74.1,71.4,70.2,57.4,49.8,43.9
1957,38.7,48.1,49.7,54.0,58.9,71.3,74.7,72.1,69.3,56.7,47.2,44.4
1958,44.0,48.4,44.7,53.2,64.1,67.9,74.3,77.1,70.4,63.6,50.5,48.5
1959,45.7,43.5,52.1,58.8,59.3,71.0,78.1,73.7,67.2,62.1,51.7,44.2
1960,40.3,44.0,51.9,54.8,60.1,73.1,77.2,73.9,70.8,59.3,48.2,43.0
1961,44.3,47.3,48.2,55.4,58.5,72.4,76.8,75.3,66.6,59.4,47.6,41.9
1962,41.3,43.6,45.0,58.2,58.0,68.2,73.8,73.8,69.6,59.8,51.7,45.5
1963,40.5,52.0,47.1,49.0,61.4,65.8,72.4,72.8,70.7,61.0,49.2,43.1
1964,41.0,44.0,46.2,52.5,58.2,66.3,74.8,74.0,66.9,63.8,46.1,45.0
1965,43.6,45.7,48.4,52.8,59.3,64.7,73.3,73.7,64.6,63.0,50.7,40.6
1966,40.8,42.1,49.9,57.8,63.8,68.8,72.9,75.8,69.0,60.4,51.0,43.8
1967,43.5,46.6,48.0,44.9,60.8,66.1,76.8,77.8,70.8,61.6,53.4,39.6
1968,41.7,50.1,50.4,54.0,60.5,70.0,75.4,70.9,69.1,59.4,49.6,40.0
1969,42.8,41.5,47.0,53.4,63.7,66.8,75.2,76.1,70.9,56.4,51.0,45.1
1970,44.7,48.3,49.4,49.9,62.7,69.4,76.5,75.1,67.7,58.0,50.9,41.2
1971,42.8,45.1,48.0,51.8,57.3,66.8,75.7,76.0,68.5,55.9,47.9,38.7
1972,39.9,46.9,54.4,53.8,62.2,69.8,76.5,74.0,66.6,57.3,46.7,39.0
1973,40.2,45.8,44.9,53.9,64.3,71.0,75.1,73.3,67.5,58.9,47.9,44.8
1974,41.5,44.4,49.3,52.5,61.4,70.8,74.2,73.7,71.8,60.5,49.5,42.0
1975,42.5,43.8,46.0,47.1,60.8,68.0,73.8,72.1,71.0,57.5,47.9,44.7
1976,44.4,46.0,47.3,50.8,63.2,67.9,74.7,69.8,68.0,60.6,53.1,43.9
1977,41.3,48.8,45.3,56.6,54.8,71.4,74.8,75.0,67.8,61.2,51.3,47.4
1978,45.4,46.5,52.6,51.5,61.1,69.0,74.8,73.8,66.7,63.7,47.0,39.2
1979,40.1,43.4,49.2,53.6,62.5,69.6,74.5,71.9,72.2,61.1,48.2,45.7
1980,45.9,48.8,47.3,54.5,58.2,65.5,75.4,73.0,68.6,61.4,51.2,47.1
1981,46.7,47.7,48.7,56.5,61.9,73.2,75.5,75.8,70.4,56.7,51.8,46.7
1982,40.4,46.9,46.8,52.1,61.8,66.4,73.1,73.9,67.1,58.4,46.7,42.5
1983,44.2,46.8,48.6,49.8,61.3,67.5,71.9,73.7,71.0,61.4,49.2,45.2
1984,45.4,46.1,52.0,52.9,65.3,68.2,77.0,74.9,72.2,56.2,47.6,40.8
1985,41.7,45.2,46.4,58.2,61.2,72.3,77.2,73.0,64.4,58.9,46.0,43.4
1986,48.8,48.8,53.6,54.6,62.2,71.2,72.9,76.0,63.5,59.1,51.7,44.1
1987,41.4,46.2,48.6,59.3,63.5,71.0,70.9,74.3,69.8,64.0,49.4,40.9
1988,42.7,48.5,51.6,55.2,60.3,68.2,77.6,74.6,69.4,64.6,49.8,42.5
1989,40.9,42.7,51.8,60.0,61.4,69.5,75.3,72.1,68.1,58.9,51.8,44.8
1990,43.1,42.7,51.4,58.4,60.2,69.4,76.4,73.7,69.9,62.0,50.0,38.4
1991,43.6,51.5,44.8,52.7,57.9,66.2,75.4,73.2,72.2,64.5,51.6,44.0
1992,43.2,49.1,50.8,58.9,67.0,69.0,73.8,76.2,70.8,62.6,49.5,40.3
1993,41.3,44.0,52.9,55.2,62.3,68.0,72.2,73.2,69.5,61.4,48.8,43.1
1994,45.7,43.7,52.9,55.9,61.3,70.9,76.5,75.8,69.8,58.6,42.9,42.1
1995,44.7,51.3,48.9,52.9,58.4,66.1,74.2,75.0,71.2,62.2,55.9,46.4
1996,45.6,48.8,51.5,56.8,62.5,70.4,78.1,76.7,68.4,59.2,51.1,45.6
1997,44.5,46.6,54.0,55.6,67.6,68.4,74.0,74.9,70.8,59.0,51.6,42.4
1998,45.1,43.6,49.2,51.6,54.9,65.2,76.0,77.2,69.2,57.7,48.8,42.0
1999,45.0,44.9,47.5,51.3,60.4,67.8,73.3,72.6,70.7,63.7,53.0,45.3
2000,45.8,47.2,50.2,57.8,63.9,72.2,73.5,75.0,69.1,58.4,46.0,46.5
2001,42.3,43.1,52.6,52.0,68.6,71.4,74.2,76.0,71.2,63.6,51.6,42.8
2002,42.4,48.2,48.5,56.0,61.5,71.2,77.4,74.4,70.9,59.4,52.3,44.0
2003,50.0,45.7,51.4,50.0,62.0,71.2,78.7,75.0,72.9,65.4,46.8,44.0
2004,43.5,44.2,56.9,57.3,63.2,70.4,76.1,74.8,69.4,58.2,47.7,44.6
2005,44.1,47.1,51.1,53.0,62.2,66.2,78.4,75.8,66.9,59.9,52.4,46.1
2006,44.6,47.7,44.0,53.0,64.6,73.2,79.3,73.8,69.5,58.8,51.3,43.9
2007,41.5,46.7,54.4,56.3,64.1,70.5,76.9,76.1,67.5,58.6,53.3,41.2
2008,41.1,45.8,50.3,54.4,61.7,71.1,76.5,76.6,71.8,61.8,53.9,42.0
2009,46.9,45.2,49.2,54.3,66.7,67.5,77.6,74.8,73.0,58.1,50.9,41.8
2010,45.2,46.8,49.0,50.9,56.9,69.1,76.1,73.4,70.4,60.5,48.6,45.8
2011,45.2,43.4,48.7,53.4,57.6,66.9,74.2,75.2,72.2,61.4,48.2,42.8
2012,46.5,46.5,48.8,55.8,63.9,69.3,74.7,77.8,73.1,62.2,52.5,43.0
2013,42.1,45.3,53.8,58.2,63.8,72.4,78.0,74.4,69.3,58.5,51.9,44.1
2014,50.1,49.8,53.5,57.7,64.6,71.9,78.4,74.9,72.2,64.4,53.1,46.8
