date,January,February,March,April,May,June,July,August,September,October,November,December
1972,18.6,17.1,26.1,36.0,53.5,60.8,66.9,62.8,56.5,41.8,31.5,22.5
1973,20.4,18.7,35.6,43.1,51.0,63.5,68.2,68.7,55.8,46.5,34.2,27.0
1974,19.8,18.0,28.2,42.8,49.0,61.5,66.1,65.2,55.9,40.2,35.1,26.0
1975,21.0,19.8,27.0,36.2,57.9,61.9,69.2,64.8,54.6,47.4,39.6,20.6
1976,12.0,23.9,30.0,44.6,51.9,66.4,64.6,63.7,55.0,42.7,30.7,15.2
1977,10.8,19.8,35.5,42.2,55.8,60.2,65.6,64.4,55.6,45.2,37.4,20.4
1978,16.2,13.2,25.8,38.1,54.9,61.6,66.3,65.1,53.2,44.2,33.5,21.9
1979,19.0,11.4,34.3,41.1,54.8,61.9,68.4,63.6,56.0,45.4,39.7,26.1
1980,19.6,16.8,28.6,42.1,53.3,59.1,67.4,66.3,56.5,43.0,31.4,15.9
1981,10.0,28.4,31.3,43.9,55.0,62.6,67.0,63.6,55.7,42.6,35.2,23.7
1982,8.6,18.5,27.7,38.5,54.6,58.5,66.3,61.9,57.5,45.4,38.2,28.8
1983,19.9,23.0,32.5,42.0,51.1,63.4,67.8,66.1,59.7,45.8,36.0,20.8
1984,14.9,28.3,24.0,42.3,51.3,63.1,66.5,67.5,54.5,47.7,35.0,27.6
1985,13.0,22.2,31.0,41.7,53.6,58.9,66.7,63.6,57.5,46.4,35.8,18.7
1986,19.6,17.8,31.5,45.4,55.2,59.1,64.8,63.1,54.3,45.0,31.7,25.0
1987,17.0,17.6,31.7,44.6,53.5,62.1,67.5,62.3,56.1,43.9,34.1,26.3
1988,16.2,20.4,29.4,41.3,54.8,60.5,69.1,67.6,55.0,42.3,35.9,20.2
1989,21.9,19.3,27.7,38.3,55.6,62.4,66.6,64.0,57.5,46.6,33.1,7.6
1990,26.0,22.2,31.4,42.5,50.2,62.5,67.0,66.6,56.7,49.5,36.8,28.1
1991,17.6,24.7,32.9,45.0,57.0,62.7,66.0,66.5,54.7,48.0,36.4,22.8
1992,18.7,21.5,26.1,39.1,52.5,60.9,62.9,63.3,56.8,42.5,32.8,24.5
1993,21.0,12.0,26.9,42.8,54.1,61.4,67.3,66.4,56.3,43.0,34.8,24.3
1994,8.7,14.8,29.1,41.9,51.3,65.0,69.9,63.5,55.4,46.7,38.7,27.5
1995,24.8,17.7,32.8,38.0,51.6,63.9,69.4,65.5,54.0,49.9,32.2,19.5
1996,17.8,19.6,27.4,41.0,50.9,63.2,65.8,65.7,58.2,44.8,31.6,29.6
1997,17.8,24.9,26.7,38.9,48.6,62.8,65.6,64.1,56.2,44.4,32.9,24.7
1998,23.2,27.8,32.7,43.8,57.6,61.4,66.9,66.3,58.6,47.2,36.1,30.1
1999,18.8,24.4,31.5,42.4,55.4,66.0,69.1,64.6,61.2,44.0,40.2,27.1
2000,16.9,22.8,35.5,41.3,52.7,61.6,63.7,63.7,56.2,46.2,36.1,19.2
2001,18.5,20.8,26.8,40.8,55.2,64.2,64.3,68.6,58.3,47.9,38.9,30.6
2002,26.6,25.0,30.9,44.0,50.6,60.6,67.5,68.3,61.2,43.7,33.3,22.7
2003,11.5,16.3,28.4,38.7,52.0,62.5,67.6,67.9,58.6,44.9,37.4,24.2
2004,10.3,20.7,32.4,42.4,55.2,60.0,65.9,65.7,58.5,46.0,35.7,23.0
2005,16.0,22.5,26.6,44.0,48.6,66.0,68.7,67.4,60.9,48.4,36.6,22.7
2006,26.4,22.5,30.1,44.1,53.7,63.8,70.0,63.8,56.9,45.6,41.0,31.5
2007,21.5,14.9,28.1,39.2,54.3,62.5,65.6,65.6,59.0,51.4,33.5,21.6
2008,22.0,22.2,27.3,44.0,51.4,63.9,68.3,63.8,58.4,45.0,35.5,24.4
2009,12.3,21.7,30.1,44.4,53.3,60.2,64.0,67.0,56.0,43.4,40.0,23.2
2010,21.1,25.3,37.0,46.7,56.7,63.0,70.4,66.0,60.1,46.3,36.1,23.1
2011,16.8,18.7,29.3,42.4,55.8,62.1,69.1,66.2,61.0,48.2,40.2,29.4
2012,22.7,26.9,38.9,44.2,57.0,62.1,68.9,68.2,57.5,49.7,34.3,28.7
2013,20.2,23.1,30.8,42.0,54.9,63.2,70.6,64.8,57.4,48.0,33.2,22.2
2014,16.5,18.1,21.6,41.6,54.0,62.8,67.9,64.0,57.8,49.8,33.8,28.7
2015,14.6,8.1,23.8,40.6,58.9,60.2,66.9,67.6,62.7,45.2,39.6,35.2
2016,22.9,25.6,35.2,40.2,54.8,62.6,68.5,68.2,60.5,48.0,37.9,24.4
2017,25.7,26.7,25.3,45.8,52.2,62.6,66.5,64.1,62.2,53.9,34.6,19.6
2018,18.3,27.0,30.3,38.0,57.3,61.4,69.9,69.2,61.1,45.0,31.2,24.7
2019,18.0,21.0,27.4,42.4,51.3,61.6,70.0,65.7,57.5,47.9,31.5,24.7
2020,25.2,24.2,34.2,39.6,53.4,64.0,71.1,66.5,58.5,47.0,38.5,28.0
2021,23.0,20.5,32.4,44.0,54.5,66.1,65.5,69.2,60.4,52.1,35.9,29.0
