date,January,February,March,April,May,June,July,August,September,October,November,December
1950,24.4,15.9,23.5,38.5,53.0,62.7,66.4,64.0,53.2,48.0,38.2,24.9
1951,21.5,23.5,30.4,42.8,53.1,60.2,66.4,63.1,56.8,47.2,30.7,22.0
1952,20.5,21.6,29.1,43.4,49.8,63.3,69.8,65.0,58.3,43.4,35.2,25.4
1953,23.6,23.5,31.5,42.3,54.7,63.1,67.2,63.3,57.7,47.7,38.7,29.4
1954,14.8,25.9,28.9,42.0,50.6,61.9,64.1,61.4,54.6,49.5,35.4,23.2
1955,16.8,21.6,27.7,43.2,56.5,62.0,70.6,68.2,55.7,46.5,32.6,14.9
1956,21.6,21.6,22.6,37.2,48.0,62.3,63.3,62.8,52.6,46.1,35.5,24.8
1957,10.3,23.0,30.4,43.3,53.1,64.5,64.9,61.0,58.2,46.3,37.3,28.4
1958,20.8,14.8,32.7,42.4,49.7,56.6,65.9,64.1,56.6,44.1,35.0,13.0
1959,16.6,14.3,27.0,41.9,56.3,60.7,68.7,67.3,59.6,46.1,34.7,25.4
1960,19.0,24.8,23.4,41.9,56.3,61.8,64.7,64.2,57.3,44.1,37.0,17.3
1961,10.8,20.6,28.7,39.3,50.7,61.7,65.7,64.7,64.0,48.9,36.0,23.1
1962,16.0,14.1,30.3,41.4,51.4,62.5,62.6,63.8,54.4,44.8,32.2,19.4
1963,17.2,13.5,29.4,40.0,52.2,62.8,68.1,61.7,53.4,50.9,38.9,14.1
1964,20.0,18.2,30.4,39.6,55.6,61.2,67.5,59.2,53.9,44.3,34.1,21.9
1965,14.7,17.6,27.8,38.3,55.2,60.6,63.5,64.5,56.8,44.4,31.8,24.4
1966,17.8,19.7,30.4,38.4,49.5,62.2,66.3,64.4,53.6,44.6,38.0,23.1
1967,22.4,13.9,24.6,38.4,45.8,64.4,67.7,65.1,56.4,46.9,30.2,23.9
1968,12.0,14.1,31.3,44.6,50.4,59.9,67.8,62.4,59.0,48.6,31.9,19.2
1969,18.2,21.0,26.7,41.4,51.1,62.4,64.9,66.3,57.5,45.2,36.1,21.8
1970,9.3,19.6,27.6,40.6,54.8,61.7,68.2,66.0,57.4,48.6,36.8,17.3
1971,10.9,20.1,27.0,38.1,51.9,62.4,66.1,64.6,59.9,51.5,31.4,23.0
