date,January,February,March,April,May,June,July,August,September,October,November,December
1950,37.3,30.9,34.3,44.2,61.2,67.4,70.2,68.5,62.6,56.0,35.8,24.0
1951,29.5,29.6,38.1,47.5,61.2,69.0,72.6,70.0,62.7,55.2,34.7,30.1
1952,32.6,33.0,37.2,50.0,59.0,73.4,75.6,70.8,63.9,47.7,42.1,33.5
1953,32.9,33.7,40.3,46.3,63.1,71.8,73.6,71.7,64.7,55.2,41.9,32.7
1954,29.3,36.7,35.9,55.2,56.0,71.3,72.6,70.3,66.8,54.6,40.2,30.4
1955,26.3,30.4,39.4,55.2,62.3,65.6,76.8,74.6,66.4,53.2,37.6,27.7
1956,25.2,32.5,36.8,46.7,59.3,69.0,71.6,70.5,61.1,56.4,40.7,37.8
1957,22.8,34.0,38.1,51.5,60.6,70.2,72.6,70.3,64.4,49.2,40.9,34.6
1958,26.0,22.4,35.2,50.2,58.8,64.9,72.5,69.5,63.9,52.3,42.7,21.8
1959,23.7,30.7,36.6,50.4,64.5,69.3,73.1,74.8,67.3,52.9,37.5,34.4
1960,30.3,27.9,25.4,53.3,57.9,67.6,70.2,72.3,67.0,52.8,42.2,23.6
1961,22.0,33.9,41.7,43.9,55.6,66.5,71.9,71.0,68.5,54.6,41.3,29.4
1962,24.1,28.4,35.7,48.2,66.2,69.7,70.8,70.7,61.1,54.0,39.6,24.6
1963,19.2,21.2,40.8,50.0,57.6,68.8,71.7,67.6,62.0,58.6,43.6,20.9
1964,28.9,26.6,38.5,51.3,63.1,69.6,73.5,69.2,64.3,49.4,44.0,32.1
1965,26.6,27.9,33.2,48.6,65.8,68.3,70.4,69.4,66.3,50.6,42.2,35.9
1966,22.0,28.6,40.3,47.4,55.5,69.6,74.3,69.6,61.4,49.3,41.4,30.2
1967,31.6,25.1,39.0,51.7,55.0,71.1,70.4,67.8,60.2,52.2,36.4,33.4
1968,22.1,23.7,40.0,51.4,56.8,69.1,72.3,72.2,64.8,53.0,42.2,29.1
1969,25.1,29.6,34.1,51.0,60.5,67.5,73.7,70.7,63.2,52.4,38.2,26.4
1970,19.2,27.3,34.7,51.3,63.4,69.2,72.6,71.5,68.1,55.0,41.4,33.0
1971,22.7,29.1,34.5,47.2,57.1,72.1,70.7,68.8,67.3,59.4,40.4,37.6
1972,27.4,26.6,36.1,48.4,61.3,64.2,72.2,69.9,65.3,48.9,38.5,33.5
1973,29.4,28.8,46.9,49.2,57.3,71.1,73.0,72.1,66.7,56.6,43.2,31.7
1974,31.1,28.8,40.8,51.7,59.0,66.1,72.5,70.9,60.3,50.3,42.1,31.2
1975,31.0,31.3,35.7,44.2,63.9,69.8,72.1,73.5,59.9,53.5,46.1,32.6
1976,23.1,36.8,45.0,50.8,57.6,69.8,71.1,67.6,60.9,46.8,33.6,23.7
1977,11.1,26.3,43.7,53.4,65.3,66.6,75.0,70.8,66.6,50.4,43.3,27.9
1978,18.0,15.6,32.7,49.3,58.7,69.2,71.9,71.4,67.9,50.0,43.0,32.0
1979,20.0,17.8,41.8,48.2,58.9,68.2,70.5,70.0,63.8,51.5,42.5,33.4
1980,27.0,23.2,34.8,47.9,60.9,66.2,74.0,74.3,66.2,49.0,38.6,29.7
1981,21.0,30.8,37.0,53.1,57.6,69.8,72.8,70.0,62.5,50.2,41.2,28.8
1982,19.8,27.0,38.4,45.4,65.7,65.5,73.2,68.0,62.8,54.6,44.1,39.4
1983,28.9,33.0,41.5,47.0,56.8,69.1,75.5,74.8,65.3,53.7,43.2,23.8
1984,21.5,36.0,30.8,48.3,56.6,71.7,70.2,71.7,62.1,57.8,39.6,38.0
1985,21.2,25.2,42.0,55.1,61.9,65.7,71.8,69.7,65.2,55.7,46.7,24.7
1986,27.3,30.6,40.6,53.0,62.1,69.1,74.0,68.9,66.8,54.8,40.1,32.2
1987,27.7,32.4,42.0,50.1,64.1,71.2,74.8,72.0,65.1,47.4,45.5,34.8
1988,24.9,27.8,38.9,49.0,61.1,69.2,75.7,74.4,63.4,46.4,42.8,30.7
1989,34.8,27.3,40.4,47.1,56.8,68.7,73.4,70.2,63.1,52.9,40.2,18.2
1990,36.2,36.2,43.8,49.8,57.3,68.0,71.6,69.9,64.3,53.4,45.5,35.9
1991,28.2,33.8,42.3,53.6,67.7,72.0,74.6,72.3,64.1,55.2,39.2,34.4
1992,29.7,35.0,38.8,49.5,58.2,65.0,71.6,67.2,62.8,50.3,42.3,33.0
1993,32.2,26.5,35.8,48.8,60.4,68.0,74.7,73.2,62.2,50.7,41.4,30.9
1994,19.6,27.7,37.9,51.9,56.1,71.4,73.0,68.8,63.1,53.2,46.4,36.5
1995,28.8,26.7,41.6,48.2,58.5,70.5,73.9,76.2,62.0,54.9,36.4,26.4
1996,25.3,28.8,33.5,48.3,58.7,70.0,70.5,71.4,63.5,53.4,35.6,35.4
1997,25.9,34.6,41.4,46.2,54.4,68.3,71.9,68.3,62.9,52.9,38.9,33.6
1998,35.6,38.7,41.8,51.2,65.0,69.1,72.0,72.7,68.0,54.2,43.9,36.9
1999,28.4,34.8,35.3,52.8,62.1,71.1,76.8,70.0,64.7,52.6,46.2,33.0
2000,26.2,35.6,44.9,49.7,62.9,69.8,69.9,69.7,63.2,55.9,40.1,21.6
2001,27.5,34.0,36.3,53.9,61.5,68.4,71.9,73.0,62.3,53.8,48.1,37.7
2002,34.1,35.0,39.2,52.6,56.7,71.4,75.7,74.2,68.3,52.0,40.4,30.8
2003,21.5,25.4,41.0,52.0,59.5,66.0,71.6,72.6,62.8,51.2,46.4,32.8
2004,23.5,30.2,42.6,51.0,64.5,67.9,71.4,68.6,66.1,53.6,45.2,31.5
2005,29.4,32.7,35.5,52.2,56.4,72.6,75.1,74.2,67.7,54.2,44.3,27.2
2006,38.8,31.4,38.9,54.3,59.1,67.6,74.2,73.3,61.9,50.5,44.2,38.3
2007,33.0,19.4,43.9,48.4,63.9,70.6,70.6,75.0,67.4,59.9,42.0,33.1
