date,January,February,March,April,May,June,July,August,September,October,November,December
2008,29.1,28.4,36.8,52.9,57.0,70.8,72.3,70.4,67.0,52.0,39.9,31.0
2009,20.8,31.4,42.3,51.1,61.1,69.0,68.5,71.0,64.6,50.0,46.1,30.6
2010,25.0,25.7,42.2,55.4,63.4,72.2,75.1,74.2,65.9,54.7,41.9,24.8
2011,23.5,30.5,39.6,52.1,61.7,70.4,77.3,71.9,64.2,52.7,46.9,36.9
2012,32.1,35.1,52.2,50.2,66.4,70.3,77.5,71.4,63.3,52.4,39.6,37.7
2013,30.5,29.2,35.0,50.6,63.2,69.5,72.5,70.2,64.5,54.3,39.0,32.0
2014,19.8,23.4,33.6,51.4,61.7,70.6,69.4,71.0,64.0,53.3,36.8,35.3
2015,24.4,17.3,35.9,51.5,65.0,69.8,71.6,70.1,68.4,54.4,47.3,43.7
2016,27.2,33.6,46.5,50.2,59.7,71.2,74.8,76.0,69.2,57.7,45.8,31.0
2017,34.6,40.5,40.4,56.6,60.1,69.6,73.0,69.7,65.8,57.4,41.8,29.2
2018,25.0,36.6,36.4,45.1,68.0,71.4,73.8,73.6,69.6,54.3,37.4,35.1
2019,27.4,33.0,36.8,52.3,62.8,68.8,75.9,71.8,69.8,56.5,37.4,36.2
2020,34.9,32.8,44.7,47.8,58.4,70.4,76.9,72.2,64.7,53.5,46.4,33.6
2021,30.9,25.2,44.8,51.4,58.8,71.5,73.0,74.7,66.9,60.3,40.6,40.2
