,Unnamed: 0,date,January,February,March,April,May,June,July,August,September,October,November,December,State
0,0,1950,35.8,30.2,35.6,45.3,62.8,69.0,71.4,69.6,63.8,57.9,35.4,22.9,Indiana
1,1,1951,28.8,29.5,37.5,48.1,63.1,69.5,73.4,71.2,63.0,56.0,33.9,29.5,Indiana
2,2,1952,31.8,34.2,38.4,51.1,60.5,75.8,76.8,72.0,64.8,48.8,42.3,33.6,Indiana
3,3,1953,32.0,34.6,41.2,47.3,63.7,74.9,75.2,73.4,66.4,57.0,42.4,32.0,Indiana
4,4,1954,29.5,38.5,37.1,56.0,56.9,74.2,76.3,73.0,68.7,55.1,41.1,31.3,Indiana
5,5,1955,26.7,30.6,40.1,56.8,63.1,66.6,78.7,75.7,67.8,54.2,37.6,27.7,Indiana
6,6,1956,26.4,32.3,39.2,48.5,61.9,71.6,73.2,72.4,63.6,58.7,40.7,36.9,Indiana
7,7,1957,22.3,35.2,39.4,52.4,61.5,71.2,74.5,72.1,64.3,50.4,40.6,35.5,Indiana
8,8,1958,27.1,22.6,35.5,51.5,60.6,66.4,73.0,71.5,65.1,54.1,43.2,22.8,Indiana
9,9,1959,23.4,30.4,38.2,51.8,65.6,71.4,73.9,76.4,67.9,53.3,35.9,35.4,Indiana
10,10,1960,30.0,27.7,25.4,54.4,58.5,68.6,71.9,73.5,69.3,54.0,42.3,25.0,Indiana
11,11,1961,23.5,33.9,42.8,45.5,56.6,68.3,73.3,71.5,69.3,55.2,41.1,28.8,Indiana
12,12,1962,23.0,29.7,36.3,49.5,68.0,71.0,72.2,71.9,62.3,56.2,40.6,25.5,Indiana
13,13,1963,18.0,21.4,42.4,52.9,59.2,70.9,72.8,69.1,64.4,60.8,44.2,19.3,Indiana
14,14,1964,29.8,28.3,38.9,53.3,65.1,72.1,74.2,71.1,65.5,50.3,44.4,30.4,Indiana
15,15,1965,27.4,28.2,32.7,51.6,67.2,70.3,71.9,70.3,66.5,52.6,43.2,36.7,Indiana
16,16,1966,22.1,29.0,41.2,48.3,56.7,70.5,76.8,70.5,63.0,50.2,42.4,31.1,Indiana
17,17,1967,30.4,25.0,41.0,53.2,57.3,71.5,71.2,68.3,62.4,52.9,37.2,33.0,Indiana
18,18,1968,23.1,24.9,41.2,52.4,58.1,71.2,74.0,73.3,65.0,53.6,42.2,29.5,Indiana
19,19,1969,24.1,30.4,34.4,52.3,61.7,68.5,75.0,71.6,64.5,53.1,37.8,28.2,Indiana
20,20,1970,18.6,27.6,35.9,52.6,64.4,69.8,73.4,72.1,68.6,54.9,40.4,33.4,Indiana
21,21,1971,22.5,28.5,36.0,49.8,57.7,74.1,71.4,69.9,68.2,60.9,41.8,37.9,Indiana
22,22,1972,26.0,27.5,38.3,49.8,63.2,66.5,73.2,71.8,66.9,50.4,38.7,30.3,Indiana
23,23,1973,29.6,30.3,47.5,50.3,57.8,72.1,74.7,72.9,68.0,57.9,44.1,29.8,Indiana
24,24,1974,29.2,30.3,42.5,52.8,60.1,66.8,75.0,71.8,60.7,51.9,42.2,32.2,Indiana
25,25,1975,31.2,30.6,36.1,47.0,65.0,71.2,73.2,74.6,61.1,55.0,46.3,32.6,Indiana
26,26,1976,23.3,37.5,46.2,53.0,58.1,70.5,73.1,69.3,62.5,47.9,33.8,24.4,Indiana
27,27,1977,10.1,27.3,45.2,55.9,68.1,69.0,76.7,71.6,67.6,51.0,43.2,26.8,Indiana
28,28,1978,16.9,15.3,33.0,51.4,59.5,71.0,73.7,71.9,68.9,51.2,44.0,31.8,Indiana
29,29,1979,16.8,17.6,41.2,48.6,59.8,70.4,72.0,71.3,64.7,53.3,41.3,33.9,Indiana
30,30,1980,27.5,22.8,35.1,48.5,62.3,68.5,77.0,75.9,67.1,50.4,40.0,31.1,Indiana
31,31,1981,23.0,31.1,39.2,55.5,57.8,71.9,74.2,71.4,63.7,51.3,42.8,27.6,Indiana
32,32,1982,18.5,25.3,39.3,46.2,66.9,66.2,74.6,69.7,63.9,54.7,43.3,39.8,Indiana
33,33,1983,29.5,33.8,41.6,46.9,57.9,71.0,77.7,77.2,66.4,54.9,44.3,20.5,Indiana
