,Unnamed: 0,date,January,February,March,April,May,June,July,August,September,October,November,December,State
34,34,1984,21.0,36.0,31.9,49.2,58.1,73.8,71.5,73.2,63.6,58.5,40.6,37.8,Indiana
35,35,1985,20.2,24.7,43.8,56.2,63.6,68.4,73.4,70.5,66.0,56.7,45.7,23.0,Indiana
36,36,1986,28.1,30.3,42.2,54.0,62.8,71.5,76.4,69.2,68.4,54.9,39.1,31.9,Indiana
37,37,1987,26.9,33.8,43.4,51.4,66.7,73.0,75.5,73.3,66.6,47.4,45.8,34.9,Indiana
38,38,1988,24.0,26.8,40.3,50.6,63.1,72.1,76.4,76.2,65.5,47.1,42.6,30.7,Indiana
39,39,1989,34.7,26.2,40.7,50.0,58.1,70.1,74.5,71.5,63.2,54.3,40.7,18.2,Indiana
40,40,1990,36.6,36.6,44.4,50.3,58.6,70.3,72.8,70.8,66.3,52.7,46.6,33.5,Indiana
41,41,1991,26.3,34.2,43.2,54.8,68.3,73.9,75.6,73.4,65.4,56.3,38.7,34.4,Indiana
42,42,1992,30.4,37.0,41.1,50.3,59.6,66.6,72.5,67.9,63.7,52.2,42.1,32.0,Indiana
43,43,1993,30.3,26.4,37.0,49.2,62.2,69.4,76.2,73.7,61.5,51.1,41.0,31.3,Indiana
44,44,1994,20.2,27.9,39.6,52.8,58.4,72.8,73.4,69.5,64.3,55.1,46.9,37.0,Indiana
45,45,1995,28.1,29.3,43.4,50.4,60.1,71.6,75.2,77.9,63.2,55.1,36.3,27.3,Indiana
46,46,1996,25.2,30.4,34.1,48.1,60.8,70.8,71.5,72.7,63.9,54.4,35.7,33.0,Indiana
47,47,1997,23.1,34.7,42.3,46.9,56.2,69.2,73.8,69.8,64.8,53.6,38.6,33.0,Indiana
48,48,1998,34.8,39.4,41.3,52.4,66.4,71.1,73.6,73.7,69.6,55.8,44.9,36.4,Indiana
49,49,1999,27.0,36.4,36.7,53.6,63.6,72.0,77.9,71.2,65.6,53.7,47.8,33.0,Indiana
50,50,2000,26.6,36.7,45.4,50.4,64.2,70.4,71.8,72.0,64.4,57.2,40.3,19.2,Indiana
51,51,2001,26.9,33.5,37.2,56.5,64.0,69.1,73.7,73.8,63.6,53.7,49.0,36.9,Indiana
52,52,2002,34.1,35.2,38.3,53.5,58.4,72.9,77.0,74.8,69.2,52.4,39.9,31.7,Indiana
53,53,2003,21.6,25.7,42.1,53.2,60.5,67.1,73.0,73.8,63.4,52.9,46.0,33.5,Indiana
54,54,2004,24.5,29.9,44.3,53.3,65.9,69.5,72.0,68.6,67.1,54.8,45.9,30.8,Indiana
55,55,2005,29.9,34.8,37.3,54.0,59.2,73.4,75.0,74.9,69.2,55.2,44.6,26.7,Indiana
56,56,2006,39.1,31.7,40.7,55.7,60.1,69.8,75.4,73.6,62.5,51.1,44.1,37.3,Indiana
57,57,2007,32.2,20.2,47.0,49.4,66.2,72.1,71.9,76.8,69.0,60.2,41.9,32.5,Indiana
58,58,2008,27.7,28.2,38.6,52.3,58.1,72.2,73.3,71.2,67.6,53.7,40.5,29.1,Indiana
59,59,2009,21.3,32.2,44.2,51.5,62.0,71.6,69.2,70.7,65.5,50.5,46.3,30.4,Indiana
60,60,2010,23.9,25.7,43.6,57.3,64.3,74.1,76.4,75.6,67.2,56.0,42.8,24.3,Indiana
61,61,2011,23.7,31.2,41.7,53.0,62.1,72.2,78.8,73.1,63.6,53.9,46.9,36.6,Indiana
62,62,2012,32.4,35.4,55.0,52.9,67.7,71.6,80.2,71.9,64.2,52.1,40.0,38.2,Indiana
63,63,2013,29.9,30.2,34.8,50.8,64.4,70.8,72.3,71.5,66.9,54.3,39.2,29.4,Indiana
64,64,2014,19.4,22.0,34.1,52.4,62.9,72.6,69.1,72.4,64.0,53.8,35.6,34.6,Indiana
65,65,2015,25.3,19.3,37.2,52.9,65.0,71.0,72.9,70.6,68.8,55.6,46.6,42.5,Indiana
66,66,2016,27.5,33.9,47.3,52.0,60.6,72.9,74.6,75.7,69.9,59.5,47.0,29.8,Indiana
67,67,2017,33.8,41.3,42.6,57.0,60.9,71.1,74.2,70.0,67.2,57.6,42.4,29.6,Indiana
68,68,2018,24.5,35.1,38.2,45.1,69.7,73.4,74.1,74.0,69.9,54.9,36.8,35.4,Indiana
69,69,2019,27.0,32.3,37.2,52.2,62.6,69.9,76.3,72.3,70.8,55.5,36.5,36.2,Indiana
70,70,2020,34.3,32.8,44.6,48.9,59.7,72.1,76.5,72.0,65.2,53.1,46.7,33.6,Indiana
71,71,2021,30.5,23.7,45.9,51.9,59.6,72.6,73.7,75.1,68.4,60.2,40.0,40.5,Indiana
