,date,January,February,March,April,May,June,July,August,September,October,November,December,State
34,1984,20.0,23.6,32.8,38.2,47.7,54.2,65.6,65.5,52.5,39.6,31.3,18.1,Idaho
35,1985,17.3,18.6,27.8,43.5,51.4,58.6,69.1,60.9,49.2,41.2,22.7,15.7,Idaho
36,1986,25.7,31.1,39.8,41.0,49.8,62.2,61.2,66.7,49.9,44.9,32.2,24.4,Idaho
37,1987,21.2,30.0,35.4,47.2,53.1,59.8,62.6,61.7,57.8,47.2,33.7,24.4,Idaho
38,1988,21.1,29.4,33.8,44.3,49.7,61.9,66.9,64.2,54.5,51.4,31.1,21.9,Idaho
39,1989,20.8,18.9,34.0,44.2,48.5,58.3,67.7,61.5,55.7,43.6,33.7,26.1,Idaho
40,1990,26.9,24.9,36.1,46.1,47.3,57.2,66.4,64.6,61.7,42.7,33.1,14.5,Idaho
41,1991,20.9,34.4,33.2,39.4,46.5,54.7,66.3,67.1,57.0,44.3,29.7,25.8,Idaho
42,1992,26.0,34.4,41.0,45.7,55.3,60.4,62.4,64.9,54.2,47.2,28.0,20.2,Idaho
43,1993,19.1,22.5,35.0,39.6,53.8,53.6,56.2,59.7,54.6,45.1,26.6,25.1,Idaho
44,1994,28.7,25.2,37.4,43.9,52.7,58.4,67.2,67.0,58.9,42.8,25.2,24.5,Idaho
45,1995,26.6,33.3,33.8,39.8,48.3,54.4,63.4,62.5,56.8,41.5,36.6,26.8,Idaho
46,1996,24.0,27.0,34.8,41.4,46.5,58.3,67.0,64.5,52.5,43.4,33.4,25.3,Idaho
47,1997,24.1,26.8,34.6,38.5,52.3,57.2,62.9,65.0,57.4,42.8,33.8,23.4,Idaho
48,1998,27.9,29.4,34.0,41.3,49.0,53.6,69.1,67.0,60.4,43.3,34.3,22.6,Idaho
49,1999,27.1,27.0,33.8,38.7,46.6,55.6,63.7,65.4,54.2,46.2,38.8,25.9,Idaho
50,2000,25.7,32.0,34.5,45.3,50.3,58.6,66.5,66.3,54.0,44.1,25.7,24.2,Idaho
51,2001,23.0,25.1,36.6,40.1,52.6,57.4,65.6,68.2,59.4,44.6,36.2,22.1,Idaho
52,2002,23.2,23.9,30.1,41.5,48.7,58.8,69.0,61.8,55.9,41.0,32.8,28.8,Idaho
53,2003,31.4,27.1,36.3,40.8,49.9,59.1,70.4,67.7,56.7,48.7,28.2,28.1,Idaho
54,2004,22.8,26.3,39.3,44.6,48.9,58.4,66.3,63.7,53.7,44.6,32.7,28.5,Idaho
55,2005,26.5,28.5,35.9,41.7,49.9,54.3,66.8,64.8,54.1,45.5,32.0,23.0,Idaho
56,2006,27.9,24.4,32.4,42.8,51.8,60.6,70.1,63.7,55.1,43.0,33.1,25.3,Idaho
57,2007,20.7,30.8,38.9,43.0,52.0,59.6,72.0,65.4,54.9,43.1,33.5,23.4,Idaho
58,2008,19.9,27.6,30.3,36.3,48.9,56.3,66.5,64.8,55.5,44.5,37.1,22.6,Idaho
59,2009,25.0,27.6,31.4,40.7,50.8,56.3,65.8,63.8,60.1,39.5,33.0,19.8,Idaho
60,2010,28.2,28.9,35.2,40.0,44.1,55.5,64.2,62.8,56.4,47.5,30.5,26.6,Idaho
61,2011,24.0,24.3,33.4,36.4,45.8,54.0,64.3,66.1,59.6,45.4,30.5,24.8,Idaho
62,2012,26.8,28.0,36.4,44.4,49.0,56.9,68.5,67.3,58.4,43.7,36.0,25.8,Idaho
63,2013,20.2,27.5,35.1,40.1,51.0,59.3,69.6,67.6,57.1,42.1,33.8,21.1,Idaho
64,2014,27.7,28.0,36.2,41.6,51.6,56.7,69.3,63.8,57.6,48.5,31.1,29.1,Idaho
65,2015,28.7,35.2,40.8,42.3,51.8,64.7,65.1,65.8,57.2,50.7,29.9,24.3,Idaho
66,2016,25.8,31.9,37.0,47.0,50.6,61.2,64.8,64.7,54.6,45.7,38.7,19.1,Idaho
67,2017,18.5,29.5,38.5,40.3,50.6,59.1,70.0,66.9,55.7,41.9,34.9,25.2,Idaho
68,2018,30.4,26.2,33.7,42.4,54.0,57.7,68.4,65.0,56.2,44.0,32.0,24.3,Idaho
69,2019,26.3,23.2,32.4,42.9,49.8,57.2,65.5,66.0,55.0,36.6,34.3,26.6,Idaho
70,2020,27.3,26.2,35.1,41.6,50.6,56.2,64.9,67.1,58.7,45.4,32.7,26.2,Idaho
71,2021,26.6,25.3,34.8,42.0,49.8,65.1,71.8,63.9,57.1,45.2,36.6,26.5,Idaho
