,date,January,February,March,April,May,June,July,August,September,October,November,December,State
0,1950,16.8,26.8,30.9,39.2,46.1,55.2,63.8,63.0,54.9,46.8,33.7,29.9,Idaho
1,1951,21.0,27.5,28.0,42.3,49.7,53.3,65.8,62.2,54.9,41.7,29.8,20.0,Idaho
2,1952,18.8,21.1,26.6,42.8,50.6,56.6,63.7,63.8,57.7,48.0,26.6,25.4,Idaho
3,1953,33.6,29.1,34.3,38.9,44.9,53.6,66.0,63.5,57.7,46.4,36.7,25.6,Idaho
4,1954,26.5,31.7,30.2,41.8,51.5,53.5,66.0,60.9,54.6,42.6,36.7,22.4,Idaho
5,1955,18.2,20.3,25.5,36.2,46.8,56.4,63.5,64.9,54.4,44.8,26.8,25.8,Idaho
6,1956,25.3,19.1,30.9,42.2,51.6,56.8,65.7,61.5,55.6,42.5,27.9,25.0,Idaho
7,1957,13.9,27.3,33.5,40.2,50.9,57.2,64.5,62.7,56.5,43.0,27.8,27.3,Idaho
8,1958,23.1,32.9,31.0,38.6,55.7,58.6,64.3,66.9,54.6,46.2,31.4,30.5,Idaho
9,1959,26.4,27.3,32.4,42.1,45.2,59.3,65.9,61.8,52.4,43.8,30.4,24.6,Idaho
10,1960,18.6,22.1,32.2,41.6,47.6,58.7,69.1,60.9,57.2,43.9,32.1,23.3,Idaho
11,1961,24.8,32.5,34.2,39.8,49.9,62.8,67.3,68.1,50.0,41.9,29.0,22.4,Idaho
12,1962,16.7,26.3,28.9,43.9,47.6,56.7,62.9,61.5,56.1,45.8,34.4,28.4,Idaho
13,1963,17.1,35.3,34.0,38.4,51.1,54.8,63.1,64.3,59.7,48.7,33.3,22.1,Idaho
14,1964,20.4,20.4,26.2,37.9,47.7,54.5,65.9,60.7,52.1,45.6,30.8,25.0,Idaho
15,1965,26.4,27.8,28.2,42.2,46.5,55.6,64.0,61.8,48.6,47.3,36.1,25.2,Idaho
16,1966,24.9,25.2,32.5,40.4,52.5,55.8,65.5,63.7,58.9,42.7,34.6,25.1,Idaho
17,1967,28.3,29.5,32.7,36.4,48.3,56.1,66.8,67.1,59.6,44.0,33.5,20.8,Idaho
18,1968,21.7,31.1,36.8,37.7,47.7,56.7,66.0,59.3,53.6,42.8,31.2,23.1,Idaho
19,1969,23.9,24.7,28.6,42.3,52.9,56.5,64.1,65.0,56.5,39.0,32.7,26.8,Idaho
20,1970,26.4,32.2,31.7,35.0,48.8,58.7,65.7,65.7,49.9,39.9,33.1,22.6,Idaho
21,1971,25.2,27.5,29.4,39.4,49.8,54.8,64.5,67.4,50.0,41.0,30.6,20.8,Idaho
22,1972,21.5,27.2,36.7,38.5,50.1,58.3,63.3,65.1,51.0,43.8,31.7,18.4,Idaho
23,1973,20.7,26.9,32.4,38.9,50.4,57.2,65.4,64.1,54.0,44.2,31.2,28.0,Idaho
24,1974,20.7,27.5,33.2,40.6,46.8,61.1,65.2,62.1,55.8,44.9,33.7,24.9,Idaho
25,1975,21.4,24.4,30.3,34.2,45.6,54.1,68.1,60.2,55.3,43.2,29.4,27.8,Idaho
26,1976,24.3,25.7,27.4,39.4,51.1,54.4,65.5,60.1,56.2,42.9,33.7,25.0,Idaho
27,1977,19.0,29.2,30.8,44.6,45.7,61.7,64.0,63.9,53.7,44.4,31.0,27.9,Idaho
28,1978,27.6,29.6,37.4,41.1,46.3,56.4,64.2,61.2,53.4,45.1,28.4,17.6,Idaho
29,1979,11.2,26.4,33.5,39.8,50.0,57.8,65.3,63.8,58.4,46.5,27.3,28.4,Idaho
30,1980,21.7,31.1,32.4,43.9,49.2,54.9,64.4,60.2,55.2,44.1,32.9,29.1,Idaho
31,1981,29.2,29.3,36.5,42.3,48.1,55.4,63.8,66.7,56.6,41.6,35.0,27.6,Idaho
32,1982,20.8,22.7,33.5,36.2,47.0,57.1,62.9,65.1,53.9,41.9,28.0,23.5,Idaho
33,1983,28.4,30.5,36.0,37.8,48.2,55.6,61.8,66.3,54.0,45.2,33.4,17.3,Idaho
