date,January,February,March,April,May,June,July,August,September,October,November,December
1950,16.4,28.2,31.2,42.8,55.4,68.0,69.1,68.2,60.8,54.8,33.9,27.2
1951,21.9,29.7,29.5,43.4,58.3,61.9,71.2,70.7,58.2,48.6,32.8,19.8
1952,23.9,31.0,29.7,47.7,58.1,74.2,74.6,72.5,65.5,48.8,33.0,24.5
1953,28.6,29.1,39.4,42.6,56.4,72.4,74.9,73.1,65.0,55.2,38.7,27.4
1954,22.1,40.2,31.5,51.3,54.9,70.3,79.1,73.0,66.4,49.1,41.3,30.0
1955,22.0,20.0,33.5,53.4,62.1,64.7,78.9,76.8,65.1,52.3,29.4,20.7
1956,21.4,23.5,36.1,43.1,60.8,73.9,73.6,72.4,64.4,56.1,35.1,30.9
1957,15.4,31.1,34.7,44.5,56.1,66.6,77.0,73.5,59.8,48.9,34.7,33.2
1958,26.8,22.9,27.2,45.5,61.9,66.5,70.2,73.3,64.5,52.5,37.5,25.5
1959,20.9,22.8,36.7,46.9,58.3,71.7,72.2,75.7,61.1,46.6,30.6,32.2
1960,19.5,18.2,25.8,49.4,57.7,66.7,73.5,72.7,64.4,52.3,37.4,25.8
1961,24.9,31.5,37.4,43.4,55.7,68.7,73.6,73.1,58.4,51.0,34.1,20.9
1962,19.1,25.7,29.6,49.1,63.6,66.7,71.7,71.7,60.4,53.0,39.5,27.7
1963,12.1,30.5,40.0,50.6,60.1,72.4,76.8,72.9,65.9,59.4,39.7,20.4
1964,27.8,26.4,31.5,48.0,62.1,67.7,77.6,69.1,61.9,51.0,36.6,23.4
1965,25.4,23.5,24.2,50.4,60.8,67.3,73.2,70.6,54.2,53.7,39.2,31.0
1966,16.3,22.5,39.2,43.8,59.3,68.4,78.0,68.5,61.7,50.7,36.2,24.8
1967,25.4,28.4,40.8,49.8,53.9,65.2,71.8,69.8,61.5,50.8,35.2,23.7
1968,22.4,27.4,41.6,47.0,54.0,70.1,73.3,71.4,61.5,52.3,35.1,20.1
1969,16.7,25.4,28.0,51.0,60.6,63.8,74.7,73.9,65.4,44.0,38.3,26.6
1970,19.0,31.8,31.1,46.0,62.2,69.0,75.1,75.0,61.8,46.7,35.3,26.0
1971,20.5,24.3,34.2,48.8,55.8,71.6,70.7,73.0,61.3,51.7,37.4,27.0
1972,20.1,28.0,40.7,47.2,58.5,69.3,71.3,70.8,62.2,47.8,31.6,18.9
1973,22.7,28.8,40.0,46.0,56.4,69.3,73.4,74.7,59.5,53.3,35.8,24.0
1974,18.4,31.8,40.3,49.7,60.0,67.8,78.6,68.3,58.9,53.4,37.0,26.7
1975,24.6,22.0,31.0,45.1,59.3,66.7,75.4,73.8,59.9,52.9,34.4,27.7
1976,22.6,35.8,36.6,50.6,57.0,68.6,75.3,73.2,63.2,46.0,31.6,27.1
1977,15.7,33.0,38.3,52.8,64.1,71.8,76.2,69.4,64.4,51.0,36.2,24.8
1978,11.9,15.4,34.9,48.7,57.8,69.4,74.6,71.3,66.6,50.8,33.6,18.5
1979,7.8,17.3,36.1,47.3,56.2,67.9,73.0,71.0,65.9,52.0,31.6,32.1
1980,22.3,24.4,32.7,48.7,58.8,71.0,78.2,73.6,64.8,49.6,39.5,30.4
1981,29.3,29.8,40.3,55.7,56.0,70.2,74.2,70.5,63.9,49.1,40.6,26.0
1982,14.8,25.5,35.8,45.2,58.5,63.5,74.9,72.5,61.9,49.9,33.4,28.5
1983,27.5,32.6,36.4,41.8,54.2,66.3,76.3,78.6,65.0,51.6,36.7,7.9
1984,22.6,33.0,32.9,43.7,57.4,69.1,74.1,75.1,59.7,48.8,37.5,25.0
1985,19.2,23.2,40.7,52.5,62.2,66.1,74.6,69.5,60.0,49.4,24.6,19.1
1986,31.6,26.6,43.7,49.2,58.7,71.6,75.3,69.7,62.5,50.4,34.2,29.5
1987,28.9,35.4,36.5,51.7,63.2,71.0,75.6,69.8,61.8,47.5,39.7,28.4
1988,17.4,25.5,38.2,48.2,62.1,74.8,74.2,74.0,62.9,48.9,38.4,30.5
1989,31.1,17.2,35.2,51.0,59.0,66.0,75.2,72.0,61.0,51.4,37.2,19.5
1990,31.9,29.8,39.2,48.0,55.9,71.0,72.5,72.7,67.0,50.8,40.2,20.9
1991,19.9,36.4,40.1,49.8,61.0,71.6,74.3,73.1,63.7,49.5,30.5,31.5
1992,31.5,36.8,41.9,48.6,59.7,65.2,68.1,66.9,62.5,50.8,32.3,22.8
1993,18.2,19.1,35.9,45.5,58.1,65.3,70.8,70.7,57.7,48.9,31.8,29.9
1994,21.8,21.0,40.8,48.2,62.1,71.1,70.7,71.8,64.5,52.2,37.6,29.0
1995,24.8,33.5,37.0,43.5,52.6,66.6,74.0,76.1,61.3,49.6,36.0,27.7
1996,19.0,29.8,31.0,47.3,56.4,69.5,71.8,70.6,60.3,50.8,30.0,22.8
1997,21.2,29.4,40.2,42.4,55.2,69.4,74.2,71.1,64.9,51.6,34.6,29.4
1998,26.6,35.2,31.8,47.4,61.9,65.0,75.3,73.4,69.1,51.7,40.6,29.3
1999,26.4,37.0,39.2,47.1,58.2,66.9,76.1,71.8,60.3,51.2,45.0,32.5
2000,28.6,35.0,41.9,48.7,61.6,67.6,75.2,76.4,64.5,52.7,28.2,18.7
2001,27.5,22.0,35.8,50.6,59.8,68.5,77.1,73.9,63.6,51.0,43.9,30.3
2002,29.5,31.8,30.1,49.9,56.0,73.9,78.3,73.0,64.3,44.4,37.1,31.8
2003,26.9,25.0,38.7,50.5,57.4,66.1,76.4,75.5,61.1,54.6,34.7,30.5
2004,24.0,26.3,43.1,50.5,60.4,65.2,71.7,68.5,66.2,52.3,38.7,30.8
2005,23.1,34.4,39.4,49.7,57.8,70.0,75.9,72.6,67.5,51.9,41.1,25.0
2006,37.1,28.1,36.8,53.3,61.2,71.8,77.5,72.9,58.8,48.0,37.6,30.2
2007,21.6,23.1,45.6,46.4,62.1,69.2,76.1,75.6,64.7,53.6,39.5,22.0
2008,21.3,26.2,37.4,44.6,56.3,67.5,75.0,71.4,62.2,50.2,38.9,21.3
2009,25.5,31.8,37.4,46.1,59.1,66.8,70.2,69.4,61.8,42.3,42.2,18.6
2010,22.1,23.0,39.7,51.7,56.3,69.6,74.5,74.8,63.6,54.0,36.7,26.1
2011,20.4,24.5,37.1,47.5,56.0,68.2,77.7,73.9,60.6,52.7,38.2,28.6
2012,30.4,29.3,50.8,53.5,62.3,73.4,80.0,73.0,64.1,48.2,40.0,27.6
2013,25.5,28.8,34.8,42.5,58.5,68.8,73.2,73.8,68.0,48.8,36.0,22.8
2014,25.4,20.8,35.4,48.3,58.5,68.1,71.2,72.2,62.9,53.2,32.2,28.0
2015,27.2,26.1,42.9,50.5,56.2,69.8,73.4,70.9,68.6,54.3,40.1,29.7
2016,26.0,35.0,43.9,49.9,57.2,73.3,74.2,71.8,65.0,55.4,44.3,23.8
2017,24.8,35.4,42.2,49.7,57.0,70.7,76.8,69.0,65.0,51.0,39.9,26.6
2018,23.0,21.7,38.5,41.2,63.8,72.2,73.4,70.8,65.7,47.2,33.5,28.1
2019,26.4,17.2,31.7,49.2,53.5,68.0,74.5,71.5,68.3,44.2,35.2,30.2
2020,27.2,29.6,41.1,46.1,56.8,73.5,75.3,74.0,62.7,46.4,42.6,31.3
2021,29.2,16.5,42.6,47.0,57.9,72.8,75.0,74.3,67.6,53.2,42.6,33.8
