,date,January,February,March,April,May,June,July,August,September,October,November,December,State
17,1967,26.6,28.8,39.0,43.9,49.5,58.3,66.7,63.6,56.9,48.0,35.0,20.9,Colorado
18,1968,22.9,28.8,34.8,38.8,49.2,62.7,66.2,62.2,55.5,47.8,31.4,23.3,Colorado
19,1969,28.6,27.9,27.2,45.6,54.7,57.6,68.3,67.7,58.8,39.1,33.1,27.6,Colorado
20,1970,24.9,32.4,29.8,37.9,53.5,60.2,67.4,67.5,54.9,41.1,34.5,27.5,Colorado
21,1971,26.0,26.7,33.3,42.1,49.6,62.7,66.3,65.8,53.8,45.1,33.1,24.3,Colorado
22,1972,24.7,31.0,40.0,44.3,51.8,62.9,66.0,64.5,57.0,46.9,26.9,19.2,Colorado
23,1973,19.4,25.7,32.5,37.4,50.5,60.5,65.3,66.0,54.8,47.8,34.8,25.8,Colorado
24,1974,19.6,25.2,38.2,41.8,55.1,62.6,67.7,62.7,55.1,48.4,33.7,22.9,Colorado
25,1975,23.1,25.1,32.4,39.3,49.5,58.9,67.0,64.8,55.6,47.1,31.5,27.8,Colorado
26,1976,23.8,32.9,32.3,43.5,51.7,60.5,68.0,64.2,56.9,42.9,32.9,26.8,Colorado
27,1977,21.6,30.7,32.3,45.1,53.6,65.3,68.3,65.6,59.7,48.0,35.3,29.9,Colorado
28,1978,23.4,25.2,37.4,44.8,49.9,62.2,68.6,64.2,58.4,48.0,33.9,18.4,Colorado
29,1979,14.7,25.4,33.9,42.8,50.2,60.4,67.2,63.9,60.0,48.9,27.2,27.3,Colorado
30,1980,24.1,29.3,31.3,40.1,49.7,63.6,69.6,65.8,58.6,45.4,34.9,34.8,Colorado
31,1981,30.8,30.5,34.9,48.3,50.8,64.5,68.1,64.6,59.5,46.1,38.2,28.5,Colorado
32,1982,24.2,25.7,35.6,41.3,50.6,58.4,66.8,66.9,57.3,44.0,31.9,26.4,Colorado
33,1983,27.8,30.5,34.0,37.0,48.0,58.3,67.8,68.6,60.2,48.0,33.8,18.9,Colorado
34,1984,19.3,26.1,31.8,37.8,54.2,60.3,68.0,66.2,57.0,41.4,34.7,27.4,Colorado
35,1985,21.6,22.9,35.6,45.4,53.7,62.2,67.5,66.0,54.3,45.8,30.3,24.2,Colorado
36,1986,31.7,31.5,40.8,44.7,51.5,63.0,66.4,65.6,55.2,44.9,34.1,26.3,Colorado
37,1987,24.9,30.4,32.4,45.2,53.0,62.8,67.1,64.0,56.7,48.1,34.2,24.2,Colorado
38,1988,19.0,27.5,32.7,43.8,52.4,65.1,67.9,66.9,56.3,49.7,34.5,25.4,Colorado
39,1989,24.9,22.2,39.1,46.4,54.2,59.8,68.8,64.5,57.6,46.6,36.6,23.8,Colorado
40,1990,26.4,27.7,36.6,45.1,50.5,65.3,66.0,64.8,61.2,46.7,36.6,20.3,Colorado
41,1991,21.9,32.5,34.9,41.9,53.5,62.5,66.5,65.5,57.5,47.4,30.5,25.9,Colorado
42,1992,24.7,31.9,38.1,48.2,54.6,59.7,64.4,63.4,58.6,49.1,28.4,22.1,Colorado
43,1993,23.7,25.3,36.1,42.1,52.6,60.2,66.0,63.9,55.3,44.8,29.2,26.8,Colorado
44,1994,26.8,26.2,38.3,43.4,55.3,66.2,67.5,67.8,59.1,46.0,32.1,29.5,Colorado
45,1995,27.0,34.4,36.2,39.8,47.2,58.5,65.5,68.8,57.4,45.8,38.0,29.4,Colorado
46,1996,24.4,30.8,33.8,43.7,55.5,63.4,68.1,66.1,55.7,46.0,34.6,27.2,Colorado
47,1997,24.7,27.2,38.3,38.4,52.6,62.2,67.2,65.0,59.8,45.9,32.2,24.6,Colorado
48,1998,28.2,29.5,33.7,41.0,54.4,59.4,69.0,66.2,62.5,47.0,37.6,26.5,Colorado
49,1999,29.8,33.3,39.3,40.1,50.4,60.5,68.3,65.5,55.4,48.0,41.2,27.9,Colorado
50,2000,29.1,34.3,36.6,46.4,56.1,63.0,69.8,69.0,59.4,47.4,27.2,25.7,Colorado
51,2001,24.7,28.2,36.0,45.9,53.9,63.9,70.2,66.9,60.3,47.9,37.9,26.4,Colorado
52,2002,25.4,27.1,32.0,47.3,53.4,67.1,71.0,66.8,58.4,43.2,33.7,27.6,Colorado
53,2003,31.6,26.3,36.6,45.3,53.8,60.1,72.4,68.4,56.7,51.5,33.0,28.6,Colorado
54,2004,26.2,26.3,41.8,44.4,54.8,60.8,65.9,63.2,57.7,46.8,33.8,28.4,Colorado
55,2005,30.2,31.3,35.2,43.4,53.2,60.9,70.0,65.0,60.2,48.3,37.5,26.0,Colorado
56,2006,29.9,28.0,34.9,47.1,55.6,65.7,69.6,65.6,53.5,44.9,36.5,26.8,Colorado
57,2007,19.4,27.7,40.5,43.3,53.5,62.8,69.7,68.8,59.7,48.3,38.0,22.4,Colorado
58,2008,20.9,27.6,33.9,40.9,51.0,61.6,69.2,65.7,57.3,47.6,38.3,25.3,Colorado
59,2009,28.3,32.2,37.1,42.0,54.5,59.8,66.9,64.8,57.6,40.8,37.8,20.4,Colorado
60,2010,26.1,24.6,35.2,43.6,50.1,64.0,68.6,66.5,61.2,49.2,33.6,31.1,Colorado
61,2011,24.0,24.2,37.7,43.0,49.3,62.9,70.0,69.2,58.5,47.1,34.9,24.4,Colorado
62,2012,29.4,27.4,41.9,48.2,55.4,67.9,70.6,67.7,59.5,46.5,39.4,25.9,Colorado
63,2013,22.9,25.7,35.0,39.8,52.8,65.6,68.5,67.0,60.7,44.2,35.2,23.7,Colorado
64,2014,26.4,27.6,36.3,43.3,52.4,62.5,68.4,64.6,60.0,49.9,33.4,27.9,Colorado
65,2015,29.2,32.1,40.6,44.8,49.8,64.9,66.6,66.9,62.6,51.4,34.6,25.8,Colorado
66,2016,25.6,32.4,37.9,43.7,50.8,66.4,69.2,64.5,59.7,51.8,40.2,25.2,Colorado
67,2017,25.3,35.4,42.5,44.3,51.5,64.8,69.4,64.7,59.1,46.7,41.3,30.1,Colorado
68,2018,29.7,28.6,37.8,44.0,57.2,66.5,70.0,66.2,61.9,45.0,32.5,26.6,Colorado
69,2019,26.0,24.9,33.8,45.5,47.9,60.6,69.1,68.3,62.9,40.9,35.2,28.1,Colorado
70,2020,27.4,26.4,38.8,43.4,55.6,65.0,69.3,70.1,58.8,47.1,38.5,26.7,Colorado
71,2021,26.7,24.7,35.8,43.1,52.9,65.7,70.0,67.4,62.4,47.8,40.7,32.3,Colorado
