,date,January,February,March,April,May,June,July,August,September,October,November,December,State
0,1950,24.1,31.1,33.0,43.2,49.3,61.4,64.1,62.6,55.8,52.4,35.0,30.5,Colorado
1,1951,23.1,28.8,31.7,40.7,52.4,57.0,67.9,65.0,56.4,45.0,30.3,23.3,Colorado
2,1952,25.1,25.8,28.0,42.9,52.2,65.2,67.1,66.0,59.0,47.9,28.2,23.6,Colorado
3,1953,31.4,26.9,36.6,39.4,48.5,64.2,68.6,64.5,59.3,48.1,36.1,24.0,Colorado
4,1954,28.7,36.4,31.6,47.7,52.8,63.2,70.2,65.6,60.1,47.8,37.8,26.3,Colorado
5,1955,21.9,20.6,31.6,42.4,52.1,58.8,68.4,67.0,58.6,48.2,31.0,29.3,Colorado
6,1956,29.3,22.2,33.7,41.4,55.2,65.7,66.3,63.4,59.7,48.6,29.3,26.2,Colorado
7,1957,22.2,32.9,33.5,38.9,48.6,60.0,67.1,65.3,55.3,46.4,29.5,29.7,Colorado
8,1958,24.8,31.3,28.3,39.4,55.6,63.0,65.2,67.1,58.8,47.6,34.7,30.2,Colorado
9,1959,24.8,26.7,32.6,41.8,52.2,64.4,66.6,66.2,55.7,44.0,32.8,29.3,Colorado
10,1960,21.4,19.3,32.9,44.8,51.5,62.4,66.7,66.2,59.4,46.6,35.1,24.2,Colorado
11,1961,24.4,29.8,34.1,40.6,52.2,62.5,66.3,66.0,52.5,45.6,30.6,21.7,Colorado
12,1962,18.4,29.9,29.6,45.5,53.5,60.1,65.6,65.3,57.4,49.1,37.2,29.0,Colorado
13,1963,16.7,32.1,33.7,44.4,55.5,62.4,69.7,65.7,60.9,52.8,36.7,23.6,Colorado
14,1964,23.3,21.3,27.7,40.9,53.0,60.1,69.8,64.1,56.9,48.0,32.9,25.1,Colorado
15,1965,28.1,24.8,25.5,43.9,51.4,58.8,66.5,63.0,51.9,48.9,38.6,28.7,Colorado
16,1966,20.3,22.1,36.2,42.1,54.2,61.4,69.8,64.1,58.0,45.8,37.0,24.4,Colorado
