date,January,February,March,April,May,June,July,August,September,October,November,December
1950,6.6,-7.3,16.3,23.5,37.0,48.2,53.6,52.0,41.7,26.9,9.4,5.0
1951,-7.1,2.2,1.8,26.6,39.7,48.8,53.2,50.6,41.2,24.0,17.7,3.2
1952,-4.1,3.5,9.9,19.8,32.3,47.6,51.9,48.8,38.7,29.3,21.5,5.8
1953,-5.0,5.8,7.2,27.2,40.0,51.6,54.0,49.4,40.6,24.3,11.9,5.6
1954,-3.3,-6.2,13.2,21.3,39.5,48.6,50.9,50.1,40.6,29.5,17.7,-7.3
1955,8.4,-2.3,10.7,17.6,35.8,45.2,52.6,47.4,39.7,22.4,2.2,-0.2
1956,-6.3,-2.8,7.8,22.5,37.9,47.4,52.8,49.0,39.2,19.2,2.9,-7.7
1957,9.9,3.0,14.9,27.4,39.2,52.9,52.7,52.5,40.8,29.7,19.4,-3.6
1958,4.0,7.4,17.0,27.2,37.2,51.2,53.4,50.0,40.0,20.5,10.9,5.3
1959,-2.6,13.5,-1.2,20.1,38.5,50.7,48.9,49.5,40.0,24.8,14.4,-1.2
1960,4.7,11.7,8.7,17.6,41.0,47.3,52.8,48.8,38.3,25.8,9.0,14.9
1961,9.7,-0.4,3.4,20.3,40.0,48.3,51.0,48.6,41.0,21.8,8.7,-7.9
1962,3.3,13.0,10.4,22.9,35.0,48.3,54.6,51.2,38.4,27.6,12.6,4.8
1963,10.7,8.5,9.6,21.6,39.6,46.0,51.8,49.2,42.6,24.7,1.7,12.7
1964,-0.1,2.6,3.2,19.1,31.7,49.5,52.2,49.3,41.5,27.7,11.3,-8.9
1965,-1.8,-4.4,23.0,24.8,33.1,46.3,51.1,47.8,43.4,18.7,14.6,-0.2
1966,-2.2,4.6,1.3,20.8,33.9,49.7,51.8,48.5,41.9,23.0,12.3,-0.5
1967,1.0,4.3,15.1,26.3,37.9,50.2,52.0,50.5,41.4,24.5,15.4,6.1
1968,2.4,2.5,14.6,21.3,37.5,48.5,55.0,51.8,38.4,23.4,12.1,-2.9
1969,-4.9,3.2,13.6,27.4,40.5,51.6,51.1,44.8,42.5,31.5,8.6,14.5
1970,-6.2,12.6,16.9,22.0,38.6,47.6,51.0,48.0,36.5,18.9,16.1,0.9
1971,-11.8,-1.0,1.0,18.3,34.0,49.4,52.0,48.8,39.6,23.9,9.1,4.0
1972,-4.5,-2.0,-1.1,14.9,36.5,47.4,54.9,51.7,38.7,27.3,13.5,5.4
1973,-6.3,5.8,8.7,24.1,37.5,47.9,51.0,47.6,40.9,23.8,7.6,6.6
1974,-2.4,-8.0,8.7,23.8,39.1,47.6,52.1,51.5,44.3,22.0,7.9,-2.6
1975,-4.5,1.0,10.6,19.8,37.1,46.7,52.9,49.1,39.4,23.9,2.7,-2.4
1976,1.0,-4.0,9.7,23.1,36.6,48.2,52.5,51.7,41.7,24.8,18.6,5.9
1977,17.4,15.1,5.6,18.2,36.6,49.6,54.3,54.5,42.4,26.1,4.2,-0.1
1978,12.8,10.2,13.7,26.5,39.5,46.9,53.4,52.1,42.6,24.0,17.0,10.2
1979,10.3,-7.6,14.2,25.3,40.9,48.4,53.5,52.8,42.4,31.0,22.5,-2.7
1980,-1.7,12.7,15.8,26.2,39.6,48.3,52.8,48.0,38.8,28.4,16.0,-7.5
1981,20.1,9.0,21.9,24.4,43.0,48.8,50.9,48.7,38.8,26.7,13.6,4.5
1982,-1.4,5.1,12.8,19.3,35.2,48.9,52.6,49.6,41.5,19.2,11.2,9.5
1983,-1.0,7.6,13.2,26.7,39.2,50.2,53.6,47.7,36.8,22.0,16.3,10.0
1984,3.1,-7.0,17.9,19.3,36.2,50.4,52.0,48.0,42.1,25.6,8.6,6.8
1985,18.8,-0.2,12.8,12.6,35.9,46.8,53.4,49.0,39.7,20.7,8.7,17.3
1986,5.8,10.7,8.1,16.9,36.9,50.0,53.2,47.6,41.6,25.9,10.9,15.5
1987,8.6,8.3,13.3,22.7,38.4,49.0,53.7,51.1,38.7,30.2,12.2,4.2
1988,7.6,8.9,13.8,24.8,40.3,50.2,54.5,49.8,39.9,20.6,5.3,9.8
1989,-11.9,14.8,10.8,28.4,37.4,49.7,54.5,52.7,43.5,26.0,4.1,11.2
1990,-1.5,-11.4,15.8,29.8,42.7,50.8,55.3,52.2,40.1,24.0,4.7,2.2
1991,4.0,4.5,12.0,26.8,40.7,51.5,52.3,48.6,43.4,26.6,9.9,3.3
1992,6.5,0.3,12.8,22.6,33.9,50.6,54.6,49.6,31.6,20.9,13.8,3.2
1993,3.2,10.6,16.7,30.4,42.2,51.5,56.8,50.1,39.7,29.9,15.8,11.9
1994,7.4,4.1,9.0,25.6,40.3,49.4,54.4,51.8,39.8,22.8,6.9,2.8
1995,5.0,8.4,6.5,30.0,42.7,49.8,53.8,49.6,45.9,27.0,9.0,5.6
1996,-2.4,4.0,17.7,23.7,40.4,49.6,53.6,47.4,37.3,17.1,11.6,0.9
1997,-0.3,15.1,7.7,27.5,41.0,52.2,55.4,52.2,44.6,20.3,18.1,3.7
1998,0.6,10.4,20.2,30.6,39.2,49.9,54.8,47.7,41.6,27.4,15.0,3.8
1999,-3.3,-3.7,9.1,23.6,37.4,51.0,53.2,51.1,41.9,22.8,8.0,-2.6
