date,January,February,March,April,May,June,July,August,September,October,November,December
1950,0.53,0.91,0.49,0.03,0.09,0.32,2.84,0.82,0.78,0.03,0.14,0.02
1951,1.34,0.46,0.50,1.42,0.43,0.00,1.48,4.22,0.53,1.36,0.95,1.81
1952,1.71,0.34,2.27,1.69,0.07,0.64,1.60,1.75,1.24,0.00,1.97,0.99
1953,0.25,0.56,0.92,0.54,0.11,0.18,3.00,1.74,0.01,0.22,0.39,0.24
1954,1.25,0.55,2.40,0.05,0.48,0.52,2.46,1.84,1.37,0.37,0.12,0.31
1955,1.91,0.49,0.09,0.15,0.16,0.73,2.91,3.49,0.08,0.26,0.50,0.51
1956,1.01,0.58,0.04,0.36,0.14,0.31,1.80,1.02,0.07,0.51,0.02,0.18
1957,2.82,0.63,0.89,0.50,0.94,0.52,1.78,2.63,0.05,2.62,0.91,0.46
1958,0.25,1.70,2.39,1.00,0.40,0.39,1.13,2.17,2.52,0.99,0.69,0.03
1959,0.25,1.31,0.01,0.39,0.11,0.36,1.76,3.12,0.27,2.03,0.71,2.71
1960,1.55,0.79,0.49,0.24,0.27,0.18,0.92,1.31,1.11,1.85,0.49,0.66
1961,0.72,0.14,1.20,0.19,0.07,0.17,1.61,2.87,1.10,0.93,0.65,1.71
1962,1.44,1.25,0.76,0.04,0.12,0.33,1.05,0.62,1.96,0.82,0.72,0.96
1963,0.64,1.18,0.64,0.44,0.01,0.03,0.82,3.88,1.38,1.10,1.28,0.16
1964,0.34,0.14,1.10,0.72,0.15,0.19,2.23,2.41,1.76,0.36,0.80,0.93
1965,1.47,1.28,1.16,1.58,0.61,0.39,1.98,1.34,1.34,0.36,1.78,4.50
1966,0.76,1.25,0.32,0.15,0.11,0.34,1.81,2.02,1.63,0.60,0.77,1.45
1967,0.38,0.08,0.54,0.41,0.37,0.55,2.65,2.37,1.73,0.27,0.91,3.69
1968,0.50,0.94,1.07,0.51,0.14,0.24,2.31,1.96,0.12,0.66,0.79,1.05
1969,1.65,1.18,0.83,0.11,0.74,0.12,2.01,2.00,1.23,0.87,1.20,0.56
1970,0.22,0.42,2.49,0.41,0.04,0.18,1.61,2.24,1.91,0.44,0.41,0.69
1971,0.17,0.70,0.10,0.32,0.34,0.03,1.20,3.57,1.50,1.81,0.43,1.44
1972,0.02,0.01,0.01,0.11,0.20,1.01,1.15,1.71,0.93,4.21,1.29,1.32
1973,0.73,2.02,3.16,0.34,0.65,0.53,1.33,1.06,0.11,0.03,0.88,0.05
1974,1.76,0.14,0.80,0.16,0.02,0.02,2.30,1.26,1.12,2.32,0.52,0.57
1975,0.57,0.72,1.46,0.82,0.16,0.03,2.15,0.63,1.58,0.20,1.01,0.83
1976,0.16,1.89,0.54,1.04,0.87,0.08,2.45,0.71,2.34,0.82,0.36,0.36
1977,1.27,0.21,0.47,0.39,0.41,0.34,1.79,1.97,1.32,1.21,0.35,0.88
1978,2.92,2.31,2.85,0.56,0.51,0.13,1.14,1.31,0.67,1.54,3.14,3.05
1979,3.04,0.72,2.03,0.18,1.04,0.35,1.03,1.91,0.18,0.55,0.50,0.68
1980,2.75,3.52,1.57,0.61,0.36,0.10,1.40,1.51,0.86,0.45,0.08,0.37
1981,0.72,0.76,2.05,0.48,0.62,0.44,2.04,1.76,1.23,1.09,1.23,0.05
1982,1.62,1.36,1.88,0.25,0.91,0.05,1.43,2.93,1.48,0.15,2.02,2.44
1983,1.28,1.42,2.90,0.60,0.09,0.06,1.88,3.00,3.32,1.79,1.16,1.47
1984,0.45,0.09,0.37,0.60,0.12,0.47,3.46,3.14,1.72,1.09,0.93,3.44
1985,1.54,0.97,1.10,1.03,0.17,0.13,1.89,0.97,1.87,1.51,2.33,0.39
1986,0.21,1.35,1.70,0.36,0.28,0.41,2.02,2.48,1.19,1.22,1.20,1.45
1987,1.03,1.51,0.75,0.37,0.63,0.35,1.25,2.05,0.74,1.54,1.62,1.44
1988,1.16,0.89,0.12,2.04,0.09,0.55,1.61,3.61,0.52,0.94,0.72,0.39
1989,1.49,0.34,0.77,0.01,0.24,0.03,1.57,1.61,0.24,0.94,0.05,0.38
1990,0.96,1.07,0.73,0.69,0.40,0.28,2.93,2.30,2.08,0.48,0.80,1.36
1991,1.12,0.89,3.07,0.01,0.08,0.31,0.90,1.62,1.12,0.59,1.22,1.98
1992,1.32,1.93,2.91,0.36,1.64,0.21,1.72,3.25,0.53,0.91,0.14,3.23
1993,5.22,3.17,1.15,0.05,0.41,0.14,0.35,2.88,0.35,1.24,1.52,0.29
1994,0.23,1.24,1.24,0.61,0.59,0.23,0.94,1.62,1.40,0.92,1.33,2.10
1995,2.43,1.47,1.52,0.63,0.43,0.13,0.60,1.98,1.30,0.08,0.58,0.29
1996,0.20,1.08,0.37,0.06,0.09,0.26,1.70,1.39,1.86,0.75,0.79,0.19
1997,1.89,0.91,0.11,0.76,0.37,0.25,0.82,2.26,2.18,0.70,0.59,1.87
1998,0.55,3.06,1.90,0.63,0.26,0.07,2.35,1.60,1.44,1.26,0.93,0.39
1999,0.14,0.36,0.19,1.37,0.17,0.36,3.39,2.55,1.80,0.00,0.00,0.04
2000,0.28,0.59,1.73,0.11,0.02,0.73,0.53,2.45,0.19,3.54,0.84,0.12
2001,1.70,1.00,1.04,0.97,0.37,0.24,1.50,2.04,0.39,0.43,0.29,0.82
2002,0.19,0.10,0.22,0.18,0.01,0.01,1.31,0.87,1.88,0.70,0.64,0.86
2003,0.32,2.44,1.07,0.29,0.10,0.05,1.25,1.80,1.09,0.41,1.15,0.54
2004,0.71,1.07,0.75,1.32,0.01,0.09,1.14,1.48,1.58,1.95,1.76,1.66
2005,2.83,3.35,0.86,0.70,0.22,0.21,1.05,2.43,0.42,0.92,0.06,0.04
2006,0.13,0.04,1.41,0.24,0.05,0.34,2.49,2.02,1.42,1.18,0.07,0.37
2007,0.79,0.56,0.83,0.24,0.30,0.12,2.27,1.87,0.98,0.15,0.60,2.28
2008,1.99,1.19,0.07,0.02,0.65,0.15,2.25,2.31,0.62,0.28,0.89,1.89
2009,0.52,1.02,0.17,0.29,0.74,0.34,1.09,0.66,0.69,0.15,0.15,1.21
2010,3.41,1.44,1.03,0.27,0.06,0.08,1.97,1.84,0.60,1.35,0.19,1.67
2011,0.05,1.05,0.33,0.41,0.28,0.02,1.76,1.28,1.31,0.67,0.92,1.55
2012,0.26,0.43,0.69,0.32,0.05,0.08,2.52,2.22,1.07,0.25,0.21,1.46
2013,1.30,0.51,0.57,0.20,0.06,0.03,2.68,2.39,1.88,0.21,1.86,0.44
2014,0.03,0.16,0.90,0.24,0.07,0.01,1.86,3.13,2.49,0.60,0.11,1.47
2015,1.79,0.64,1.12,0.42,1.00,0.80,1.91,2.10,1.37,1.88,0.76,0.60
2016,1.40,0.29,0.11,0.80,0.52,0.43,1.39,2.57,1.35,0.35,0.94,2.13
2017,2.07,1.26,0.41,0.19,0.41,0.06,2.89,1.39,0.61,0.03,0.02,0.13
2018,0.56,1.07,0.44,0.04,0.15,0.33,2.59,2.00,0.81,2.70,0.27,0.71
2019,1.50,2.74,1.22,0.30,0.91,0.06,0.79,0.88,1.68,0.02,2.96,1.63
2020,0.45,1.10,2.38,0.36,0.11,0.04,0.71,0.60,0.11,0.14,0.27,0.29
2021,1.31,0.23,0.73,0.18,0.04,0.22,3.82,2.18,1.29,0.74,0.05,1.77
