,date,January,February,March,April,May,June,July,August,September,October,November,December,State
0,1950,1.76,0.64,1.53,2.01,2.04,1.31,1.52,0.49,2.5,0.62,1.3,0.63,Wyoming
1,1951,1.25,0.77,1.09,1.44,1.77,1.93,1.75,1.51,1.12,1.8,0.58,1.41,Wyoming
2,1952,0.84,1.14,1.35,1.14,2.97,1.51,1.11,1.23,0.29,0.15,0.62,0.79,Wyoming
3,1953,1.46,1.24,0.75,1.81,2.1,1.55,0.93,1.34,0.4,0.66,0.93,0.78,Wyoming
4,1954,1.09,0.58,2.27,0.8,1.4,1.26,1.01,0.84,0.76,0.96,0.46,0.65,Wyoming
5,1955,0.71,1.4,1.17,1.19,2.08,2.12,0.97,1.04,1.12,0.7,1.47,2.19,Wyoming
6,1956,1.38,0.64,0.85,1.62,2.13,0.62,1.2,0.89,0.32,0.89,1.0,1.01,Wyoming
7,1957,0.89,0.71,1.19,2.66,4.16,2.5,1.14,1.39,0.89,1.45,1.15,0.78,Wyoming
8,1958,0.53,0.88,1.4,1.85,1.52,2.03,2.02,0.79,0.49,0.24,1.5,1.13,Wyoming
9,1959,0.81,1.25,1.19,1.13,2.32,1.96,0.44,0.74,1.89,1.12,0.63,0.37,Wyoming
10,1960,0.78,1.14,0.84,1.13,1.07,1.38,0.6,1.0,0.77,1.14,1.5,0.67,Wyoming
11,1961,0.15,1.01,1.21,0.94,2.03,0.98,1.16,0.89,2.71,1.67,0.97,0.95,Wyoming
12,1962,1.49,1.42,0.88,1.19,3.56,2.32,1.63,0.79,0.81,0.95,0.72,0.38,Wyoming
13,1963,1.3,0.94,0.82,3.1,1.4,2.87,0.87,1.34,1.7,0.71,0.72,0.7,Wyoming
14,1964,1.02,0.87,1.1,2.48,2.32,3.34,0.53,0.84,0.28,0.44,1.15,2.29,Wyoming
15,1965,1.36,0.65,0.76,1.4,2.98,2.74,1.49,1.18,2.21,0.3,0.84,0.82,Wyoming
16,1966,0.51,0.66,0.82,1.55,0.77,1.51,0.99,1.16,1.64,1.22,0.86,0.98,Wyoming
17,1967,1.35,0.91,1.24,1.86,2.41,4.33,1.24,0.63,1.49,1.21,1.02,1.45,Wyoming
18,1968,0.75,0.9,0.97,1.78,2.36,2.73,0.84,2.59,0.91,0.66,1.05,1.15,Wyoming
19,1969,1.5,0.92,0.57,1.66,0.88,3.5,1.04,0.41,0.51,1.6,0.69,0.82,Wyoming
20,1970,1.26,0.39,1.62,1.96,1.96,2.43,1.14,0.39,1.35,1.21,1.56,1.14,Wyoming
21,1971,1.4,1.06,1.36,2.92,3.43,0.94,0.6,0.76,1.52,2.58,0.87,1.12,Wyoming
22,1972,1.82,0.79,1.05,1.64,1.63,2.13,0.99,1.78,1.09,1.84,0.84,1.36,Wyoming
23,1973,0.88,0.58,1.54,2.8,0.97,1.22,2.57,0.78,3.11,0.77,1.75,1.31,Wyoming
24,1974,1.07,0.62,1.33,2.13,1.0,1.09,1.22,0.89,0.57,1.67,0.57,0.76,Wyoming
25,1975,1.47,0.88,1.52,1.7,2.92,2.22,1.31,0.64,0.38,1.7,1.08,1.23,Wyoming
26,1976,0.93,1.17,1.02,2.24,1.97,2.42,1.05,1.21,1.06,0.74,0.38,0.34,Wyoming
27,1977,0.82,0.39,1.54,1.29,2.15,1.06,1.93,1.72,0.85,0.93,1.22,1.45,Wyoming
