,date,January,February,March,April,May,June,July,August,September,October,November,December,State
28,1978,1.34,1.38,0.76,1.95,4.7,0.88,1.46,1.13,1.2,0.47,1.32,1.81,Wyoming
29,1979,1.14,0.79,0.9,1.01,1.77,1.18,0.96,2.05,0.26,1.16,0.9,0.52,Wyoming
30,1980,2.04,0.89,1.59,0.92,3.37,0.87,0.87,1.56,1.02,1.19,0.84,0.77,Wyoming
31,1981,0.47,0.61,1.18,1.15,4.17,1.09,1.82,0.87,0.67,1.58,0.91,1.4,Wyoming
32,1982,1.27,0.66,1.46,1.4,2.38,2.32,2.05,1.13,3.08,1.38,0.96,1.41,Wyoming
33,1983,0.59,0.72,1.92,1.8,2.25,2.05,1.38,1.63,1.05,1.47,2.32,1.59,Wyoming
34,1984,0.62,0.66,1.22,2.47,1.39,1.9,1.87,1.21,1.55,0.9,1.0,0.84,Wyoming
35,1985,0.65,0.7,1.14,1.03,1.48,1.52,1.49,0.43,1.91,1.0,1.96,0.91,Wyoming
36,1986,0.77,2.29,1.0,2.42,1.68,2.01,1.29,0.91,2.12,1.79,1.41,0.22,Wyoming
37,1987,0.9,1.06,1.27,0.5,2.86,1.52,1.97,1.39,0.63,0.5,1.1,1.16,Wyoming
38,1988,0.88,0.72,1.26,1.29,1.89,0.85,0.54,0.52,1.04,0.26,1.49,0.68,Wyoming
39,1989,0.8,1.17,1.56,1.19,2.09,1.58,1.04,1.0,1.81,1.09,0.8,0.89,Wyoming
40,1990,0.98,0.69,1.44,2.05,1.77,1.19,1.9,1.12,1.05,1.14,1.23,0.82,Wyoming
41,1991,0.6,0.54,1.3,2.31,3.7,2.24,1.0,1.0,1.32,1.01,1.63,0.44,Wyoming
42,1992,0.46,0.53,1.27,1.14,2.06,2.5,2.24,0.88,0.7,0.69,1.15,1.36,Wyoming
43,1993,0.98,1.08,1.15,2.3,2.41,3.36,1.88,1.22,0.88,1.51,1.04,0.69,Wyoming
44,1994,0.94,1.24,0.82,1.43,1.04,0.92,1.07,0.82,0.78,2.87,1.3,0.79,Wyoming
45,1995,1.07,0.92,1.43,2.09,4.48,2.71,1.31,0.65,1.73,1.49,1.47,0.93,Wyoming
46,1996,1.62,0.78,1.42,1.65,3.09,0.9,0.78,0.75,1.21,1.43,1.38,2.29,Wyoming
47,1997,1.6,0.85,0.89,1.94,2.04,2.14,2.23,1.75,1.72,1.38,0.55,0.89,Wyoming
48,1998,1.41,0.9,1.82,1.36,1.44,3.33,1.74,1.37,1.34,2.81,1.21,0.84,Wyoming
49,1999,1.22,1.17,0.75,3.31,2.18,2.17,0.81,1.04,1.54,0.39,0.58,0.78,Wyoming
50,2000,1.18,1.18,1.06,1.75,2.32,1.14,0.69,0.69,1.47,0.98,0.99,0.86,Wyoming
51,2001,0.37,0.92,0.68,1.74,1.13,1.25,1.5,0.63,0.9,1.1,0.95,0.74,Wyoming
52,2002,0.67,0.51,1.38,1.34,1.25,0.66,1.06,1.16,1.36,1.23,0.82,0.53,Wyoming
53,2003,0.81,1.11,2.06,1.52,1.67,2.19,0.4,1.03,1.28,0.69,1.14,1.23,Wyoming
54,2004,0.61,1.07,0.44,1.52,1.45,1.66,1.66,1.12,1.88,1.75,0.71,0.69,Wyoming
55,2005,0.95,0.55,1.01,1.84,3.24,1.88,0.77,1.3,0.85,1.57,1.15,1.16,Wyoming
56,2006,0.99,0.8,1.13,1.2,1.29,0.64,0.83,1.08,1.61,1.36,0.88,0.93,Wyoming
57,2007,0.7,0.9,1.41,1.2,2.14,1.08,1.33,1.36,1.18,1.92,0.52,1.31,Wyoming
58,2008,1.07,0.96,1.3,0.94,4.0,1.43,0.73,0.86,1.41,1.23,0.92,1.2,Wyoming
59,2009,1.34,0.64,1.6,2.5,1.26,3.22,1.45,1.18,0.63,2.02,0.34,0.82,Wyoming
60,2010,0.59,0.58,1.11,2.32,3.23,2.63,1.11,1.01,0.35,1.28,1.35,1.69,Wyoming
61,2011,1.01,1.03,1.48,2.49,4.59,1.59,1.01,0.81,0.54,1.8,1.36,0.84,Wyoming
62,2012,0.92,1.29,0.57,1.19,1.53,0.45,1.12,0.26,0.46,1.11,0.87,1.19,Wyoming
63,2013,0.74,0.79,0.71,1.87,2.19,0.68,1.32,0.9,2.88,2.53,0.56,1.15,Wyoming
64,2014,0.94,1.7,1.76,1.38,1.76,1.77,1.18,2.33,1.95,0.57,1.41,1.35,Wyoming
65,2015,0.62,0.94,0.58,1.7,4.59,1.89,1.53,0.91,0.64,1.11,1.09,1.11,Wyoming
66,2016,0.87,0.8,1.99,2.52,2.46,0.66,0.7,0.84,1.97,1.81,0.84,1.82,Wyoming
67,2017,1.66,2.02,1.88,2.8,1.8,1.09,0.97,0.94,2.21,0.79,1.48,1.02,Wyoming
68,2018,0.9,1.22,1.4,1.44,3.09,2.1,1.32,0.95,0.35,1.28,1.31,0.76,Wyoming
69,2019,0.9,1.4,1.27,1.97,3.76,1.66,1.31,1.01,1.98,1.19,1.08,0.81,Wyoming
70,2020,1.02,1.21,1.03,1.32,1.25,1.67,0.69,0.3,0.82,1.01,0.69,0.71,Wyoming
71,2021,0.68,1.29,1.3,1.21,1.74,0.82,1.1,1.47,0.85,2.09,0.54,1.3,Wyoming
