,Unnamed: 0,date,January,February,March,April,May,June,July,August,September,October,November,December,State
0,0,1950,8.49,4.31,2.83,3.87,2.88,4.51,4.29,3.1,4.46,2.32,5.0,2.28,Ohio
1,1,1951,4.02,3.35,4.41,3.27,3.43,4.42,2.74,1.31,3.11,1.89,4.16,4.71,Ohio
2,2,1952,4.98,2.25,3.91,3.8,3.6,2.78,3.1,2.76,2.9,1.0,1.91,2.54,Ohio
3,3,1953,3.87,1.26,2.76,2.9,4.26,2.74,3.62,2.16,1.57,0.71,1.2,1.96,Ohio
4,4,1954,2.53,1.54,3.75,3.92,2.14,3.36,3.33,5.04,1.55,5.69,1.53,2.37,Ohio
5,5,1955,1.72,3.47,4.74,3.0,2.72,2.63,4.19,3.21,2.77,3.7,3.51,0.51,Ohio
6,6,1956,1.85,4.56,4.26,3.7,5.47,4.08,4.7,3.99,2.34,1.15,1.59,3.19,Ohio
7,7,1957,2.3,2.13,1.67,5.73,4.22,5.9,2.77,1.51,3.79,2.37,3.16,4.22,Ohio
8,8,1958,1.97,0.95,1.27,3.97,3.79,6.2,7.9,4.56,3.69,1.29,2.99,0.76,Ohio
9,9,1959,5.2,3.19,2.46,3.87,3.61,2.78,4.5,2.54,2.06,4.61,3.41,2.52,Ohio
10,10,1960,2.77,2.81,1.18,1.53,4.41,3.56,3.83,3.24,1.31,1.78,2.08,1.42,Ohio
11,11,1961,1.13,3.1,4.32,5.78,3.15,4.3,5.21,3.35,2.63,1.98,2.95,2.45,Ohio
12,12,1962,3.08,3.29,2.76,1.54,3.3,1.99,4.6,1.82,3.93,2.64,2.81,1.82,Ohio
13,13,1963,1.33,0.9,6.26,2.79,2.5,2.52,3.61,2.84,0.94,0.23,1.79,1.08,Ohio
14,14,1964,1.98,1.61,7.69,6.27,2.2,3.56,2.88,3.03,1.63,0.93,1.94,3.83,Ohio
15,15,1965,3.27,3.16,2.91,4.28,2.07,2.17,3.09,3.73,4.99,3.95,1.98,1.22,Ohio
16,16,1966,2.95,2.39,1.76,3.78,3.0,2.05,4.65,3.36,2.91,1.56,4.76,3.16,Ohio
17,17,1967,0.93,2.08,4.33,3.31,5.34,1.97,3.61,2.13,2.78,2.53,3.23,3.51,Ohio
