,Unnamed: 0,date,January,February,March,April,May,June,July,August,September,October,November,December,State
18,18,1968,2.49,0.56,3.15,2.76,7.73,3.39,3.49,3.52,2.58,1.99,3.75,3.38,Ohio
19,19,1969,3.14,0.82,1.44,3.69,3.88,4.67,6.07,2.65,2.91,1.87,3.17,2.43,Ohio
20,20,1970,1.33,1.64,2.8,5.17,3.79,4.17,4.38,2.22,3.76,3.33,2.66,2.74,Ohio
21,21,1971,1.65,3.56,1.91,0.97,4.28,3.55,4.06,2.62,3.98,1.65,1.83,3.89,Ohio
22,22,1972,1.85,1.85,3.16,5.35,3.92,3.87,3.3,3.5,5.59,1.83,5.3,3.46,Ohio
23,23,1973,1.87,1.54,4.07,4.4,4.26,5.35,4.6,3.22,2.06,3.52,4.0,2.78,Ohio
24,24,1974,3.29,1.81,3.74,3.07,4.96,4.38,1.69,6.02,3.79,1.2,3.32,3.24,Ohio
25,25,1975,3.39,3.81,3.85,2.83,3.08,4.34,3.0,5.58,5.06,2.94,1.75,3.29,Ohio
26,26,1976,3.11,2.83,2.99,1.85,2.23,4.81,4.63,3.69,3.17,3.01,0.63,1.02,Ohio
27,27,1977,1.32,1.14,3.9,3.94,1.89,3.84,4.65,4.82,3.68,2.82,2.79,4.02,Ohio
28,28,1978,4.34,0.43,2.58,3.36,3.99,3.93,3.32,4.57,1.39,4.02,2.01,4.41,Ohio
29,29,1979,3.7,2.74,1.58,4.17,4.2,3.91,4.79,6.77,5.07,2.11,3.74,2.37,Ohio
30,30,1980,1.53,1.3,4.48,2.66,3.81,5.11,6.15,6.77,2.07,2.24,1.88,1.64,Ohio
31,31,1981,0.63,3.49,1.47,5.03,5.03,6.42,3.88,2.47,3.74,2.48,1.77,2.64,Ohio
32,32,1982,3.97,2.05,4.21,1.74,4.06,4.18,2.66,2.89,2.38,0.85,5.07,3.66,Ohio
33,33,1983,1.21,1.08,2.14,4.63,6.23,3.06,3.66,2.22,2.34,5.71,4.75,3.28,Ohio
34,34,1984,1.07,2.2,3.43,4.1,4.81,1.89,3.43,3.53,2.54,3.02,3.77,3.11,Ohio
35,35,1985,1.56,2.09,4.18,1.55,4.71,2.92,3.94,3.89,1.07,2.98,9.06,2.02,Ohio
36,36,1986,1.34,3.07,2.37,2.24,3.09,4.55,4.82,2.67,4.52,3.89,3.56,2.87,Ohio
37,37,1987,1.55,0.51,2.51,2.8,3.36,4.46,4.08,3.79,1.9,1.74,1.82,2.9,Ohio
38,38,1988,1.39,3.28,2.41,2.44,1.72,0.83,4.44,3.51,3.15,2.39,4.28,2.28,Ohio
39,39,1989,2.33,2.92,4.01,4.14,5.91,5.63,3.79,3.23,3.81,2.55,2.69,1.62,Ohio
40,40,1990,2.28,4.31,1.83,3.02,7.11,3.85,6.27,4.09,4.25,4.44,2.09,7.53,Ohio
41,41,1991,2.2,1.98,3.53,3.73,2.83,1.77,2.82,3.04,2.65,2.05,1.82,3.19,Ohio
42,42,1992,1.98,1.39,3.39,3.09,3.13,2.69,8.77,3.9,3.37,1.75,4.51,1.81,Ohio
43,43,1993,3.37,2.17,3.5,3.91,2.12,4.63,3.87,1.57,3.85,2.86,4.72,2.06,Ohio
44,44,1994,3.43,1.83,2.84,4.63,2.5,4.13,3.61,4.28,1.81,0.9,3.08,2.56,Ohio
45,45,1995,3.8,1.31,1.81,3.6,6.0,4.23,3.23,4.17,1.42,4.37,2.64,2.09,Ohio
46,46,1996,3.71,2.15,3.1,5.46,6.44,4.89,4.57,1.62,5.4,2.33,3.4,3.78,Ohio
47,47,1997,2.24,2.28,5.01,1.63,5.16,5.13,3.36,4.95,2.21,1.52,2.64,2.22,Ohio
48,48,1998,3.41,2.55,2.75,5.59,3.29,7.2,3.33,3.72,1.46,2.95,1.65,2.07,Ohio
49,49,1999,4.21,2.66,1.93,4.05,2.2,2.1,3.65,3.14,1.85,2.15,2.49,2.64,Ohio
50,50,2000,2.62,3.24,2.48,4.05,4.8,4.89,3.94,3.81,3.94,2.2,1.8,3.08,Ohio
51,51,2001,1.28,1.57,1.79,3.54,5.42,3.09,3.63,3.54,3.09,4.62,2.98,2.75,Ohio
52,52,2002,2.06,1.64,3.77,4.75,5.19,3.58,2.75,2.12,4.11,2.96,2.89,2.78,Ohio
53,53,2003,1.61,2.88,2.18,2.53,6.79,3.97,6.71,4.82,5.96,2.53,3.65,2.79,Ohio
54,54,2004,3.61,1.36,3.26,3.22,6.89,4.58,4.56,4.08,4.31,2.74,3.61,3.23,Ohio
55,55,2005,6.7,1.72,2.59,4.42,2.44,1.78,4.17,4.99,3.36,2.65,3.46,1.83,Ohio
56,56,2006,3.08,1.63,2.66,3.18,4.18,4.57,5.55,3.04,4.79,5.67,2.17,3.04,Ohio
57,57,2007,4.51,2.05,4.07,3.42,1.56,2.77,3.62,5.72,2.37,3.23,3.24,4.6,Ohio
58,58,2008,2.36,4.9,6.41,2.52,4.68,6.42,3.61,1.9,2.52,1.85,2.4,4.54,Ohio
59,59,2009,2.47,2.03,2.47,3.87,3.68,4.01,4.05,3.07,2.67,4.16,0.98,3.04,Ohio
60,60,2010,1.76,2.05,2.85,2.18,5.37,6.32,3.45,2.72,2.11,1.93,4.14,1.88,Ohio
61,61,2011,1.47,4.58,4.24,7.63,6.55,3.81,3.8,3.93,5.89,4.36,5.42,4.27,Ohio
62,62,2012,3.38,1.62,3.09,1.93,3.68,2.12,3.45,2.97,5.1,4.47,0.83,4.64,Ohio
63,63,2013,2.61,1.88,2.42,3.84,2.28,5.92,6.68,2.7,2.63,3.64,2.96,4.13,Ohio
64,64,2014,2.08,2.6,2.0,5.28,3.98,5.42,3.45,4.14,2.19,2.97,1.93,2.52,Ohio
65,65,2015,2.46,1.47,3.52,4.58,3.34,8.03,4.75,2.49,3.07,2.76,2.24,4.3,Ohio
66,66,2016,1.34,3.24,4.01,3.4,3.4,3.29,3.23,4.2,3.72,2.93,1.31,3.32,Ohio
67,67,2017,4.06,2.03,4.5,4.06,5.29,4.62,6.29,2.32,1.87,3.77,5.14,1.56,Ohio
68,68,2018,2.31,5.4,3.3,4.63,4.0,5.5,3.26,4.96,6.3,2.77,5.16,3.34,Ohio
69,69,2019,3.42,4.69,3.54,4.31,4.82,6.76,4.45,3.64,1.74,3.8,2.19,3.51,Ohio
70,70,2020,3.51,2.98,4.98,3.66,5.11,3.12,3.16,3.71,3.18,4.19,2.51,2.21,Ohio
71,71,2021,1.98,2.03,2.98,2.88,3.79,4.25,5.66,4.29,3.79,4.64,1.56,3.81,Ohio
