,Unnamed: 0,Unnamed: 0.1,date,January,February,March,April,May,June,July,August,September,October,November,December,State
56,56,56,2006,5.41,2.22,3.55,4.45,4.3,4.0,4.53,4.63,8.19,4.91,3.22,2.96,Kentucky
57,57,57,2007,4.18,2.35,2.76,3.87,2.05,3.03,4.28,1.68,2.1,5.58,3.31,6.67,Kentucky
58,58,58,2008,3.23,4.56,6.96,5.36,4.97,3.31,4.65,1.61,0.9,2.29,2.6,6.07,Kentucky
59,59,59,2009,4.59,2.47,3.25,4.84,6.61,5.69,6.66,3.12,5.49,6.38,1.07,4.18,Kentucky
60,60,60,2010,3.52,2.25,2.69,3.19,8.21,4.25,4.58,3.44,1.81,1.69,4.9,3.01,Kentucky
61,61,61,2011,2.16,4.88,5.51,12.07,6.75,5.36,3.94,2.31,5.89,2.94,7.58,4.96,Kentucky
62,62,62,2012,3.8,2.32,4.5,2.33,4.25,1.5,5.54,3.17,5.88,3.03,1.34,5.55,Kentucky
63,63,63,2013,5.6,2.19,4.95,4.96,4.44,6.23,6.42,4.14,3.66,3.66,3.4,6.13,Kentucky
64,64,64,2014,2.34,4.47,3.44,6.43,3.65,3.98,3.67,5.46,2.19,5.69,2.43,3.36,Kentucky
65,65,65,2015,1.97,3.26,6.34,8.28,2.67,5.47,9.37,3.19,2.89,3.96,4.39,6.52,Kentucky
66,66,66,2016,1.88,4.97,4.22,3.64,6.06,3.74,8.39,5.0,2.13,1.05,2.07,6.04,Kentucky
67,67,67,2017,4.25,2.0,4.58,4.48,6.1,4.96,4.61,4.38,4.45,5.24,2.29,2.92,Kentucky
68,68,68,2018,2.47,8.99,5.18,4.45,4.88,6.16,4.27,4.8,8.06,3.07,5.82,5.59,Kentucky
69,69,69,2019,4.73,9.39,3.68,4.94,4.43,8.1,5.24,3.46,0.22,6.34,4.69,6.1,Kentucky
70,70,70,2020,4.47,6.42,6.84,4.95,5.58,5.16,5.22,5.14,3.98,4.63,2.23,3.49,Kentucky
71,71,71,2021,4.12,4.51,6.78,3.08,3.57,5.02,6.2,5.29,4.23,4.38,1.98,4.24,Kentucky
