,Unnamed: 0,Unnamed: 0.1,date,January,February,March,April,May,June,July,August,September,October,November,December,State
51,51,51,2001,2.75,2.2,4.95,2.06,4.44,4.65,4.48,4.31,2.4,0.92,1.01,1.85,Maryland
52,52,52,2002,2.32,0.58,4.22,3.73,3.3,2.79,2.66,2.95,3.96,6.26,4.43,4.27,Maryland
53,53,53,2003,2.25,5.86,4.08,3.1,6.53,6.89,5.38,5.05,7.85,4.22,4.63,4.9,Maryland
54,54,54,2004,2.25,2.47,2.47,5.4,3.88,4.4,5.96,5.43,5.26,1.72,4.45,2.9,Maryland
55,55,55,2005,3.91,1.96,4.49,3.59,3.75,3.09,5.62,3.06,0.6,7.69,3.01,3.26,Maryland
56,56,56,2006,3.62,1.7,0.33,3.47,2.29,9.32,3.62,1.32,7.01,5.09,5.22,1.98,Maryland
57,57,57,2007,3.03,2.4,3.62,4.47,1.37,2.92,2.47,3.9,1.3,4.59,1.77,4.21,Maryland
58,58,58,2008,1.65,3.54,2.95,4.72,6.86,4.6,4.21,2.01,4.89,1.47,3.33,4.77,Maryland
59,59,59,2009,2.49,0.51,2.33,4.69,5.93,5.43,3.07,5.96,3.72,5.75,4.47,6.92,Maryland
60,60,60,2010,2.77,3.43,4.99,1.87,3.11,2.1,3.79,4.34,5.24,4.83,2.14,2.28,Maryland
61,61,61,2011,2.38,2.27,5.04,4.77,3.2,2.54,3.29,8.86,8.03,3.67,3.42,3.64,Maryland
62,62,62,2012,2.27,2.11,2.14,2.49,3.69,2.99,3.68,4.86,3.62,7.94,0.75,3.86,Maryland
63,63,63,2013,3.45,2.22,3.25,3.07,3.2,7.46,4.77,4.22,1.53,5.06,2.73,5.08,Maryland
64,64,64,2014,2.65,4.17,3.75,4.93,5.18,3.64,3.87,3.93,2.64,3.38,3.09,3.53,Maryland
65,65,65,2015,3.79,2.03,4.26,3.63,2.46,9.39,3.93,2.61,3.86,3.71,2.62,4.57,Maryland
66,66,66,2016,3.0,4.04,1.77,2.13,5.93,4.17,4.82,2.78,6.59,2.22,1.0,3.21,Maryland
67,67,67,2017,3.14,1.12,3.73,3.22,5.85,2.11,7.76,5.57,2.01,3.79,1.96,0.95,Maryland
68,68,68,2018,2.4,4.73,2.78,3.75,7.61,5.1,8.2,4.95,9.14,4.04,6.95,4.97,Maryland
69,69,69,2019,3.26,3.61,4.07,3.04,5.19,4.23,4.91,3.12,0.71,5.26,1.7,3.6,Maryland
70,70,70,2020,3.04,3.19,2.92,4.88,3.06,3.61,4.37,8.94,4.02,4.64,4.76,5.41,Maryland
71,71,71,2021,2.08,4.34,3.42,2.75,3.4,3.79,4.34,5.84,6.09,3.46,0.98,1.09,Maryland
