,Unnamed: 0,Unnamed: 0.1,date,January,February,March,April,May,June,July,August,September,October,November,December,State
0,0,0,1950,2.17,3.03,4.36,1.77,4.65,3.01,4.48,3.47,6.36,2.53,3.3,3.26,Maryland
1,1,1,1951,2.42,3.04,3.2,3.54,2.93,7.22,3.39,2.33,2.71,2.0,5.32,4.72,Maryland
2,2,2,1952,4.82,2.23,4.94,6.68,4.87,3.04,3.53,5.72,4.05,1.22,6.07,3.32,Maryland
3,3,3,1953,4.41,2.68,5.75,3.87,5.88,2.35,3.19,4.03,2.91,2.63,2.06,3.4,Maryland
4,4,4,1954,2.47,1.33,3.86,3.45,2.99,1.75,2.53,5.19,2.13,3.65,2.65,3.18,Maryland
5,5,5,1955,0.62,3.02,4.6,2.93,2.22,5.42,2.39,11.85,2.47,4.1,1.81,0.5,Maryland
6,6,6,1956,2.44,3.78,4.11,2.64,2.9,3.61,6.7,3.08,3.71,4.38,3.59,3.46,Maryland
7,7,7,1957,2.81,3.44,2.92,3.03,1.82,3.68,1.65,2.78,4.43,3.41,3.41,5.74,Maryland
8,8,8,1958,3.72,3.78,5.7,4.61,4.21,4.11,6.35,6.52,2.49,2.68,2.57,1.83,Maryland
9,9,9,1959,2.26,1.97,2.91,3.7,2.33,2.84,6.38,4.57,1.65,4.66,3.56,3.44,Maryland
10,10,10,1960,2.7,3.9,2.37,2.93,5.82,2.54,5.83,4.15,6.48,2.61,1.77,2.6,Maryland
11,11,11,1961,3.0,4.84,4.36,4.35,3.63,4.49,3.53,3.92,1.57,3.36,2.3,3.71,Maryland
12,12,12,1962,2.9,4.15,4.14,3.93,2.4,3.78,2.37,1.54,3.19,2.27,5.44,3.15,Maryland
13,13,13,1963,1.97,1.94,5.69,1.31,2.23,5.3,1.75,3.45,3.99,0.15,6.33,2.16,Maryland
14,14,14,1964,4.24,4.11,2.97,5.21,0.82,2.42,3.36,2.13,3.74,2.08,2.16,3.68,Maryland
15,15,15,1965,3.18,2.62,4.28,2.39,1.63,2.44,3.48,4.78,2.65,2.27,0.82,0.76,Maryland
16,16,16,1966,3.82,3.62,1.52,3.98,3.35,1.86,1.84,1.59,7.21,3.75,1.94,3.06,Maryland
17,17,17,1967,1.4,2.46,3.91,1.87,4.52,2.58,4.61,8.98,1.59,2.21,2.16,5.23,Maryland
18,18,18,1968,2.53,0.65,4.47,1.58,4.99,4.21,2.34,3.34,3.23,2.83,3.94,2.38,Maryland
19,19,19,1969,1.9,2.13,2.37,2.58,2.17,2.79,6.86,6.21,3.23,1.41,2.24,6.94,Maryland
20,20,20,1970,1.46,2.68,3.83,4.67,2.79,4.47,5.71,2.61,1.67,2.83,4.33,3.55,Maryland
21,21,21,1971,3.01,5.16,2.36,2.11,6.64,2.22,3.88,8.17,4.3,6.42,3.94,1.63,Maryland
22,22,22,1972,3.02,5.54,2.75,4.6,4.96,10.78,3.07,2.72,2.47,3.81,6.67,5.52,Maryland
23,23,23,1973,2.95,3.29,3.11,5.7,3.92,3.69,2.84,5.01,3.53,2.94,1.49,5.74,Maryland
24,24,24,1974,3.53,1.48,4.3,2.62,4.29,4.48,1.73,4.82,4.86,1.29,1.57,5.16,Maryland
25,25,25,1975,4.12,2.71,5.33,3.15,4.42,5.21,6.71,3.87,9.27,3.37,2.56,3.04,Maryland
26,26,26,1976,4.87,1.6,2.37,1.67,3.98,2.6,3.95,3.47,4.72,8.07,0.99,2.24,Maryland
27,27,27,1977,1.86,1.05,3.51,3.12,2.02,3.65,3.19,3.65,2.37,4.53,5.01,5.71,Maryland
28,28,28,1978,7.1,0.9,4.72,2.27,6.02,3.19,4.99,5.14,1.36,1.42,3.09,4.54,Maryland
29,29,29,1979,7.3,5.51,3.0,3.18,4.38,4.18,4.68,6.87,7.5,5.22,3.64,1.49,Maryland
30,30,30,1980,2.61,1.1,5.37,4.39,3.56,3.02,3.84,2.81,2.21,3.91,3.06,0.83,Maryland
31,31,31,1981,0.5,3.98,1.59,3.79,4.56,4.7,4.34,2.71,3.21,3.13,0.72,3.31,Maryland
32,32,32,1982,3.44,3.5,3.07,4.11,2.81,5.56,3.87,2.29,2.76,2.09,3.89,2.31,Maryland
33,33,33,1983,1.92,2.96,5.77,7.44,5.6,4.37,1.34,2.7,2.97,4.74,5.28,6.28,Maryland
34,34,34,1984,2.14,4.33,6.27,4.41,5.84,2.59,5.51,4.4,1.62,3.12,3.39,1.88,Maryland
35,35,35,1985,2.26,3.14,2.41,0.67,5.15,2.78,4.19,4.85,4.87,3.43,5.75,1.19,Maryland
36,36,36,1986,2.84,3.62,1.52,2.43,1.45,1.85,3.42,5.05,1.09,2.58,4.95,5.75,Maryland
37,37,37,1987,5.06,1.74,2.24,3.54,3.41,3.13,3.04,1.63,5.91,2.3,3.8,2.71,Maryland
38,38,38,1988,3.05,3.29,2.51,2.86,5.71,0.93,4.9,3.91,2.67,2.1,4.89,1.04,Maryland
39,39,39,1989,2.71,3.19,5.17,3.5,7.31,6.54,6.7,2.75,4.39,4.65,2.7,1.57,Maryland
40,40,40,1990,3.98,2.08,2.77,3.81,6.93,2.7,4.82,5.95,2.02,4.31,1.99,4.91,Maryland
41,41,41,1991,3.71,1.29,4.8,2.47,1.78,2.33,3.53,3.59,3.67,2.36,1.6,4.66,Maryland
42,42,42,1992,1.72,2.67,4.46,2.25,3.86,2.7,5.31,4.19,5.0,1.83,3.88,4.45,Maryland
43,43,43,1993,2.8,2.55,7.4,5.23,2.93,3.05,2.09,3.65,4.57,3.22,4.03,4.2,Maryland
44,44,44,1994,4.42,4.39,8.27,2.71,3.23,2.51,5.36,5.18,3.3,1.2,3.17,2.09,Maryland
45,45,45,1995,3.74,1.92,1.96,2.33,4.51,3.7,3.33,1.85,3.12,6.29,4.4,2.38,Maryland
46,46,46,1996,5.7,2.51,3.91,3.71,5.7,5.51,7.52,3.96,6.43,4.56,3.14,6.32,Maryland
47,47,47,1997,2.37,2.6,5.06,2.59,2.43,3.02,2.84,3.89,2.57,2.72,6.2,2.48,Maryland
48,48,48,1998,6.16,5.82,5.58,3.91,4.74,4.99,2.22,2.34,1.78,1.77,1.04,2.11,Maryland
49,49,49,1999,5.4,2.56,4.31,3.04,1.53,2.19,2.61,4.4,10.35,3.14,2.08,2.66,Maryland
50,50,50,2000,3.15,2.3,4.95,4.28,3.27,4.98,6.39,4.1,5.28,0.35,2.05,2.82,Maryland
