date,January,February,March,April,May,June,July,August,September,October,November,December
1973,2.43,1.58,2.16,1.89,2.26,2.29,2.74,5.15,3.12,3.83,2.19,2.06
1974,1.21,2.57,1.14,1.78,1.27,2.04,3.16,3.33,3.66,5.41,4.26,3.39
1975,2.53,2.05,1.48,2.67,1.78,2.86,3.68,2.82,5.51,3.12,1.76,2.96
1976,3.24,1.78,2.45,2.02,2.58,1.64,2.53,2.95,4.93,3.74,5.61,3.16
1977,3.07,3.15,2.38,3.11,2.35,2.45,2.04,2.51,5.70,4.33,2.07,1.98
1978,1.61,2.19,1.39,1.49,1.94,3.18,2.78,2.79,3.34,6.05,3.63,4.46
1979,1.81,0.72,3.33,1.97,1.69,3.20,3.53,3.22,4.02,5.01,5.78,2.98
1980,3.03,2.69,2.07,2.38,2.16,3.71,4.17,3.93,3.82,5.18,3.36,1.98
1981,4.24,2.71,2.67,1.43,1.68,2.74,4.51,5.44,4.26,4.34,3.82,2.45
1982,2.09,1.39,2.30,2.08,2.18,2.45,3.75,3.18,5.73,4.13,3.02,2.77
1983,2.42,1.63,0.80,2.76,2.03,1.59,2.85,5.30,4.00,4.50,2.64,1.43
1984,3.83,2.65,1.91,1.56,1.52,2.25,3.67,4.47,2.38,2.74,2.32,3.73
1985,4.30,2.62,3.19,1.79,2.16,2.96,2.13,4.48,5.76,3.63,2.45,4.23
1986,3.39,2.07,1.88,1.61,1.65,1.93,3.14,4.80,3.72,5.79,3.59,4.13
1987,3.64,2.06,1.43,1.78,2.31,3.51,3.09,2.65,5.76,5.72,3.99,3.43
1988,2.01,3.02,3.00,1.94,2.86,2.45,2.78,4.74,3.46,4.62,3.08,4.21
1989,3.07,1.64,1.02,1.51,2.78,2.71,2.83,4.02,5.09,4.74,3.49,4.62
1990,2.92,2.72,2.98,1.24,1.74,2.10,3.04,4.12,6.66,3.92,3.08,4.55
1991,2.58,2.79,3.23,1.90,2.31,1.83,3.31,4.08,5.11,4.08,3.38,4.10
1992,3.59,2.69,3.14,1.43,2.27,2.60,2.87,4.49,4.00,3.45,4.54,3.47
1993,3.75,2.84,1.85,1.13,1.62,1.97,1.80,4.45,6.05,5.04,4.94,3.81
1994,2.72,1.29,3.36,1.80,2.49,2.40,3.06,4.25,4.86,4.57,4.81,3.56
1995,1.76,1.96,1.79,1.91,2.51,2.63,3.04,3.49,5.09,3.39,1.73,1.99
1996,1.52,4.33,2.03,1.45,1.38,2.73,2.86,4.37,3.87,3.04,2.19,1.87
1997,2.37,3.11,1.29,1.67,1.85,1.90,3.10,4.83,4.60,3.17,3.61,4.31
1998,1.61,1.57,1.79,2.52,3.09,2.64,4.11,6.33,4.46,3.99,1.99,2.44
1999,3.14,1.51,2.07,2.70,2.32,2.70,3.65,4.25,5.25,5.16,2.92,4.62
2000,3.54,1.94,2.55,1.81,1.48,2.14,4.42,4.65,5.93,4.29,4.29,3.04
2001,4.54,3.03,2.47,2.34,2.27,1.55,4.38,3.96,3.94,4.19,1.96,2.87
2002,3.58,2.53,1.43,1.88,2.28,2.42,2.83,5.25,5.25,5.72,4.45,2.90
2003,2.62,3.28,1.92,1.34,2.31,2.49,3.88,5.18,3.80,4.13,4.42,3.63
2004,2.00,2.63,2.39,2.49,2.46,1.86,2.58,2.31,5.55,5.00,4.87,4.60
2005,2.74,2.75,2.54,1.55,2.18,2.23,3.84,4.05,6.50,3.95,4.42,3.61
2006,1.62,2.56,1.39,2.85,1.83,3.03,3.14,6.04,4.94,6.04,1.37,3.90
2007,3.29,0.99,1.88,1.74,1.91,1.96,3.49,3.00,5.82,3.93,3.59,2.49
2008,2.82,2.23,2.63,2.51,1.95,2.63,4.55,3.05,4.39,5.05,2.84,2.44
2009,4.05,2.66,2.57,1.51,1.54,2.20,2.66,4.66,4.10,3.57,3.35,2.34
2010,1.93,1.60,2.61,1.79,1.16,2.71,4.56,3.98,3.19,4.18,4.29,1.85
2011,2.56,2.86,0.83,1.65,1.39,2.58,3.70,6.06,5.01,4.16,3.28,4.66
2012,2.79,2.74,1.82,1.05,2.63,2.88,4.21,4.52,7.25,2.95,1.98,2.46
2013,3.51,2.84,1.74,1.89,2.39,1.76,3.12,4.54,5.42,6.43,4.06,3.11
2014,4.34,1.04,1.53,1.42,1.79,3.81,4.59,4.85,4.82,3.20,2.52,2.84
2015,3.17,1.84,2.26,2.73,1.82,2.07,3.92,4.88,6.21,4.16,5.39,1.65
2016,2.71,2.48,2.25,2.30,2.68,2.68,4.18,5.20,5.89,1.70,2.90,2.10
2017,2.90,2.34,1.19,0.90,2.76,2.09,3.42,6.02,5.32,5.23,2.34,3.55
2018,2.44,2.08,2.03,2.08,2.98,3.01,2.77,6.53,2.57,4.92,3.57,2.92
2019,2.50,2.20,2.53,1.92,2.37,1.81,2.89,3.37,5.45,4.82,5.10,3.04
2020,1.89,3.01,2.28,2.73,1.49,3.18,3.39,4.39,4.07,3.39,3.99,4.13
2021,3.18,1.98,2.82,2.07,2.15,2.79,3.54,5.34,4.42,4.81,2.50,4.02
