date,January,February,March,April,May,June,July,August,September,October,November,December
1950,1.90,1.14,1.21,1.63,2.09,2.74,3.31,3.35,4.69,2.39,1.73,2.44
1951,2.13,2.47,2.03,2.12,1.29,2.85,2.85,5.49,5.19,2.89,3.08,2.86
1952,2.82,1.79,2.03,2.09,2.00,2.07,3.65,3.95,4.11,5.65,4.67,2.55
1953,1.44,3.70,1.71,1.46,1.96,2.16,2.06,5.89,4.07,4.12,2.27,3.25
1954,1.97,2.43,2.58,0.96,1.49,1.74,3.74,3.79,4.44,3.98,3.43,3.29
1955,3.32,2.90,3.03,1.87,2.40,3.19,2.79,5.65,4.00,3.99,1.85,3.34
1956,1.44,2.83,1.99,1.79,2.82,1.89,2.75,5.36,3.84,3.54,5.02,2.32
1957,3.19,2.07,1.40,1.49,1.51,1.39,2.13,3.03,5.02,3.63,4.35,2.44
1958,3.13,1.16,1.57,1.38,2.78,2.47,4.25,4.56,3.77,4.76,3.59,2.70
1959,1.20,2.92,2.15,2.22,2.00,1.45,4.82,4.54,3.18,3.50,3.80,3.51
1960,3.30,1.90,1.63,1.88,1.76,2.17,4.43,4.10,5.80,4.22,2.84,3.78
1961,2.52,2.04,1.60,2.70,2.08,2.90,4.33,5.51,6.03,4.91,3.41,3.06
1962,3.61,1.44,2.33,1.68,2.37,3.32,2.90,3.96,4.65,3.76,2.42,2.95
1963,3.98,2.60,3.62,2.66,1.85,3.50,3.63,4.89,3.72,4.44,1.50,3.57
1964,2.12,4.26,2.39,2.60,2.30,2.57,2.86,3.59,3.11,4.23,3.15,2.53
1965,2.79,2.08,2.81,2.40,2.59,2.81,3.22,4.28,5.48,4.41,2.43,2.74
1966,1.39,2.40,2.21,1.43,3.07,1.61,2.79,4.54,4.44,4.32,3.46,2.13
1967,2.11,2.51,2.37,2.22,1.54,2.54,4.53,5.37,4.93,2.91,4.59,3.45
1968,2.29,2.97,1.74,2.14,2.40,2.02,2.15,2.62,3.62,3.02,2.81,1.65
1969,1.14,1.34,1.86,1.19,1.77,1.39,3.83,3.42,2.16,4.03,3.91,3.40
1970,1.61,2.55,2.66,2.39,1.80,2.65,3.63,4.33,3.73,4.47,3.17,3.27
1971,1.89,2.70,1.66,1.90,2.56,2.01,3.41,4.62,3.96,5.06,2.78,3.73
1972,2.41,1.26,1.91,1.67,1.82,2.34,1.91,3.92,4.33,5.15,2.54,2.06
