date,January,February,March,April,May,June,July,August,September,October,November,December
1950,1.46,0.84,0.88,1.49,1.22,0.94,2.44,1.18,1.85,0.27,0.92,0.91
1951,1.45,0.97,0.73,1.89,1.95,1.87,1.48,2.35,0.83,1.61,1.16,2.78
1952,1.53,0.82,1.83,2.12,1.95,0.63,1.46,2.29,0.97,0.06,1.31,0.80
1953,0.89,0.74,1.39,2.06,1.92,1.06,2.42,2.08,0.14,1.41,1.47,0.90
1954,0.69,0.38,1.48,0.60,1.69,0.68,2.18,1.70,1.68,1.22,0.88,0.79
1955,0.77,1.34,0.75,1.06,2.81,1.11,1.39,2.67,0.82,0.46,1.28,0.87
1956,1.87,1.11,0.73,1.48,1.22,0.74,2.05,1.52,0.11,0.74,1.08,1.00
1957,2.44,0.82,1.59,3.62,4.36,1.80,2.96,2.65,0.50,2.12,1.86,0.69
1958,0.79,1.28,1.96,1.73,2.09,1.39,2.17,1.52,1.35,0.71,0.87,0.81
1959,0.96,1.41,1.40,1.56,2.06,1.38,1.13,2.16,2.14,2.51,0.43,0.84
1960,1.23,1.96,1.43,1.32,1.56,1.05,1.66,0.66,1.03,2.07,0.78,1.24
1961,0.25,0.92,2.32,1.51,2.02,1.42,2.27,2.38,3.09,1.42,1.09,0.92
1962,1.31,1.74,0.84,1.34,1.67,1.81,2.01,0.75,1.06,1.03,0.96,0.66
1963,1.20,0.88,1.31,0.70,0.69,1.55,1.54,3.41,1.80,0.89,0.70,0.64
1964,0.58,0.90,1.49,1.70,1.85,1.15,1.42,1.81,1.11,0.15,1.56,1.76
1965,1.25,0.99,1.58,1.57,2.01,3.49,3.25,2.42,2.55,1.18,1.22,1.52
1966,0.58,0.78,0.39,1.14,0.98,1.35,2.30,1.96,1.46,0.99,0.65,1.86
1967,0.91,0.71,0.75,1.21,2.68,2.81,2.64,2.20,1.33,0.70,0.68,2.14
1968,0.51,1.30,0.83,1.83,1.61,0.66,2.73,2.52,0.58,0.78,1.09,0.96
1969,1.75,0.95,0.98,1.27,2.43,3.17,2.18,1.96,1.70,3.80,0.72,1.02
1970,0.63,0.33,2.03,1.58,0.84,1.89,1.99,1.79,2.29,1.87,1.29,0.69
1971,0.87,1.20,0.78,1.94,2.05,0.59,1.94,1.63,1.80,1.64,1.09,1.40
1972,0.69,0.38,0.80,1.05,1.39,1.90,1.38,1.86,1.69,2.72,1.85,1.67
1973,0.84,0.40,2.29,2.07,2.59,1.31,2.61,1.14,1.89,0.65,1.15,1.61
1974,1.82,0.61,1.47,1.46,0.43,1.49,1.92,1.01,0.73,1.71,0.96,1.00
1975,1.24,1.05,2.01,1.52,2.31,1.43,2.08,1.21,0.80,0.70,1.60,0.59
1976,0.61,1.24,1.15,1.67,1.94,0.90,1.78,1.79,2.24,0.73,0.33,0.18
1977,0.59,0.59,0.88,2.02,1.81,0.92,2.89,2.35,0.84,0.72,1.25,0.97
1978,1.48,1.07,1.67,1.47,2.91,1.40,1.15,1.37,0.51,1.09,1.57,2.17
1979,1.92,0.84,2.43,1.14,3.04,1.80,1.70,2.34,0.53,1.16,1.45,0.95
1980,2.32,1.74,2.01,2.36,2.89,0.52,1.40,1.51,1.09,0.89,0.68,0.40
1981,0.36,0.49,2.40,0.95,3.24,1.19,2.81,2.24,1.07,1.95,0.76,1.33
1982,1.32,0.74,1.54,0.84,2.70,2.03,2.21,2.31,2.63,1.06,1.28,1.18
1983,0.57,1.04,2.80,2.11,2.73,2.38,1.90,1.99,0.67,0.80,2.48,2.45
1984,0.62,0.90,2.02,2.44,1.22,2.09,2.28,2.74,1.08,3.09,0.66,1.41
1985,1.00,0.81,1.92,2.46,2.15,0.89,3.14,0.85,2.38,1.73,2.29,0.89
1986,0.34,1.54,1.02,2.34,1.50,2.08,2.33,2.13,2.06,2.12,1.78,0.59
1987,1.11,1.81,1.63,0.86,3.22,1.74,1.46,2.41,0.80,0.93,1.49,1.36
1988,1.46,0.70,1.14,1.37,2.43,1.70,1.67,1.72,1.80,0.26,1.35,1.14
1989,1.02,1.52,0.91,0.78,1.38,1.87,1.94,1.94,1.48,0.79,0.40,0.71
1990,0.96,1.08,1.99,2.08,1.97,0.74,3.25,1.76,2.10,1.61,1.41,0.95
1991,0.80,0.44,1.98,1.27,1.63,1.88,2.69,2.44,1.36,1.06,2.28,0.82
1992,0.70,0.83,2.18,0.79,2.08,2.22,2.54,2.89,0.69,0.92,1.60,1.09
1993,1.59,2.04,1.68,1.77,2.18,1.36,1.21,2.84,1.27,1.95,1.41,0.60
1994,0.72,1.12,1.03,2.42,1.67,1.17,1.15,2.28,1.26,1.98,1.64,0.69
1995,1.08,1.13,2.13,2.64,4.58,2.92,1.83,1.45,1.91,0.59,0.88,0.65
1996,1.68,1.27,1.20,1.26,2.01,1.68,2.34,1.90,2.25,1.63,1.42,1.21
1997,1.74,1.06,0.51,2.45,1.91,2.21,2.14,3.45,2.43,2.25,1.23,0.86
1998,0.80,1.08,1.85,1.77,1.06,1.21,3.79,1.85,0.89,2.50,1.34,0.63
1999,1.07,0.66,0.72,4.38,2.64,1.64,2.59,3.27,1.39,0.57,0.37,0.73
2000,1.25,1.19,2.55,1.32,1.20,1.00,1.63,2.01,1.35,1.76,0.83,0.82
2001,1.02,1.14,1.42,1.65,2.69,0.94,2.44,1.97,1.04,0.65,1.20,0.65
2002,0.64,0.48,0.87,0.57,0.57,0.87,1.02,1.49,2.10,1.62,0.98,0.64
2003,0.44,1.49,2.19,1.57,1.75,2.07,1.02,1.85,1.44,0.37,1.34,0.91
2004,0.90,1.27,0.61,3.15,0.70,1.99,2.36,1.85,2.17,1.47,1.69,0.77
2005,1.97,1.06,1.40,1.97,1.49,2.20,1.05,2.23,1.35,2.33,0.89,1.01
2006,0.97,0.46,1.62,0.91,0.91,0.81,3.00,2.66,2.19,2.83,0.80,1.51
2007,1.00,0.96,1.09,2.08,2.09,1.17,2.00,2.41,1.80,1.13,0.40,2.58
2008,1.60,1.44,1.01,1.14,1.55,0.98,1.48,3.14,1.10,1.27,0.92,1.83
2009,0.98,0.78,1.13,2.36,1.94,2.64,2.31,1.18,1.46,2.10,0.61,1.30
2010,0.88,1.21,1.74,2.13,1.34,1.35,2.46,2.34,0.73,1.41,0.95,1.65
2011,0.71,1.17,1.16,2.10,2.57,0.94,2.54,1.60,1.27,1.66,0.99,0.91
2012,0.69,1.36,0.45,1.38,0.91,0.42,2.27,1.07,1.29,0.72,0.44,1.31
2013,0.91,0.89,1.07,1.67,1.55,0.66,2.44,2.24,3.88,1.51,1.15,0.82
2014,1.18,1.18,1.15,1.35,2.15,1.19,2.76,2.59,2.08,1.08,1.12,1.31
2015,0.65,1.35,0.86,1.88,5.30,1.91,2.37,1.67,0.76,1.82,1.69,1.47
2016,1.02,0.85,1.28,2.74,2.07,1.35,1.64,2.07,1.00,0.49,0.92,1.65
2017,2.29,1.00,1.19,2.17,2.82,0.69,3.05,1.87,1.98,0.93,0.52,0.40
2018,0.81,1.13,0.90,1.37,1.54,0.98,2.11,1.45,0.66,2.39,0.87,0.75
2019,1.38,1.57,2.79,1.44,2.84,1.78,1.58,1.47,0.71,0.97,1.11,1.27
2020,0.72,1.09,1.35,0.80,1.07,1.15,1.85,0.80,0.97,0.62,0.85,0.96
2021,0.74,1.11,2.07,1.01,2.99,1.19,2.15,1.40,1.23,1.12,0.37,1.72
