,Unnamed: 0,Unnamed: 0.1,date,January,February,March,April,May,June,July,August,September,October,November,December,State
0,0,0,1950,3.76,3.8,3.17,3.02,4.23,3.93,3.56,5.03,1.51,1.97,5.75,4.52,Connecticut
1,1,1,1951,3.6,4.94,6.09,3.45,4.1,3.16,3.0,3.76,2.23,4.22,7.74,5.34,Connecticut
2,2,2,1952,5.29,2.79,4.07,5.99,4.63,4.76,2.89,7.66,3.4,1.03,3.52,3.96,Connecticut
3,3,3,1953,6.54,3.37,10.54,5.86,4.38,2.43,4.56,2.04,1.63,4.72,3.77,5.54,Connecticut
4,4,4,1954,2.22,2.3,4.07,4.51,4.21,2.15,2.95,5.93,7.98,2.41,6.06,5.32,Connecticut
5,5,5,1955,0.78,3.93,4.63,4.27,1.62,3.09,2.47,15.01,3.78,12.22,5.52,0.77,Connecticut
6,6,6,1956,3.21,4.12,5.14,3.84,2.36,3.15,4.92,1.48,4.86,2.26,4.39,4.87,Connecticut
7,7,7,1957,2.25,1.95,2.29,4.51,2.48,1.34,2.42,3.0,2.19,3.13,4.32,7.12,Connecticut
8,8,8,1958,6.48,3.14,3.61,6.34,3.99,2.53,4.82,4.33,5.35,5.3,3.62,1.45,Connecticut
9,9,9,1959,2.94,2.89,4.95,4.15,1.39,4.76,4.85,3.73,1.89,7.09,5.29,4.8,Connecticut
10,10,10,1960,3.17,4.91,3.05,3.5,3.6,2.96,7.11,2.73,7.69,2.62,3.37,3.14,Connecticut
11,11,11,1961,2.69,3.56,3.61,5.72,5.06,2.98,2.89,4.05,4.58,2.18,3.29,3.17,Connecticut
12,12,12,1962,3.81,4.23,1.99,3.67,1.57,3.98,2.02,4.19,3.28,4.7,4.04,2.79,Connecticut
13,13,13,1963,2.82,3.08,3.57,1.38,3.4,3.48,4.29,2.21,3.87,0.44,6.95,2.52,Connecticut
14,14,14,1964,4.69,2.95,2.76,4.93,1.26,2.1,3.26,2.01,1.87,1.98,2.57,4.69,Connecticut
15,15,15,1965,2.87,3.78,1.76,2.84,1.86,1.75,2.72,2.92,2.68,3.5,2.09,1.96,Connecticut
16,16,16,1966,2.74,3.58,2.91,1.41,3.72,1.92,2.54,1.92,5.65,3.9,4.09,3.21,Connecticut
17,17,17,1967,1.47,2.71,5.18,3.9,5.57,3.51,4.23,4.03,2.85,2.78,3.15,5.98,Connecticut
18,18,18,1968,2.57,1.06,5.36,2.62,5.37,6.2,1.2,2.4,3.07,2.46,5.81,5.91,Connecticut
19,19,19,1969,1.54,3.03,2.91,5.4,3.67,2.61,6.4,3.5,4.54,2.08,6.11,7.35,Connecticut
20,20,20,1970,0.58,4.74,3.7,4.09,3.81,2.9,1.86,3.44,3.5,2.55,4.58,3.28,Connecticut
21,21,21,1971,2.33,4.66,3.11,2.37,4.2,1.51,5.18,5.02,5.0,3.71,4.98,2.98,Connecticut
22,22,22,1972,2.19,4.76,6.01,3.78,5.58,11.52,3.39,2.92,2.59,4.79,7.9,7.15,Connecticut
23,23,23,1973,4.35,3.45,3.77,6.57,5.56,4.92,4.15,2.98,3.82,3.14,2.23,8.98,Connecticut
24,24,24,1974,4.45,2.42,5.04,3.46,3.58,2.93,2.86,4.16,7.95,2.94,2.27,5.28,Connecticut
25,25,25,1975,5.11,3.07,3.83,3.02,3.5,4.42,6.22,3.53,8.55,5.07,5.57,4.46,Connecticut
26,26,26,1976,6.34,3.15,2.89,3.33,4.61,2.32,4.12,7.86,2.61,5.78,0.68,3.17,Connecticut
27,27,27,1977,2.45,2.75,7.15,4.36,3.16,4.13,2.62,3.42,7.73,6.22,4.76,5.69,Connecticut
28,28,28,1978,9.19,1.53,3.66,2.07,5.95,2.68,3.71,5.04,3.14,3.01,2.43,4.36,Connecticut
29,29,29,1979,11.97,3.49,4.33,5.63,5.48,1.49,2.29,6.28,4.98,4.1,4.35,2.54,Connecticut
30,30,30,1980,1.36,0.92,8.58,6.39,2.07,3.48,4.75,2.1,1.72,3.76,4.28,0.92,Connecticut
31,31,31,1981,0.68,7.84,0.68,3.75,3.37,3.23,4.14,1.09,4.02,5.59,2.29,5.25,Connecticut
32,32,32,1982,5.15,3.35,2.66,5.1,2.83,12.09,2.76,3.13,2.64,2.38,3.85,1.75,Connecticut
33,33,33,1983,4.8,3.79,7.7,11.02,5.35,3.11,1.86,3.3,1.83,6.35,7.11,6.79,Connecticut
