,date,January,February,March,April,May,June,July,August,September,October,November,December,State
25,1975,7.98,5.49,4.07,2.27,2.11,1.46,0.84,3.17,0.1,7.33,7.01,9.09,Washington
26,1976,6.71,5.54,4.11,2.5,2.01,1.39,1.03,2.94,0.81,1.78,1.61,2.75,Washington
27,1977,1.96,2.93,4.98,1.19,3.31,1.12,0.67,2.7,3.16,2.6,7.33,9.61,Washington
28,1978,4.89,3.66,2.98,3.76,2.78,1.28,1.49,2.42,3.88,0.85,4.4,3.6,Washington
29,1979,2.23,7.22,2.56,2.64,1.68,0.94,1.1,1.34,2.03,4.39,2.69,9.38,Washington
30,1980,5.34,5.83,3.77,3.14,2.61,2.35,0.74,1.11,2.51,1.31,7.54,8.49,Washington
31,1981,2.17,6.05,2.85,4.09,2.89,3.59,1.11,0.4,2.69,4.98,4.98,8.0,Washington
32,1982,7.57,7.19,4.01,3.69,1.05,1.57,1.58,1.06,2.49,4.61,4.98,7.59,Washington
33,1983,7.71,6.39,6.38,2.23,1.76,2.58,3.09,1.51,2.15,1.84,11.2,4.99,Washington
34,1984,5.7,4.37,4.81,3.52,4.31,3.2,0.2,0.65,2.09,4.08,9.01,5.03,Washington
35,1985,0.73,3.44,3.35,2.51,1.58,2.04,0.2,0.84,2.76,6.17,4.59,1.78,Washington
36,1986,7.38,5.97,3.54,2.66,2.68,0.91,1.26,0.21,3.09,2.45,7.66,3.82,Washington
37,1987,5.57,3.15,5.39,2.46,2.73,0.89,1.47,0.54,0.51,0.25,3.37,8.06,Washington
38,1988,4.32,2.43,5.52,4.11,3.08,1.86,0.78,0.36,2.17,2.38,8.75,4.19,Washington
39,1989,5.32,2.99,5.86,2.89,2.74,1.02,0.82,1.6,0.35,3.13,6.21,3.63,Washington
40,1990,9.18,5.92,2.8,2.89,3.3,2.82,0.89,1.87,0.21,6.15,9.46,5.42,Washington
41,1991,4.67,5.15,4.24,4.6,2.85,2.48,0.68,1.86,0.23,1.65,7.6,4.47,Washington
42,1992,6.99,3.76,1.09,4.24,0.61,2.09,1.76,0.8,2.15,2.45,6.07,5.12,Washington
43,1993,4.09,0.84,4.05,5.15,3.04,2.8,2.59,0.86,0.34,1.71,2.35,5.86,Washington
44,1994,4.15,5.28,3.28,2.88,2.06,2.12,0.53,0.42,1.37,5.49,7.19,7.74,Washington
45,1995,6.4,4.76,5.16,3.05,1.53,2.15,1.3,1.63,1.93,4.99,11.13,7.05,Washington
46,1996,6.9,7.71,2.22,5.58,3.5,1.15,0.72,0.63,2.12,5.84,6.95,11.63,Washington
47,1997,7.47,3.71,8.24,3.98,2.75,2.9,1.68,1.09,3.88,6.77,4.34,4.26,Washington
48,1998,8.21,4.64,4.05,1.64,3.66,1.61,1.07,0.21,0.66,2.76,10.04,10.06,Washington
49,1999,7.53,9.93,4.51,1.46,2.5,1.86,0.98,1.31,0.36,3.49,8.24,7.13,Washington
50,2000,6.09,4.28,3.94,2.29,3.06,2.14,0.68,0.4,1.97,2.93,3.02,3.41,Washington
51,2001,2.98,2.08,3.56,3.26,1.92,2.48,0.73,1.43,0.79,4.6,7.67,7.66,Washington
52,2002,7.33,4.23,4.46,3.23,2.0,1.81,0.55,0.31,0.79,0.64,3.8,7.36,Washington
53,2003,8.26,2.49,7.09,3.84,1.48,0.52,0.14,0.29,1.23,6.32,6.3,5.51,Washington
54,2004,6.2,3.2,3.23,1.35,3.06,1.63,0.4,3.21,2.81,3.81,3.79,4.96,Washington
55,2005,4.58,1.11,4.39,3.37,3.64,2.03,1.09,0.49,1.59,4.15,5.48,6.72,Washington
56,2006,11.78,3.57,3.48,2.93,2.37,2.23,0.38,0.18,1.17,1.81,13.51,6.85,Washington
57,2007,5.11,4.61,5.26,2.13,1.42,1.68,1.06,0.7,1.43,4.06,3.97,8.81,Washington
58,2008,5.79,3.65,4.03,2.29,1.58,1.88,0.48,2.13,0.65,2.36,6.84,5.71,Washington
59,2009,6.23,1.98,4.89,2.66,3.12,0.96,0.66,0.86,1.65,5.57,7.93,3.39,Washington
60,2010,6.24,3.38,3.72,4.04,4.28,3.28,0.41,0.74,3.46,4.29,5.78,7.7,Washington
61,2011,6.53,4.09,7.81,4.67,4.09,1.44,1.06,0.2,1.29,3.34,6.1,3.2,Washington
62,2012,6.35,4.76,7.87,3.93,2.31,3.93,1.43,0.1,0.16,6.47,7.31,8.25,Washington
63,2013,3.97,2.76,3.75,4.23,3.01,2.26,0.16,1.6,5.6,1.37,4.03,2.94,Washington
64,2014,4.42,6.28,7.78,3.78,2.44,1.73,0.77,1.47,1.79,6.01,6.1,6.23,Washington
65,2015,4.96,4.3,4.32,1.82,1.51,0.47,0.42,1.33,1.5,4.18,7.02,11.42,Washington
66,2016,6.82,5.08,6.99,1.6,1.54,1.83,1.16,0.36,1.67,10.29,6.87,4.93,Washington
67,2017,3.64,7.17,8.53,4.88,2.42,1.55,0.04,0.14,1.35,5.06,8.86,5.09,Washington
68,2018,7.74,4.39,3.29,5.47,1.08,1.36,0.17,0.35,1.59,3.65,5.21,7.02,Washington
69,2019,4.51,4.09,1.41,3.5,1.82,1.05,0.91,0.94,3.62,3.79,1.85,5.58,Washington
70,2020,10.52,4.92,2.83,1.37,3.52,2.39,0.38,0.45,2.42,3.99,6.4,6.06,Washington
71,2021,7.39,5.7,2.45,0.98,1.24,1.4,0.06,0.68,3.12,5.26,9.23,6.38,Washington
