,date,January,February,March,April,May,June,July,August,September,October,November,December,State
0,1950,7.37,6.96,7.16,3.37,1.29,2.1,0.94,1.2,1.19,7.98,7.39,7.22,Washington
1,1951,7.92,6.87,4.47,0.82,2.11,1.29,0.43,1.18,2.11,6.44,5.86,5.95,Washington
2,1952,5.16,3.36,3.06,1.78,1.44,2.45,0.38,0.72,0.59,0.87,1.44,6.56,Washington
3,1953,14.09,3.81,3.58,2.89,2.96,2.32,0.4,1.69,1.77,3.16,6.11,8.06,Washington
4,1954,9.61,5.72,2.66,2.95,1.54,2.7,1.27,2.03,1.95,2.67,6.88,5.24,Washington
5,1955,3.12,4.19,4.52,4.44,1.87,1.5,2.32,0.1,1.8,6.99,8.99,9.08,Washington
6,1956,8.23,4.2,6.14,0.69,1.29,3.01,0.59,1.51,2.17,6.27,2.31,6.57,Washington
7,1957,3.17,5.3,6.2,2.45,2.69,1.93,0.91,1.08,0.9,3.93,3.22,7.43,Washington
8,1958,7.19,6.15,2.8,4.7,1.12,1.99,0.52,0.45,1.88,3.76,9.12,6.69,Washington
9,1959,8.61,3.7,4.67,3.38,2.44,1.9,0.51,0.99,5.0,4.23,6.36,4.98,Washington
10,1960,4.36,5.12,4.82,3.94,4.2,0.96,0.03,1.97,1.17,3.89,8.33,3.59,Washington
11,1961,6.72,10.06,5.92,3.14,3.02,1.12,0.75,1.04,1.31,3.94,4.75,6.98,Washington
12,1962,3.39,2.62,4.15,3.52,2.95,1.22,0.47,2.05,2.28,4.05,8.59,4.94,Washington
13,1963,1.94,5.14,3.86,3.92,1.78,1.58,1.52,1.12,1.45,4.28,7.56,5.19,Washington
14,1964,9.57,2.09,4.58,2.43,1.4,2.75,1.29,1.78,2.14,1.94,6.55,8.59,Washington
15,1965,7.91,4.64,0.86,3.19,1.94,0.86,0.77,2.03,0.74,2.35,5.53,5.71,Washington
16,1966,6.77,2.87,5.19,1.41,1.38,1.89,1.67,0.55,1.54,3.63,6.25,8.51,Washington
17,1967,9.2,3.75,4.8,2.98,1.34,1.57,0.2,0.07,1.21,7.94,3.32,6.44,Washington
18,1968,7.08,6.0,4.43,2.23,1.96,2.47,0.67,3.23,2.44,5.0,6.33,8.12,Washington
19,1969,7.57,3.51,2.43,3.74,2.14,1.58,0.49,0.39,3.88,2.28,2.74,6.48,Washington
20,1970,9.19,3.24,2.84,4.03,1.18,0.96,0.7,0.26,2.45,3.37,5.81,8.21,Washington
21,1971,9.09,4.17,7.1,2.32,2.04,2.57,0.8,0.74,2.97,3.33,5.75,7.97,Washington
22,1972,7.72,7.3,6.58,4.08,2.03,2.2,1.53,1.24,3.39,0.94,4.12,8.81,Washington
23,1973,4.88,1.88,2.7,1.35,2.08,1.83,0.17,0.37,2.45,4.09,9.91,9.71,Washington
24,1974,9.92,5.59,6.12,3.68,2.7,1.4,1.98,0.24,0.51,1.0,6.21,7.94,Washington
