,Unnamed: 0,date,January,February,March,April,May,June,July,August,September,October,November,December,State
37,37,1987,2.13,3.62,3.07,0.71,7.92,4.08,2.8,3.31,4.45,1.67,2.96,4.56,Oklahoma
38,38,1988,1.23,0.75,4.26,3.85,1.23,2.1,3.43,1.64,5.04,1.73,2.72,1.43,Oklahoma
39,39,1989,1.86,2.6,2.98,0.55,5.8,7.78,3.18,3.83,4.59,1.64,0.16,0.42,Oklahoma
40,40,1990,2.99,3.85,5.7,6.03,6.58,1.89,3.01,2.29,4.49,1.91,2.67,1.85,Oklahoma
41,41,1991,1.51,0.33,1.95,3.32,5.1,4.28,2.67,2.65,4.82,4.41,2.85,4.83,Oklahoma
42,42,1992,1.31,1.24,1.92,3.09,4.53,7.17,4.4,3.93,3.67,0.78,5.57,3.83,Oklahoma
43,43,1993,2.18,2.95,2.78,4.03,7.42,3.66,1.76,2.97,5.47,2.07,1.89,2.0,Oklahoma
44,44,1994,0.92,1.77,2.85,4.66,3.98,1.96,4.51,2.87,2.4,3.45,5.47,1.43,Oklahoma
45,45,1995,1.96,0.45,3.03,4.35,6.99,6.39,3.26,2.91,4.98,1.09,0.5,1.9,Oklahoma
46,46,1996,0.92,0.18,1.93,2.2,2.42,3.79,5.93,5.54,5.86,2.6,5.32,0.59,Oklahoma
47,47,1997,0.48,4.12,1.21,5.48,3.7,4.33,2.54,4.7,3.07,4.02,1.68,3.98,Oklahoma
48,48,1998,3.54,1.48,5.37,2.55,2.52,1.8,2.44,1.53,3.07,6.69,3.29,1.9,Oklahoma
49,49,1999,2.13,0.88,4.12,5.86,5.45,6.32,1.38,1.44,3.86,1.9,0.83,3.1,Oklahoma
50,50,2000,1.15,1.53,4.3,2.57,4.34,7.11,2.54,0.12,1.09,6.45,3.76,1.97,Oklahoma
51,51,2001,2.22,4.11,1.52,1.37,7.38,2.34,0.92,2.32,3.79,2.21,1.75,2.05,Oklahoma
52,52,2002,2.16,1.06,2.7,4.14,3.56,3.69,3.48,3.15,2.33,5.11,0.63,3.0,Oklahoma
53,53,2003,0.07,1.78,2.01,1.88,3.71,5.17,0.91,4.41,3.08,1.67,1.99,1.19,Oklahoma
54,54,2004,2.18,1.69,3.95,3.65,1.56,6.52,4.64,2.88,1.23,5.11,5.96,0.82,Oklahoma
55,55,2005,3.5,1.67,1.18,1.37,2.6,4.3,3.0,5.13,2.07,2.01,0.46,0.27,Oklahoma
56,56,2006,0.94,0.3,3.16,3.35,3.16,2.65,1.79,3.2,2.41,2.85,2.45,3.55,Oklahoma
57,57,2007,2.16,0.93,4.23,2.81,7.05,9.51,4.48,3.2,3.05,3.04,0.48,2.63,Oklahoma
58,58,2008,0.51,2.42,4.68,4.58,4.8,5.59,2.44,4.75,3.63,2.92,1.06,0.93,Oklahoma
59,59,2009,0.66,1.16,2.58,4.82,4.98,2.49,3.88,3.79,4.6,6.96,0.73,1.39,Oklahoma
60,60,2010,1.86,1.92,2.03,2.63,4.8,4.12,4.46,1.69,4.13,1.67,1.87,0.86,Oklahoma
61,61,2011,0.28,1.57,0.74,3.49,4.47,1.17,0.79,2.36,1.72,2.79,4.38,2.48,Oklahoma
62,62,2012,1.86,1.86,4.56,3.45,2.15,2.45,1.16,2.42,2.94,1.2,0.63,1.02,Oklahoma
63,63,2013,1.77,3.24,1.59,3.81,4.73,3.87,5.28,3.34,2.58,3.1,1.72,1.67,Oklahoma
64,64,2014,0.33,0.49,1.74,1.69,3.14,5.71,4.57,1.55,2.57,3.44,2.2,1.44,Oklahoma
65,65,2015,1.21,1.18,2.41,4.85,14.44,4.81,5.43,2.45,2.07,3.26,6.05,5.56,Oklahoma
66,66,2016,0.5,1.02,2.47,6.05,3.86,3.26,3.72,2.9,3.53,1.87,1.25,0.76,Oklahoma
67,67,2017,2.59,2.05,2.6,6.62,4.49,2.57,3.85,6.42,2.57,3.62,0.26,0.97,Oklahoma
68,68,2018,0.53,4.09,2.1,2.18,3.92,3.7,3.26,4.27,5.5,6.55,1.09,3.82,Oklahoma
69,69,2019,2.1,1.48,2.63,3.91,11.61,5.09,1.83,5.14,3.01,4.75,2.34,1.09,Oklahoma
70,70,2020,3.6,1.83,5.17,2.92,5.07,2.09,4.75,2.79,4.4,3.21,1.1,2.28,Oklahoma
71,71,2021,2.24,0.8,3.19,3.44,5.61,5.06,3.68,2.56,1.09,4.21,0.9,0.88,Oklahoma
