,Unnamed: 0,date,January,February,March,April,May,June,July,August,September,October,November,December,State
0,0,1950,2.02,1.98,0.49,1.78,6.75,3.1,9.07,4.88,3.53,0.62,0.41,0.09,Oklahoma
1,1,1951,1.38,3.06,1.31,2.11,5.29,7.1,3.22,1.66,3.88,3.45,2.07,0.39,Oklahoma
2,2,1952,0.91,1.46,2.61,4.27,3.62,1.21,2.36,2.14,0.68,0.14,2.91,1.22,Oklahoma
3,3,1953,0.69,1.1,3.58,4.07,2.84,2.16,6.0,2.33,1.48,4.31,1.75,1.39,Oklahoma
4,4,1954,1.07,0.59,0.69,3.53,6.15,1.63,0.66,1.85,1.09,3.28,0.27,2.08,Oklahoma
5,5,1955,1.04,1.9,1.99,1.91,7.59,2.94,1.59,3.02,4.02,2.89,0.21,0.26,Oklahoma
6,6,1956,0.75,1.78,0.78,1.53,4.09,2.08,2.35,1.21,0.25,2.26,1.91,1.74,Oklahoma
7,7,1957,1.6,1.63,3.84,8.04,10.54,7.04,1.48,1.7,5.43,2.36,3.18,1.04,Oklahoma
8,8,1958,1.61,0.93,3.9,2.82,3.41,5.43,5.01,3.65,2.86,0.62,1.77,0.88,Oklahoma
9,9,1959,0.39,0.96,2.4,2.53,5.72,3.42,6.48,2.4,5.03,6.42,1.14,3.16,Oklahoma
10,10,1960,1.73,2.42,1.28,1.92,5.84,2.88,6.01,3.46,2.43,4.58,0.49,3.23,Oklahoma
11,11,1961,0.37,1.67,3.53,1.09,4.97,4.39,5.17,3.2,5.55,2.6,3.69,1.56,Oklahoma
12,12,1962,1.11,0.9,1.57,2.82,1.89,7.0,3.37,1.57,5.71,3.18,1.8,1.21,Oklahoma
13,13,1963,0.45,0.25,2.24,2.32,2.36,2.93,3.88,1.55,2.26,0.7,1.68,0.99,Oklahoma
14,14,1964,0.72,1.98,2.22,2.73,5.01,2.93,0.99,5.11,3.94,0.96,5.18,1.01,Oklahoma
15,15,1965,1.34,1.51,1.32,2.51,4.37,4.35,2.08,3.28,5.18,1.58,0.48,1.84,Oklahoma
16,16,1966,1.04,2.29,0.81,4.08,1.6,1.98,2.86,5.13,2.63,0.73,0.68,1.09,Oklahoma
17,17,1967,0.64,0.44,1.24,5.22,4.58,4.3,3.48,1.92,5.16,3.26,0.74,1.75,Oklahoma
18,18,1968,2.54,1.1,3.28,3.14,6.58,3.93,3.07,3.43,3.12,2.4,4.58,1.94,Oklahoma
19,19,1969,1.45,2.34,2.94,2.77,5.21,4.28,1.5,3.05,3.38,4.28,0.45,1.98,Oklahoma
20,20,1970,0.31,1.01,2.74,4.52,2.18,3.01,1.53,1.86,6.23,4.23,0.84,0.71,Oklahoma
21,21,1971,1.24,1.91,0.39,1.89,2.95,3.9,3.99,2.92,4.9,4.51,1.52,4.19,Oklahoma
22,22,1972,0.37,0.53,0.7,3.06,3.25,2.49,2.89,2.65,2.94,5.29,4.13,1.18,Oklahoma
23,23,1973,2.93,1.33,7.44,4.81,3.5,5.06,3.7,1.61,7.41,3.59,3.63,1.74,Oklahoma
24,24,1974,0.75,1.39,2.83,3.84,3.82,3.83,0.85,5.89,6.24,4.78,3.56,1.8,Oklahoma
25,25,1975,2.0,2.71,3.24,2.01,6.77,4.73,3.6,2.83,2.38,0.99,2.91,1.43,Oklahoma
26,26,1976,0.1,0.49,2.51,5.34,4.39,2.34,2.24,1.7,3.38,2.95,0.49,0.78,Oklahoma
27,27,1977,1.08,1.49,3.14,3.04,6.67,2.48,2.59,4.71,3.0,1.22,1.96,0.53,Oklahoma
28,28,1978,1.02,2.4,2.13,2.16,6.98,3.72,1.19,1.66,1.93,0.5,3.78,0.86,Oklahoma
29,29,1979,1.86,1.22,3.67,2.89,5.74,4.7,4.38,2.74,1.32,2.46,2.44,1.29,Oklahoma
30,30,1980,1.5,1.06,2.25,2.86,6.49,2.95,0.42,1.14,3.21,1.86,1.04,1.73,Oklahoma
31,31,1981,0.26,1.49,2.55,2.17,5.4,4.17,3.83,3.19,2.03,7.06,2.82,0.28,Oklahoma
32,32,1982,2.47,1.27,1.71,1.7,10.38,4.97,2.94,1.2,1.35,1.44,3.27,2.94,Oklahoma
33,33,1983,1.2,2.44,2.87,2.72,5.93,4.08,0.81,1.46,1.91,6.36,2.27,0.97,Oklahoma
34,34,1984,0.66,1.94,4.23,2.76,3.09,3.03,1.25,1.73,2.07,5.76,2.76,4.87,Oklahoma
35,35,1985,1.69,3.6,4.8,4.65,2.6,5.7,1.97,2.62,4.39,5.53,3.6,1.11,Oklahoma
36,36,1986,0.03,1.5,1.48,3.88,5.54,4.61,1.62,4.12,7.06,5.96,3.44,1.14,Oklahoma
