,date,January,February,March,April,May,June,July,August,September,October,November,December,State
0,1950,2.94,2.42,3.31,1.48,5.88,3.38,5.95,3.39,5.59,2.14,2.23,3.37,Virginia
1,1951,1.72,2.63,3.87,3.85,2.61,6.1,3.86,3.41,2.06,1.63,4.55,4.43,Virginia
2,1952,4.77,2.84,5.09,4.53,3.76,2.78,3.59,5.66,3.12,1.45,5.13,2.86,Virginia
3,1953,3.41,3.22,4.66,3.13,3.98,3.92,2.34,2.97,2.69,1.59,1.46,3.56,Virginia
4,1954,4.4,1.68,4.07,2.74,4.35,2.31,3.66,3.65,1.48,4.88,2.85,3.42,Virginia
5,1955,1.24,3.78,5.21,3.4,2.84,3.96,4.13,9.05,3.05,2.37,1.85,0.99,Virginia
6,1956,1.62,4.49,3.38,3.47,2.55,3.07,6.47,3.14,4.7,4.38,2.46,2.86,Virginia
7,1957,3.77,4.58,2.72,4.03,2.56,4.36,2.12,3.44,6.24,2.96,4.42,4.55,Virginia
8,1958,3.42,3.47,4.54,4.59,4.92,4.27,4.64,6.11,1.5,2.56,1.91,3.58,Virginia
9,1959,2.05,1.69,3.16,4.65,2.67,2.64,6.33,3.5,3.52,5.87,3.27,2.88,Virginia
10,1960,2.45,4.89,3.31,2.93,5.36,2.7,4.33,4.91,5.06,2.39,1.23,2.02,Virginia
11,1961,2.52,4.99,4.01,3.69,4.38,5.44,3.43,5.04,2.32,4.59,2.47,4.94,Virginia
12,1962,3.98,3.6,4.16,3.54,3.29,5.26,4.55,2.56,3.56,1.59,5.53,3.31,Virginia
13,1963,1.87,2.27,5.67,1.1,2.42,3.82,2.4,2.36,3.35,0.27,5.49,1.99,Virginia
14,1964,4.02,4.36,2.63,3.49,1.68,2.26,4.5,4.05,3.94,3.71,2.4,3.27,Virginia
15,1965,2.91,3.16,4.38,2.78,2.34,3.26,4.28,3.24,2.61,2.52,0.85,0.38,Virginia
16,1966,3.99,3.72,1.78,2.91,3.79,2.47,3.51,3.23,6.54,3.51,2.19,3.26,Virginia
17,1967,1.9,2.63,3.5,1.68,4.31,2.29,4.26,6.68,2.17,2.4,1.66,5.53,Virginia
18,1968,2.96,0.51,3.88,2.68,4.14,3.25,3.73,3.49,1.79,3.7,3.34,2.14,Virginia
19,1969,2.29,2.85,3.45,2.24,2.42,4.38,6.22,5.69,3.22,1.58,2.02,5.5,Virginia
20,1970,1.59,2.82,3.0,3.77,2.34,2.67,5.25,3.67,1.81,3.81,3.73,2.54,Virginia
21,1971,2.81,4.47,2.69,2.34,7.84,3.38,3.95,4.59,3.94,7.38,2.75,1.3,Virginia
22,1972,3.02,4.91,2.37,3.74,5.73,8.29,5.17,2.49,4.12,6.02,5.59,4.62,Virginia
23,1973,2.6,3.25,4.66,4.99,4.31,3.52,3.49,4.73,2.29,3.65,2.13,6.21,Virginia
24,1974,4.22,2.39,3.98,2.54,4.66,4.52,3.19,4.91,4.77,1.28,1.79,4.06,Virginia
25,1975,4.12,3.23,7.86,2.41,4.37,3.87,6.49,3.17,8.45,2.92,2.14,3.03,Virginia
26,1976,4.04,1.72,2.62,1.23,4.3,4.33,3.09,2.29,4.66,8.7,1.59,2.75,Virginia
27,1977,1.96,1.15,3.17,3.36,2.58,2.93,2.61,3.98,3.03,5.78,5.38,3.82,Virginia
28,1978,6.94,0.66,4.9,4.07,5.25,3.66,4.67,4.91,1.45,1.1,3.4,4.17,Virginia
29,1979,6.18,4.97,3.65,3.74,4.39,4.94,4.06,4.4,9.08,4.46,4.42,1.37,Virginia
30,1980,4.16,1.23,4.98,4.28,3.55,1.57,4.66,2.37,2.13,3.43,2.74,0.82,Virginia
31,1981,0.59,3.41,1.85,2.69,4.46,3.37,5.06,3.26,3.44,3.71,0.9,3.48,Virginia
32,1982,3.93,4.74,3.27,2.83,3.41,5.63,4.85,4.29,2.68,3.23,3.64,3.09,Virginia
