,Unnamed: 0,Unnamed: 0.1,date,January,February,March,April,May,June,July,August,September,October,November,December,State
17,17,17,1967,0.6,0.12,0.58,3.01,3.11,8.17,3.92,1.88,4.2,2.24,0.57,0.96,Kansas
18,18,18,1968,0.25,0.28,0.5,2.21,3.69,3.05,4.43,4.64,1.51,3.4,1.83,1.18,Kansas
19,19,19,1969,0.47,1.2,1.87,3.28,3.95,4.72,3.77,3.38,3.13,3.93,0.13,0.77,Kansas
20,20,20,1970,0.18,0.1,1.48,3.38,3.07,4.36,1.59,2.06,5.12,1.96,0.39,0.41,Kansas
21,21,21,1971,0.95,1.86,0.43,1.85,4.12,3.54,4.97,1.2,2.21,3.34,2.56,1.14,Kansas
22,22,22,1972,0.23,0.22,0.68,2.05,4.3,2.91,4.85,4.14,2.59,1.64,3.19,1.1,Kansas
23,23,23,1973,1.55,0.91,7.62,2.78,2.99,1.82,5.27,2.13,8.32,3.23,1.51,2.12,Kansas
24,24,24,1974,0.56,0.47,1.96,2.66,2.8,3.38,0.88,4.37,1.63,3.07,1.7,0.96,Kansas
25,25,25,1975,1.0,1.22,1.49,2.09,4.82,5.93,1.03,3.2,1.62,0.38,2.86,0.53,Kansas
26,26,26,1976,0.15,0.41,1.38,4.82,3.23,2.19,2.76,1.12,2.89,1.87,0.13,0.05,Kansas
27,27,27,1977,0.65,0.26,1.72,3.07,6.17,4.64,2.52,6.49,3.39,1.75,1.59,0.26,Kansas
28,28,28,1978,0.36,1.28,1.31,1.97,5.13,3.36,2.25,2.28,2.63,0.4,2.39,0.46,Kansas
29,29,29,1979,1.72,0.34,3.85,1.82,3.4,4.05,5.12,2.32,0.69,3.85,1.79,0.63,Kansas
30,30,30,1980,1.14,1.07,3.64,1.71,2.65,1.98,1.06,3.83,1.07,1.79,0.26,1.38,Kansas
31,31,31,1981,0.21,0.27,2.17,1.64,6.43,3.84,4.62,2.76,2.3,2.36,2.94,0.4,Kansas
32,32,32,1982,0.89,0.82,1.76,1.34,6.63,4.91,3.5,2.59,1.7,1.55,0.99,1.89,Kansas
33,33,33,1983,0.66,1.3,2.71,3.42,3.92,4.27,0.76,1.29,1.92,3.11,2.22,0.84,Kansas
34,34,34,1984,0.4,0.97,4.0,5.02,2.6,4.34,1.26,1.48,1.3,4.08,0.84,2.63,Kansas
35,35,35,1985,1.1,1.61,1.41,3.13,3.49,4.11,3.25,4.69,4.5,3.41,1.56,0.65,Kansas
36,36,36,1986,0.0,0.8,0.97,2.72,3.66,3.84,4.03,4.32,5.11,3.9,1.1,0.95,Kansas
37,37,37,1987,0.81,1.74,4.68,1.68,5.49,3.93,3.23,4.54,2.11,1.08,1.63,1.3,Kansas
38,38,38,1988,0.81,0.32,1.2,3.33,2.58,1.75,3.44,1.82,2.58,0.57,1.03,0.41,Kansas
39,39,39,1989,0.66,0.47,1.56,0.41,4.09,6.03,3.17,4.85,3.48,1.41,0.0,0.31,Kansas
40,40,40,1990,1.25,1.5,3.06,2.12,5.51,2.96,3.51,3.1,1.76,0.97,1.59,0.6,Kansas
41,41,41,1991,0.52,0.04,1.46,2.62,4.05,2.61,2.37,2.54,1.47,1.3,2.36,1.81,Kansas
42,42,42,1992,1.1,0.93,2.46,1.36,2.4,5.81,6.7,3.74,2.08,2.0,3.51,1.7,Kansas
43,43,43,1993,1.48,1.93,2.25,2.18,6.05,4.27,9.28,4.2,3.75,1.21,1.12,0.75,Kansas
44,44,44,1994,0.6,0.71,0.39,4.62,1.5,2.97,4.92,2.42,1.36,2.24,2.29,0.98,Kansas
45,45,45,1995,0.92,0.3,2.13,2.79,8.79,4.84,3.22,3.01,2.38,0.33,0.32,0.65,Kansas
46,46,46,1996,0.43,0.12,1.26,1.35,4.98,4.11,4.29,5.34,4.38,1.54,2.8,0.16,Kansas
47,47,47,1997,0.22,2.13,0.42,2.83,3.31,4.25,3.21,4.8,2.89,3.22,0.92,2.09,Kansas
48,48,48,1998,0.6,0.96,3.2,2.28,2.06,2.9,6.37,1.94,3.08,4.23,4.11,0.58,Kansas
49,49,49,1999,1.35,0.49,1.7,5.18,4.42,5.31,2.73,3.22,3.28,0.61,0.76,1.21,Kansas
50,50,50,2000,0.42,1.61,4.16,1.35,2.67,4.25,3.68,0.62,1.01,3.98,1.24,0.49,Kansas
51,51,51,2001,1.31,2.46,1.48,1.81,5.26,3.81,3.71,2.4,3.55,1.11,0.58,0.27,Kansas
52,52,52,2002,1.06,0.42,0.53,2.34,3.9,2.74,1.72,3.09,1.5,4.43,0.24,0.47,Kansas
53,53,53,2003,0.18,1.15,2.22,3.23,3.47,4.19,0.85,4.31,2.51,1.21,0.64,1.15,Kansas
54,54,54,2004,0.83,0.86,3.38,2.5,2.47,5.34,5.81,2.51,2.15,2.29,2.47,0.3,Kansas
55,55,55,2005,1.77,1.59,1.37,2.02,3.18,6.03,3.22,5.16,1.58,2.58,0.68,0.42,Kansas
56,56,56,2006,0.3,0.01,1.87,2.43,2.76,3.02,2.39,4.77,1.9,2.14,0.47,2.67,Kansas
57,57,57,2007,0.89,0.88,3.44,2.98,5.98,5.69,3.35,2.57,2.02,2.83,0.15,2.48,Kansas
58,58,58,2008,0.4,1.38,1.47,2.81,5.13,4.81,3.37,3.62,3.97,4.78,0.95,0.65,Kansas
59,59,59,2009,0.08,0.51,1.87,4.8,2.74,4.71,3.99,3.83,3.4,3.81,1.08,0.98,Kansas
60,60,60,2010,0.48,0.86,2.08,2.62,4.06,4.7,4.55,2.93,3.14,0.69,1.53,0.2,Kansas
61,61,61,2011,0.46,1.09,1.11,1.86,3.44,2.66,2.59,3.33,1.27,1.6,2.5,2.26,Kansas
62,62,62,2012,0.07,1.81,2.45,3.08,1.47,2.16,1.28,2.61,2.09,1.14,0.58,0.55,Kansas
63,63,63,2013,0.84,1.63,1.21,2.44,3.96,2.78,4.46,4.91,2.74,2.64,1.03,0.39,Kansas
64,64,64,2014,0.24,0.75,0.48,1.59,1.98,7.58,2.39,3.06,2.98,2.75,0.29,1.34,Kansas
65,65,65,2015,0.37,0.83,0.49,2.76,8.28,3.34,4.93,2.95,1.58,1.79,3.1,2.36,Kansas
66,66,66,2016,0.48,0.55,0.77,5.34,4.58,2.3,5.05,4.9,4.11,1.44,0.47,0.69,Kansas
67,67,67,2017,1.56,0.24,2.79,5.07,4.83,3.2,2.39,3.56,2.39,2.73,0.16,0.11,Kansas
68,68,68,2018,0.39,0.6,1.02,1.21,4.1,3.82,4.19,4.33,3.33,5.86,0.81,2.19,Kansas
69,69,69,2019,1.03,1.02,2.12,1.67,10.51,4.45,2.32,7.0,2.02,1.96,0.65,1.28,Kansas
70,70,70,2020,1.33,1.29,2.06,1.37,4.09,2.73,6.32,1.68,1.65,1.09,1.31,0.93,Kansas
71,71,71,2021,1.38,0.22,4.04,1.51,5.56,2.8,2.8,2.53,2.77,3.05,0.39,0.2,Kansas
