,Unnamed: 0,Unnamed: 0.1,date,January,February,March,April,May,June,July,August,September,October,November,December,State
0,0,0,1950,0.26,0.71,0.58,1.03,3.58,2.85,8.74,5.85,1.38,1.16,0.2,0.06,Kansas
1,1,1,1951,0.75,1.56,1.4,2.49,6.37,9.36,6.46,4.07,5.04,1.86,0.95,0.27,Kansas
2,2,2,1952,0.32,0.6,2.3,3.34,2.43,0.9,2.3,3.22,0.58,0.02,1.67,0.85,Kansas
3,3,3,1953,0.19,0.66,1.95,1.75,2.55,2.24,2.93,2.08,1.22,1.7,2.03,1.29,Kansas
4,4,4,1954,0.12,0.8,0.58,1.92,4.25,2.45,1.49,3.55,1.43,2.4,0.02,0.51,Kansas
5,5,5,1955,0.83,1.29,0.55,1.89,4.71,3.75,1.68,1.57,3.87,1.43,0.1,0.22,Kansas
6,6,6,1956,0.65,0.5,0.34,1.19,2.46,2.24,3.13,1.82,0.29,1.44,0.82,0.46,Kansas
7,7,7,1957,0.35,0.62,3.18,3.52,6.52,6.95,2.3,2.02,3.82,2.57,1.44,0.53,Kansas
8,8,8,1958,0.85,1.13,3.48,1.79,3.85,4.26,7.82,2.56,3.77,0.48,1.32,0.49,Kansas
9,9,9,1959,0.68,0.64,1.81,1.52,4.72,2.13,4.67,2.99,3.58,4.94,0.15,0.87,Kansas
10,10,10,1960,1.42,2.03,1.39,2.2,3.09,3.9,2.55,3.83,2.22,3.09,0.29,1.19,Kansas
11,11,11,1961,0.06,0.91,2.7,2.04,6.12,3.95,4.36,3.76,5.08,2.51,2.52,0.77,Kansas
12,12,12,1962,0.91,0.68,1.53,1.07,3.17,5.57,4.92,2.8,4.54,1.23,0.96,0.45,Kansas
13,13,13,1963,0.58,0.06,1.68,0.76,2.43,3.74,3.67,2.1,3.52,1.42,0.65,0.34,Kansas
14,14,14,1964,0.27,0.73,1.11,2.61,3.75,4.09,1.96,3.34,2.24,0.58,3.21,0.76,Kansas
15,15,15,1965,0.98,0.9,1.1,1.88,3.32,8.15,3.31,3.47,5.7,1.62,0.08,1.68,Kansas
16,16,16,1966,0.35,0.95,0.32,1.6,0.94,3.12,3.25,3.31,2.12,0.67,0.15,0.81,Kansas
